,Topic 8,Topic 9,Topic 11
15524,themaninthemoon/2.7966121862732507e-08,themaninthemoon/1.7559261323185638e-05,themaninthemoon/2.797202796500642e-05
15525,anythingbutthat/2.7966121862732507e-08,anythingbutthat/1.7559261323185638e-05,anythingbutthat/2.797202796500642e-05
15526,campunsafeisntsafeanymore/2.7966121862732507e-08,campunsafeisntsafeanymore/1.7559261323185638e-05,campunsafeisntsafeanymore/2.797202796500642e-05
15527,corrupteddata/2.7966121862732507e-08,corrupteddata/1.7559261323185638e-05,corrupteddata/2.797202796500642e-05
15528,spaceisolationhorror/2.7966121862732507e-08,spaceisolationhorror/1.7559261323185638e-05,spaceisolationhorror/2.797202796500642e-05
15529,surprisevehicle/2.7966121862732507e-08,surprisevehicle/1.7559261323185638e-05,surprisevehicle/2.797202796500642e-05
15530,winsbydoingabsolutelynothing/2.7966121862732507e-08,deathisgray/1.7559261323185638e-05,deathisgray/2.797202796500642e-05
15531,butterflyknife/2.7966121862732507e-08,butterflyknife/1.7559261323185638e-05,butterflyknife/2.797202796500642e-05
15532,interrogationflashback/2.7966121862732507e-08,interrogationflashback/1.7559261323185638e-05,interrogationflashback/2.797202796500642e-05
15533,outdamnedspot/2.7966121862732507e-08,outdamnedspot/1.7559261323185638e-05,outdamnedspot/2.797202796500642e-05
15534,significantmonogram/2.7966121862732507e-08,significantmonogram/1.7559261323185638e-05,significantmonogram/2.797202796500642e-05
15535,wouldnotshootagoodguy/2.7966121862732507e-08,wouldnotshootagoodguy/1.7559261323185638e-05,wouldnotshootagoodguy/2.797202796500642e-05
15536,fanfic/2.7966121862732507e-08,fanfic/1.7559261323185638e-05,fanfic/2.797202796500642e-05
15537,creepyuncle/2.7966121862732507e-08,creepyuncle/1.7559261323185638e-05,creepyuncle/2.797202796500642e-05
15538,dialogduringgameplay/2.7966121862732507e-08,shapeshiftershowdown/1.7559261323185638e-05,shapeshiftershowdown/2.797202796500642e-05
15539,romanticfalselead/2.7966121862732507e-08,romanticfalselead/1.7559261323185638e-05,romanticfalselead/2.797202796500642e-05
15540,trappedbygamblingdebts/2.7966121862732507e-08,trappedbygamblingdebts/1.7559261323185638e-05,trappedbygamblingdebts/2.797202796500642e-05
15541,armiesareevil/2.7966121862732507e-08,haremgenre/1.7559261323185638e-05,haremgenre/2.797202796500642e-05
15542,adaptationoverdosed/2.7966121862732507e-08,adaptationoverdosed/1.7559261323185638e-05,adaptationoverdosed/2.797202796500642e-05
15543,bonusround/2.7966121862732507e-08,bonusround/1.7559261323185638e-05,boringbutpractical/2.797202796500642e-05
15544,dumbwaiterride/2.7966121862732507e-08,dumbwaiterride/1.7559261323185638e-05,dumbwaiterride/2.797202796500642e-05
15545,fedtopigs/2.7966121862732507e-08,fedtopigs/1.7559261323185638e-05,fedtopigs/2.797202796500642e-05
15546,legionoflostsouls/2.7966121862732507e-08,legionoflostsouls/1.7559261323185638e-05,legionoflostsouls/2.797202796500642e-05
15547,kaiserreich/2.7966121862732507e-08,kaiserreich/1.7559261323185638e-05,kaiserreich/2.797202796500642e-05
15548,convictionbycontradiction/2.7966121862732507e-08,convictionbycontradiction/1.7559261323185638e-05,convictionbycontradiction/2.797202796500642e-05
15549,madeofbologna/2.7966121862732507e-08,madeofbologna/1.7559261323185638e-05,madeofbologna/2.797202796500642e-05
15550,pleasesubscribetoourchannel/2.7966121862732507e-08,pleasesubscribetoourchannel/1.7559261323185638e-05,pleasesubscribetoourchannel/2.797202796500642e-05
15551,digitalpinballtables/2.7966121862732507e-08,speculativebiology/1.7559261323185638e-05,speculativebiology/2.797202796500642e-05
15552,automatedautomobiles/2.7966121862732507e-08,automatedautomobiles/1.7559261323185638e-05,automatedautomobiles/2.797202796500642e-05
15553,informingthefourthwall/2.7966121862732507e-08,banishingritual/1.7559261323185638e-05,banishingritual/2.797202796500642e-05
15554,inseriesnickname/2.7966121862732507e-08,coldiron/1.7559261323185638e-05,coldiron/2.797202796500642e-05
15555,amazingtechnicolorwildlife/2.7966121862732507e-08,twelveepisodeanime/1.7559261323185638e-05,twelveepisodeanime/2.797202796500642e-05
15556,artillerygame/2.7966121862732507e-08,artillerygame/1.7559261323185638e-05,artillerygame/2.797202796500642e-05
15557,blowingaraspberry/2.7966121862732507e-08,blowingaraspberry/1.7559261323185638e-05,blowingaraspberry/2.797202796500642e-05
15558,thesixties/2.7966121862732507e-08,glasssmackandslide/1.7559261323185638e-05,glasssmackandslide/2.797202796500642e-05
15559,nightmaresequence/2.7966121862732507e-08,bigolunibrow/1.7559261323185638e-05,bigolunibrow/2.797202796500642e-05
15560,endofanage/2.7966121862732507e-08,callofthewildblueyonder/1.7559261323185638e-05,callofthewildblueyonder/2.797202796500642e-05
15561,chummymummy/2.7966121862732507e-08,chummymummy/1.7559261323185638e-05,chummymummy/2.797202796500642e-05
15562,creepymascotsuit/2.7966121862732507e-08,creepymascotsuit/1.7559261323185638e-05,creepymascotsuit/2.797202796500642e-05
15563,outlivingonesoffspring/2.7966121862732507e-08,happybirthdaytoyou/1.7559261323185638e-05,happybirthdaytoyou/2.797202796500642e-05
15564,patchworkfic/2.7966121862732507e-08,patchworkfic/1.7559261323185638e-05,patchworkfic/2.797202796500642e-05
15565,peskypigeons/2.7966121862732507e-08,peskypigeons/1.7559261323185638e-05,peskypigeons/2.797202796500642e-05
15566,manchild/2.7966121862732507e-08,skintonesclerae/1.7559261323185638e-05,skintonesclerae/2.797202796500642e-05
15567,conspiracytheorist/2.7966121862732507e-08,twinkleintheeye/1.7559261323185638e-05,twinkleintheeye/2.797202796500642e-05
15568,photomode/2.7966121862732507e-08,usedtobemoresocial/1.7559261323185638e-05,usedtobemoresocial/2.797202796500642e-05
15569,monumentaldamage/2.7966121862732507e-08,somewhereanentomologistiscrying/1.7559261323185638e-05,somewhereanentomologistiscrying/2.797202796500642e-05
15570,backforthefinale/2.7966121862732507e-08,transformationnameannouncement/1.7559261323185638e-05,transformationnameannouncement/2.797202796500642e-05
15571,twowordsicantcount/2.7966121862732507e-08,twowordsicantcount/1.7559261323185638e-05,twowordsicantcount/2.797202796500642e-05
15572,gameshow/2.7966121862732507e-08,gameshow/1.7559261323185638e-05,gameshow/2.797202796500642e-05
15573,deathbyirony/2.7966121862732507e-08,justsostory/1.7559261323185638e-05,justsostory/2.797202796500642e-05
15574,lightandmirrorspuzzle/2.7966121862732507e-08,blueiscalm/1.7559261323185638e-05,blueiscalm/2.797202796500642e-05
15575,felinefiction/2.7966121862732507e-08,felinefiction/1.7559261323185638e-05,felinefiction/2.797202796500642e-05
15576,sexforservices/2.7966121862732507e-08,sexforservices/1.7559261323185638e-05,sexforservices/2.797202796500642e-05
15577,measuringthemarigolds/2.7966121862732507e-08,measuringthemarigolds/1.7559261323185638e-05,measuringthemarigolds/2.797202796500642e-05
15578,awkwardfathersonbondingactivity/2.7966121862732507e-08,awkwardfathersonbondingactivity/1.7559261323185638e-05,awkwardfathersonbondingactivity/2.797202796500642e-05
15579,aworldhalffull/2.7966121862732507e-08,nearlynormalanimal/1.7559261323185638e-05,nearlynormalanimal/2.797202796500642e-05
15580,flowermouth/2.7966121862732507e-08,flowermouth/1.7559261323185638e-05,flowermouth/2.797202796500642e-05
15581,realfakedoor/2.7966121862732507e-08,realfakedoor/1.7559261323185638e-05,realfakedoor/2.797202796500642e-05
15582,theuntwist/2.7966121862732507e-08,theuntwist/1.7559261323185638e-05,theuntwist/2.797202796500642e-05
15583,immoralrealityshow/2.7966121862732507e-08,immoralrealityshow/1.7559261323185638e-05,immoralrealityshow/2.797202796500642e-05
15584,theplace/2.7966121862732507e-08,murderwater/1.7559261323185638e-05,murderwater/2.797202796500642e-05
15585,vengefulabandonedtoy/2.7966121862732507e-08,vengefulabandonedtoy/1.7559261323185638e-05,vengefulabandonedtoy/2.797202796500642e-05
15586,assshove/2.7966121862732507e-08,artimitatesart/1.7559261323185638e-05,artimitatesart/2.797202796500642e-05
15587,shoppingcartantics/2.7966121862732507e-08,shoppingcartantics/1.7559261323185638e-05,shoppingcartantics/2.797202796500642e-05
15588,sunglassesatnight/2.7966121862732507e-08,shinigami/1.7559261323185638e-05,shinigami/2.797202796500642e-05
15589,guntwirling/2.7966121862732507e-08,ethnicscrappy/1.7559261323185638e-05,ethnicscrappy/2.797202796500642e-05
15590,freelovefuture/2.7966121862732507e-08,freelovefuture/1.7559261323185638e-05,freelovefuture/2.797202796500642e-05
15591,disasterdominoes/2.7966121862732507e-08,godeating/1.7559261323185638e-05,godeating/2.797202796500642e-05
15592,stepfordsmiler/2.7966121862732507e-08,heroicteamrevolt/1.7559261323185638e-05,heroicteamrevolt/2.797202796500642e-05
15593,manintheironmask/2.7966121862732507e-08,manintheironmask/1.7559261323185638e-05,manintheironmask/2.797202796500642e-05
15594,politicallyincorrectvillain/2.7966121862732507e-08,heavenlyblue/1.7559261323185638e-05,heavenlyblue/2.797202796500642e-05
15595,brokenrecord/2.7966121862732507e-08,forebodingfleeingflock/1.7559261323185638e-05,forebodingfleeingflock/2.797202796500642e-05
15596,adjustablecensorship/2.7966121862732507e-08,happyholidaysdress/1.7559261323185638e-05,happyholidaysdress/2.797202796500642e-05
15597,leftthebackgroundmusicon/2.7966121862732507e-08,realnameasanalias/1.7559261323185638e-05,realnameasanalias/2.797202796500642e-05
15598,theshortwar/2.7966121862732507e-08,theshortwar/1.7559261323185638e-05,theshortwar/2.797202796500642e-05
15599,shroudedinmyth/2.7966121862732507e-08,placeofprotection/1.7559261323185638e-05,placeofprotection/2.797202796500642e-05
15600,impossiblygracefulgiant/2.7966121862732507e-08,impossiblygracefulgiant/1.7559261323185638e-05,impossiblygracefulgiant/2.797202796500642e-05
15601,overdrive/2.7966121862732507e-08,overdrive/1.7559261323185638e-05,overdrive/2.797202796500642e-05
15602,hepanneditnowhesucks/2.7966121862732507e-08,symbolicwings/1.7559261323185638e-05,symbolicwings/2.797202796500642e-05
15603,cheekcopy/2.7966121862732507e-08,cheekcopy/1.7559261323185638e-05,cheekcopy/2.797202796500642e-05
15604,apirate400yearstoolate/2.7966121862732507e-08,apirate400yearstoolate/1.7559261323185638e-05,apirate400yearstoolate/2.797202796500642e-05
15605,deadlydodging/2.7966121862732507e-08,coatovertheshoulder/1.7559261323185638e-05,coatovertheshoulder/2.797202796500642e-05
15606,asteroidthicket/2.7966121862732507e-08,nonhealthdamage/1.7559261323185638e-05,nonhealthdamage/2.797202796500642e-05
15607,machetemayhem/2.7966121862732507e-08,ourhumansaredifferent/1.7559261323185638e-05,ourhumansaredifferent/2.797202796500642e-05
15608,humanshield/2.7966121862732507e-08,thefirstcutisthedeepest/1.7559261323185638e-05,thefirstcutisthedeepest/2.797202796500642e-05
15609,mobstaclecourse/2.7966121862732507e-08,mobstaclecourse/1.7559261323185638e-05,mobstaclecourse/2.797202796500642e-05
15610,chewoutfakeout/2.7966121862732507e-08,chewoutfakeout/1.7559261323185638e-05,chewoutfakeout/2.797202796500642e-05
15611,historicalrapsheet/2.7966121862732507e-08,historicalrapsheet/1.7559261323185638e-05,historicalrapsheet/2.797202796500642e-05
15612,iwillfightsomemoreforever/2.7966121862732507e-08,iwillfightsomemoreforever/1.7559261323185638e-05,iwillfightsomemoreforever/2.797202796500642e-05
15613,stagedpopulistuprising/2.7966121862732507e-08,stagedpopulistuprising/1.7559261323185638e-05,stagedpopulistuprising/2.797202796500642e-05
15614,ofcorsethurts/2.7966121862732507e-08,ofcorsethurts/1.7559261323185638e-05,ofcorsethurts/2.797202796500642e-05
15615,mistakennationality/2.7966121862732507e-08,mistakennationality/1.7559261323185638e-05,mistakennationality/2.797202796500642e-05
15616,appleofdiscord/2.7966121862732507e-08,appleofdiscord/1.7559261323185638e-05,appleofdiscord/2.797202796500642e-05
15617,comicallyinepthealing/2.7966121862732507e-08,comicallyinepthealing/1.7559261323185638e-05,comicallyinepthealing/2.797202796500642e-05
15618,remilitarizedzone/2.7966121862732507e-08,culturalrebel/1.7559261323185638e-05,culturalrebel/2.797202796500642e-05
15619,wingdingeyes/2.7966121862732507e-08,disproportionatereward/1.7559261323185638e-05,disproportionatereward/2.797202796500642e-05
15620,punchpackingpistol/2.7966121862732507e-08,wastoohardonhim/1.7559261323185638e-05,wastoohardonhim/2.797202796500642e-05
15621,wetblanketwife/2.7966121862732507e-08,wetblanketwife/1.7559261323185638e-05,wetblanketwife/2.797202796500642e-05
15622,murderbymistake/2.7966121862732507e-08,murderbymistake/1.7559261323185638e-05,murderbymistake/2.797202796500642e-05
15623,superweaponaveragejoe/2.7966121862732507e-08,superweaponaveragejoe/1.7559261323185638e-05,superweaponaveragejoe/2.797202796500642e-05
15624,baphomet/2.7966121862732507e-08,baphomet/1.7559261323185638e-05,baphomet/2.797202796500642e-05
15625,raisedbyrival/2.7966121862732507e-08,raisedbyrival/1.7559261323185638e-05,raisedbyrival/2.797202796500642e-05
15626,thefagin/2.7966121862732507e-08,thefagin/1.7559261323185638e-05,thefagin/2.797202796500642e-05
15627,dramaticchaseopening/2.7966121862732507e-08,dramaticchaseopening/1.7559261323185638e-05,dramaticchaseopening/2.797202796500642e-05
15628,whatexactlyishisjob/2.7966121862732507e-08,whatexactlyishisjob/1.7559261323185638e-05,whatexactlyishisjob/2.797202796500642e-05
15629,notquitetherightthing/2.7966121862732507e-08,scryvsscry/1.7559261323185638e-05,scryvsscry/2.797202796500642e-05
15630,solarcpr/2.7966121862732507e-08,solarcpr/1.7559261323185638e-05,solarcpr/2.797202796500642e-05
15631,onelastjob/2.7966121862732507e-08,emotionalpowers/1.7559261323185638e-05,emotionalpowers/2.797202796500642e-05
15632,blackdudediesfirst/2.7966121862732507e-08,fullpotentialupgrade/1.7559261323185638e-05,fullpotentialupgrade/2.797202796500642e-05
15633,martyrdomculture/2.7966121862732507e-08,martyrdomculture/1.7559261323185638e-05,martyrdomculture/2.797202796500642e-05
15634,catchandreturn/2.7966121862732507e-08,stopworshippingme/1.7559261323185638e-05,stopworshippingme/2.797202796500642e-05
15635,wickedwitch/2.7966121862732507e-08,bishoujoseries/1.7559261323185638e-05,bishoujoseries/2.797202796500642e-05
15636,goldenage/2.7966121862732507e-08,goldenage/1.7559261323185638e-05,goldenage/2.797202796500642e-05
15637,badassbiker/2.7966121862732507e-08,cockadoodledawn/1.7559261323185638e-05,cockadoodledawn/2.797202796500642e-05
15638,sweepingashes/2.7966121862732507e-08,sweepingashes/1.7559261323185638e-05,sweepingashes/2.797202796500642e-05
15639,difficultybyacceleration/2.7966121862732507e-08,acceptablebreaksfromcanon/1.7559261323185638e-05,acceptablebreaksfromcanon/2.797202796500642e-05
15640,ultraterrestrials/2.7966121862732507e-08,ultraterrestrials/1.7559261323185638e-05,ultraterrestrials/2.797202796500642e-05
15641,bossarenarecovery/2.7966121862732507e-08,bringnewsback/1.7559261323185638e-05,bringnewsback/2.797202796500642e-05
15642,intrepidreporter/2.7966121862732507e-08,eternallove/1.7559261323185638e-05,eternallove/2.797202796500642e-05
15643,greed/2.7966121862732507e-08,fantastichonorifics/1.7559261323185638e-05,fantastichonorifics/2.797202796500642e-05
15644,concealmentequalscover/2.7966121862732507e-08,nephilim/1.7559261323185638e-05,nephilim/2.797202796500642e-05
15645,cerebusretcon/2.7966121862732507e-08,schmuckbanquet/1.7559261323185638e-05,schmuckbanquet/2.797202796500642e-05
15646,spellingbonus/2.7966121862732507e-08,forgivenbutnotforgotten/1.7559261323185638e-05,forgivenbutnotforgotten/2.797202796500642e-05
15647,offonatechnicality/2.7966121862732507e-08,offonatechnicality/1.7559261323185638e-05,offonatechnicality/2.797202796500642e-05
15648,tortureisineffective/2.7966121862732507e-08,tortureisineffective/1.7559261323185638e-05,tortureisineffective/2.797202796500642e-05
15649,killthecutie/2.7966121862732507e-08,fishbowlhelmet/1.7559261323185638e-05,fishbowlhelmet/2.797202796500642e-05
15650,alternatehistorynazivictory/2.7966121862732507e-08,alternatehistorynazivictory/1.7559261323185638e-05,alternatehistorynazivictory/2.797202796500642e-05
15651,infodump/2.7966121862732507e-08,tragicicecharacter/1.7559261323185638e-05,tragicicecharacter/2.797202796500642e-05
15652,bolivianarmycliffhanger/2.7966121862732507e-08,bolivianarmycliffhanger/1.7559261323185638e-05,bolivianarmycliffhanger/2.797202796500642e-05
15653,captaincolorbeard/2.7966121862732507e-08,deathofthehypotenuse/1.7559261323185638e-05,deathofthehypotenuse/2.797202796500642e-05
15654,differentworlddifferentmovies/2.7966121862732507e-08,differentworlddifferentmovies/1.7559261323185638e-05,differentworlddifferentmovies/2.797202796500642e-05
15655,decoyleader/2.7966121862732507e-08,decoyleader/1.7559261323185638e-05,decoyleader/2.797202796500642e-05
15656,goodolboy/2.7966121862732507e-08,goodolboy/1.7559261323185638e-05,goodolboy/2.797202796500642e-05
15657,iconicattributeadoptionmoment/2.7966121862732507e-08,iconicattributeadoptionmoment/1.7559261323185638e-05,iconicattributeadoptionmoment/2.797202796500642e-05
15658,publicsecretmessage/2.7966121862732507e-08,publicsecretmessage/1.7559261323185638e-05,publicsecretmessage/2.797202796500642e-05
15659,amateurcast/2.7966121862732507e-08,amateurcast/1.7559261323185638e-05,amateurcast/2.797202796500642e-05
15660,murderisthebestsolution/2.7966121862732507e-08,doesnotspeakcommon/1.7559261323185638e-05,doesnotspeakcommon/2.797202796500642e-05
15661,sesquipedaliansmith/2.7966121862732507e-08,sesquipedaliansmith/1.7559261323185638e-05,sesquipedaliansmith/2.797202796500642e-05
15662,wearestrugglingtogether/2.7966121862732507e-08,dressedinlayers/1.7559261323185638e-05,dressedinlayers/2.797202796500642e-05
15663,satire/2.7966121862732507e-08,satire/1.7559261323185638e-05,satire/2.797202796500642e-05
15664,titletheadaptation/2.7966121862732507e-08,anonymousringer/1.7559261323185638e-05,anonymousringer/2.797202796500642e-05
15665,exacttimetofailure/2.7966121862732507e-08,importfilter/1.7559261323185638e-05,importfilter/2.797202796500642e-05
15666,criticalpsychoanalysisfailure/2.7966121862732507e-08,criticalpsychoanalysisfailure/1.7559261323185638e-05,criticalpsychoanalysisfailure/2.797202796500642e-05
15667,extranormalprison/2.7966121862732507e-08,extranormalprison/1.7559261323185638e-05,extranormalprison/2.797202796500642e-05
15668,therewasadoor/2.7966121862732507e-08,magneticplotdevice/1.7559261323185638e-05,magneticplotdevice/2.797202796500642e-05
15669,sorryimgay/2.7966121862732507e-08,sorryimgay/1.7559261323185638e-05,sorryimgay/2.797202796500642e-05
15670,previewpiggybacking/2.7966121862732507e-08,falseprophet/1.7559261323185638e-05,falseprophet/2.797202796500642e-05
15671,inheritancemurder/2.7966121862732507e-08,inheritancemurder/1.7559261323185638e-05,inheritancemurder/2.797202796500642e-05
15672,amusinginjuries/2.7966121862732507e-08,lineinthesand/1.7559261323185638e-05,lineinthesand/2.797202796500642e-05
15673,dirtycommunists/2.7966121862732507e-08,regretfultraitor/1.7559261323185638e-05,regretfultraitor/2.797202796500642e-05
15674,sicem/2.7966121862732507e-08,sicem/1.7559261323185638e-05,sicem/2.797202796500642e-05
15675,thefuninfuneral/2.7966121862732507e-08,thefuninfuneral/1.7559261323185638e-05,thefuninfuneral/2.797202796500642e-05
15676,kissofthevampire/2.7966121862732507e-08,kissofthevampire/1.7559261323185638e-05,kissofthevampire/2.797202796500642e-05
15677,vaporwave/2.7966121862732507e-08,vaporwave/1.7559261323185638e-05,vaporwave/2.797202796500642e-05
15678,thedeadhaveeyes/2.7966121862732507e-08,thedeadhaveeyes/1.7559261323185638e-05,thedeadhaveeyes/2.797202796500642e-05
15679,madmathematician/2.7966121862732507e-08,madmathematician/1.7559261323185638e-05,madmathematician/2.797202796500642e-05
15680,everythingtalks/2.7966121862732507e-08,everythingtalks/1.7559261323185638e-05,everythingtalks/2.797202796500642e-05
15681,faceonamilkcarton/2.7966121862732507e-08,faceonamilkcarton/1.7559261323185638e-05,faceonamilkcarton/2.797202796500642e-05
15682,survivorguilt/2.7966121862732507e-08,femalemonstersurprise/1.7559261323185638e-05,femalemonstersurprise/2.797202796500642e-05
15683,gameshowhost/2.7966121862732507e-08,gameshowhost/1.7559261323185638e-05,gameshowhost/2.797202796500642e-05
15684,idtellyoubutthenidhavetokillyou/2.7966121862732507e-08,idtellyoubutthenidhavetokillyou/1.7559261323185638e-05,idtellyoubutthenidhavetokillyou/2.797202796500642e-05
15685,soundoff/2.7966121862732507e-08,soundoff/1.7559261323185638e-05,soundoff/2.797202796500642e-05
15686,zeerust/2.7966121862732507e-08,theweirdsisters/1.7559261323185638e-05,theweirdsisters/2.797202796500642e-05
15687,deaththrows/2.7966121862732507e-08,yaoigenre/1.7559261323185638e-05,yaoigenre/2.797202796500642e-05
15688,combatcuestick/2.7966121862732507e-08,combatcuestick/1.7559261323185638e-05,combatcuestick/2.797202796500642e-05
15689,comicbookmoviesdontusecodenames/2.7966121862732507e-08,comicbookmoviesdontusecodenames/1.7559261323185638e-05,comicbookmoviesdontusecodenames/2.797202796500642e-05
15690,kinslayingisaspecialkindofevil/2.7966121862732507e-08,kinslayingisaspecialkindofevil/1.7559261323185638e-05,kinslayingisaspecialkindofevil/2.797202796500642e-05
15691,tothebatnoun/2.7966121862732507e-08,tothebatnoun/1.7559261323185638e-05,tothebatnoun/2.797202796500642e-05
15692,veinovision/2.7966121862732507e-08,veinovision/1.7559261323185638e-05,veinovision/2.797202796500642e-05
15693,flipscreenscrolling/2.7966121862732507e-08,widelyspacedjailbars/1.7559261323185638e-05,widelyspacedjailbars/2.797202796500642e-05
15694,attackingthroughyourself/2.7966121862732507e-08,attackingthroughyourself/1.7559261323185638e-05,attackingthroughyourself/2.797202796500642e-05
15695,italwaysrainsatfunerals/2.7966121862732507e-08,battlebolas/1.7559261323185638e-05,battlebolas/2.797202796500642e-05
15696,bizarrealienlocomotion/2.7966121862732507e-08,bizarrealienlocomotion/1.7559261323185638e-05,bizarrealienlocomotion/2.797202796500642e-05
15697,dangerthinice/2.7966121862732507e-08,dangerthinice/1.7559261323185638e-05,dangerthinice/2.797202796500642e-05
15698,goandsinnomore/2.7966121862732507e-08,goandsinnomore/1.7559261323185638e-05,goandsinnomore/2.797202796500642e-05
15699,numbersstations/2.7966121862732507e-08,numbersstations/1.7559261323185638e-05,numbersstations/2.797202796500642e-05
15700,sharethemalepain/2.7966121862732507e-08,sharethemalepain/1.7559261323185638e-05,sharethemalepain/2.797202796500642e-05
15701,villainousaromanticasexual/2.7966121862732507e-08,villainousaromanticasexual/1.7559261323185638e-05,villainousaromanticasexual/2.797202796500642e-05
15702,eerilyoutofplaceobject/2.7966121862732507e-08,eerilyoutofplaceobject/1.7559261323185638e-05,eerilyoutofplaceobject/2.797202796500642e-05
15703,lessdisturbingincontext/2.7966121862732507e-08,lessdisturbingincontext/1.7559261323185638e-05,lessdisturbingincontext/2.797202796500642e-05
15704,stophelpingme/2.7966121862732507e-08,stophelpingme/1.7559261323185638e-05,stophelpingme/2.797202796500642e-05
15705,thankthemaker/2.7966121862732507e-08,thankthemaker/1.7559261323185638e-05,thankthemaker/2.797202796500642e-05
15706,betaoutfit/2.7966121862732507e-08,betaoutfit/1.7559261323185638e-05,betaoutfit/2.797202796500642e-05
15707,thecommissionergordon/2.7966121862732507e-08,thecommissionergordon/1.7559261323185638e-05,thecommissionergordon/2.797202796500642e-05
15708,footpopping/2.7966121862732507e-08,footpopping/1.7559261323185638e-05,footpopping/2.797202796500642e-05
15709,subvertedcatchphrase/2.7966121862732507e-08,subvertedcatchphrase/1.7559261323185638e-05,subvertedcatchphrase/2.797202796500642e-05
15710,ladderphysics/2.7966121862732507e-08,sexycatperson/1.7559261323185638e-05,sexycatperson/2.797202796500642e-05
15711,apocalypticlogistics/2.7966121862732507e-08,apocalypticlogistics/1.7559261323185638e-05,apocalypticlogistics/2.797202796500642e-05
15712,spheroiddropship/2.7966121862732507e-08,spheroiddropship/1.7559261323185638e-05,spheroiddropship/2.797202796500642e-05
15713,standardscifihistory/2.7966121862732507e-08,standardscifihistory/1.7559261323185638e-05,standardscifihistory/2.797202796500642e-05
15714,evilispetty/2.7966121862732507e-08,churchpolice/1.7559261323185638e-05,churchpolice/2.797202796500642e-05
15715,tidallylockedplanet/2.7966121862732507e-08,tidallylockedplanet/1.7559261323185638e-05,tidallylockedplanet/2.797202796500642e-05
15716,doanythingsoldier/2.7966121862732507e-08,doanythingsoldier/1.7559261323185638e-05,doanythingsoldier/2.797202796500642e-05
15717,handsignals/2.7966121862732507e-08,handsignals/1.7559261323185638e-05,handsignals/2.797202796500642e-05
15718,waterloggedwarzone/2.7966121862732507e-08,waterloggedwarzone/1.7559261323185638e-05,waterloggedwarzone/2.797202796500642e-05
15719,onlyinmiami/2.7966121862732507e-08,onlyinmiami/1.7559261323185638e-05,onlyinmiami/2.797202796500642e-05
15720,amusingalien/2.7966121862732507e-08,amusingalien/1.7559261323185638e-05,amusingalien/2.797202796500642e-05
15721,allanimeisnaughtytentacles/2.7966121862732507e-08,allanimeisnaughtytentacles/1.7559261323185638e-05,allanimeisnaughtytentacles/2.797202796500642e-05
15722,ettubrute/2.7966121862732507e-08,femalefelinemalemutt/1.7559261323185638e-05,femalefelinemalemutt/2.797202796500642e-05
15723,bulletholedoor/2.7966121862732507e-08,bulletholedoor/1.7559261323185638e-05,bulletholedoor/2.797202796500642e-05
15724,puppeteerparasite/2.7966121862732507e-08,celestialparagonsandarchangels/1.7559261323185638e-05,celestialparagonsandarchangels/2.797202796500642e-05
15725,plasmacannon/2.7966121862732507e-08,embodimentofvirtue/1.7559261323185638e-05,embodimentofvirtue/2.797202796500642e-05
15726,snakewhip/2.7966121862732507e-08,snakewhip/1.7559261323185638e-05,snakewhip/2.797202796500642e-05
15727,wolfwhistle/2.7966121862732507e-08,wolfwhistle/1.7559261323185638e-05,wolfwhistle/2.797202796500642e-05
15728,pricklyporcupine/2.7966121862732507e-08,pricklyporcupine/1.7559261323185638e-05,pricklyporcupine/2.797202796500642e-05
15729,rockmeamadeus/2.7966121862732507e-08,rockmeamadeus/1.7559261323185638e-05,rockmeamadeus/2.797202796500642e-05
15730,sampledup/2.7966121862732507e-08,sampledup/1.7559261323185638e-05,sampledup/2.797202796500642e-05
15731,defiantstonethrow/2.7966121862732507e-08,defiantstonethrow/1.7559261323185638e-05,defiantstonethrow/2.797202796500642e-05
15732,talkingthemonstertodeath/2.7966121862732507e-08,fictionalgreetingsandfarewells/1.7559261323185638e-05,fictionalgreetingsandfarewells/2.797202796500642e-05
15733,ringmenu/2.7966121862732507e-08,fightingthelancer/1.7559261323185638e-05,fightingthelancer/2.797202796500642e-05
15734,coolandunusualpunishment/2.7966121862732507e-08,animalthemedsuperbeing/1.7559261323185638e-05,animalthemedsuperbeing/2.797202796500642e-05
15735,addissonance/2.7966121862732507e-08,addissonance/1.7559261323185638e-05,addissonance/2.797202796500642e-05
15736,betterbyadifferentname/2.7966121862732507e-08,betterbyadifferentname/1.7559261323185638e-05,betterbyadifferentname/2.797202796500642e-05
15737,mydadcanbeatupyourdad/2.7966121862732507e-08,mydadcanbeatupyourdad/1.7559261323185638e-05,mydadcanbeatupyourdad/2.797202796500642e-05
15738,markedbullet/2.7966121862732507e-08,shinynewaustralia/1.7559261323185638e-05,shinynewaustralia/2.797202796500642e-05
15739,theforties/2.7966121862732507e-08,theforties/1.7559261323185638e-05,theforties/2.797202796500642e-05
15740,freakyiscool/2.7966121862732507e-08,freakyiscool/1.7559261323185638e-05,freakyiscool/2.797202796500642e-05
15741,scareemstraight/2.7966121862732507e-08,scareemstraight/1.7559261323185638e-05,scareemstraight/2.797202796500642e-05
15742,slimeball/2.7966121862732507e-08,slimeball/1.7559261323185638e-05,slimeball/2.797202796500642e-05
15743,southerngentleman/2.7966121862732507e-08,southerngentleman/1.7559261323185638e-05,southerngentleman/2.797202796500642e-05
