Company,Country
Coconut Island Studio,China
DarkLord,China
DeNA Shanghai,China
Directive Games,China
Dr. Panda Games,China
EA China (Electronic Arts),China
EA Sports (Electronic Arts),China
Epic Games China,China
Epic Games China,China
Firefly Games,China
Gamebau,China
Gameloft,China
Gamepoch,China
Gamestar (Disney Interactive),China
Giant Interactive,China
Grinning Pickle,China
Happy Elements,China
hitcents.com,China
JuDao,China
King.com (Activision),China
KLab,China
Konami Software Shanghai,China
Leia,China
LenQiY,China
Lion Studios (AppLovin),China
miHoYo,China
NCsoft China,China
Noodum,China
Pixelmatic,China
Pixpil Games,China
PopCap Games (Electronic Arts),China
Red Accent,China
ShangGame,China
Shanghai Famiku Network Technology,China
Snail Games,China
SOCO SOFT,China
Softstar Entertainment,China
Spellgun,China
Spicy Horse,China
Spil Games Asia,China
Starcaster Games,China
Studio 216,China
The 9,China
TianShe Media,China
Tilt Games,China
TipCat Interactive,China
TipCat Interactive,China
Ubisoft Shanghai,China
UltiZen Games,China
VALOFE China,China
Visual Concepts,China
Vito,China
WEBZEN China,China
Wemade Entertainment,China
WINKING ENTERTAINMENT,China
WINKING ENTERTAINMENT,China
XPEC Entertainment,China
Yingpei Games,China
Yodo1,China
Yoozoo,China
YOUZU Interactive,China
AppLovin,China
Athlon Games,China
CocoaChina,China
com2us,China
Funplus,China
Gameloft,China
Glu Mobile,China
Happy Elements,China
Happy Latte,China
Hoolai Games,China
JoyPac,China
Kabam,China
Kongzhong,China
Kunlun,China
Loong Entertainment,China
Motekforce Link,China
NCsoft China R&D; Center,China
NetEase Games,China
Next Level Games,China
Omnigames,China
Ourpalm,China
Perfect World Company,China
PlayCrab,China
PlusOne,China
Rekoo,China
Rocket Punch Games,China
Softstar Entertainment,China
SOULGAME,China
Substantial Games,China
Supertype,China
Tencent,China
Tianma,China
Transmind,China
Vanimals,China
WeWod,China
XPEC Entertainment,China
Yodo1,China
ZhuChao Game,China
Zinkia China,China
100 Stones Interactive,Australia
5 Lives Studios,Australia
5 Lives Studios,Australia
Beam Team Games,Australia
Broadside Games,Australia
Defiant Development,Australia
Dobsoft Studios,Australia
Earthwork Games,Australia
Eyecon,Australia
Gameloft,Australia
Greenheart Games,Australia
Halfbrick Studios,Australia
igda Brisbane Chapter,Australia
KIXEYE Australia,Australia
Krome Studios,Australia
N3V Games,Australia
prettygreat,Australia
Prideful Sloth,Australia
Protostar,Australia
Red Sprite Studios,Australia
Right Pedal Studios,Australia
Screwtape Studios,Australia
Sidebar Games,Australia
Spunge Games,Australia
Starburnt Studios,Australia
Tantalus,Australia
Team Shifty,Australia
The Binary Mill,Australia
Toast VR,Australia
Witch Beam,Australia
2Pt Interactive,Australia
3 Sprockets,Australia
Anthony Tan,Australia
Art of Play,Australia
Big Ant Studios,Australia
Blush Box Collective,Australia
CHROMA Coda,Australia
Code Like a Girl,Australia
Convict Games,Australia
Demruth,Australia
Digital Lode,Australia
DragonBear Studios,Australia
Endgame Studios,Australia
Espire,Australia
Fellow Traveller,Australia
Firemonkeys (Electronic Arts),Australia
Game Developers Association of Australia,Australia
Geeiz,Australia
GOATi Entertainment,Australia
Grace Bruxner,Australia
Hipster Whale,Australia
House House,Australia
igda Melbourne Chapter,Australia
Impromptu Games,Australia
Infinite Interactive,Australia
League of Geeks,Australia
Loveshack,Australia
Mana Tea Games,Australia
Mascoteers,Australia
Mighty Games,Australia
Missing Mountain,Australia
Modern Storyteller,Australia
Mountains Games,Australia
Mountains Studio,Australia
Normal Wholesome Games,Australia
OD1N Studios,Australia
Onerat Games,Australia
Opaque Media Group,Australia
Opaque Space,Australia
Panda Arcade,Australia
Paper House,Australia
Powerhoof,Australia
Pub Games,Australia
Robot Circus,Australia
Samurai Punk,Australia
Sledgehammer Melbourne (Activision),Australia
SMG Studio,Australia
Space Dust Studios,Australia
Summerfall Studios,Australia
Tantalus,Australia
The Voxel Agents,Australia
Three Phase Interactive,Australia
Tin Man Games,Australia
Torus Games,Australia
True Axis,Australia
Two Moos,Australia
Wicked Witch Software,Australia
8i,New Zealand
A44 Games,New Zealand
Dinosaur Polo Club,New Zealand
Dry Cactus,New Zealand
Fiero Interactive,New Zealand
Gaugepunk Games,New Zealand
Little Lost Fox,New Zealand
Morepork Games,New Zealand
Pikpok,New Zealand
Pixelthis,New Zealand
Sidhe Interactive,New Zealand
Star Colt,New Zealand
Studio Mayday,New Zealand
Weta Digital,New Zealand
WETA Gameshop,New Zealand
Big Frost Games,Malaysia
Gameloft,Malaysia
Hezmedia Interactive,Malaysia
igda Malaysia Chapter,Malaysia
Kaigan Games,Malaysia
Kurechii,Malaysia
Larian Studios,Malaysia
MDeC,Malaysia
Mediasoft Entertainment,Malaysia
New Era Interactive Software,Malaysia
Sherman3D Sdn Bhd,Malaysia
Streamline Games,Malaysia
Activate Interactive,Singapore
Blizzard Entertainment,Singapore
Boomzap,Singapore
Booster Pack,Singapore
Common Visual,Singapore
DeNA Singapore,Singapore
Gameloft,Singapore
Games Solution Centre (GSC),Singapore
Gattai Games,Singapore
Gazia Games,Singapore
General Interactive,Singapore
Genki Singapore,Singapore
Glu Asia,Singapore
goGame,Singapore
gumi Asia,Singapore
IGG,Singapore
Infinity Levels Studio,Singapore
Ixora Studios,Singapore
Junkfish,Singapore
Kaiju Den,Singapore
King.com (Activision),Singapore
KLab,Singapore
Koei Tecmo Singapore,Singapore
Konami Digital Entertainment,Singapore
LambdaMu Games,Singapore
Magma Studios,Singapore
Mighty Bear,Singapore
Mytona,Singapore
Nabi Studios,Singapore
Namco Bandai Singapore Studio,Singapore
Nazara,Singapore
NetEase Games,Singapore
New Era Singapore,Singapore
Nexgen Studio,Singapore
Orionarts,Singapore
Ozura,Singapore
Playware Studios,Singapore
Project Goth,Singapore
QN Software,Singapore
Ratloop Asia,Singapore
Rotten Mage,Singapore
Secret Base,Singapore
Sourena Game Studio,Singapore
Sourena Game Studio,Singapore
Springloaded,Singapore
Super Lucky Casino,Singapore
The Gentlebros,Singapore
Touch Dimensions,Singapore
Tyler Projects,Singapore
Ubisoft Singapore,Singapore
Virtually Live,Singapore
Viwawa,Singapore
Wargaming Asia,Singapore
Witching Hour Studios,Singapore
Ysbryd Games,Singapore
Accidental Rebel,Philippines
Air Games,Philippines
Altitude Games,Philippines
Anino,Philippines
Dreamlords Digital,Philippines
Gameloft,Philippines
Gear Worx Productions,Philippines
igda Manila Chapter,Philippines
Indigo Entertainment,Philippines
Keybol Games,Philippines
Monstronauts,Philippines
Secret 6,Philippines
Senshi Labs,Philippines
Squeaky Wheel,Philippines
ThinkBIT Interactive,Philippines
VALOFE Philippines,Philippines
White Widget,Philippines
37 Games,Taiwan
Auer New Media,Taiwan
BlackeyeVR,Taiwan
Blizzard Entertainment,Taiwan
Cloisters Studio,Taiwan
FUnique VR Studio,Taiwan
Futuretown,Taiwan
Gameloft,Taiwan
GigaMedia,Taiwan
HyperBot Studio,Taiwan
Lager Interactive,Taiwan
NC Taiwan,Taiwan
Rayark,Taiwan
Red Candle Games,Taiwan
Riot Games,Taiwan
Runewalker,Taiwan
Seed Studio,Taiwan
SIGONO,Taiwan
SNS Plus,Taiwan
Softstar Entertainment,Taiwan
Sunhead Games,Taiwan
Tencent Taipei,Taiwan
Tickle Labs,Taiwan
Toii,Taiwan
USERJOY Technology,Taiwan
Wargaming Taipei,Taiwan
WEBZEN Taiwan,Taiwan
WINKING ENTERTAINMENT,Taiwan
XPEC Entertainment,Taiwan
XPEC Entertainment,Taiwan
0verflow,Japan
5pb.Games (MAGES),Japan
A Jolly Corpse,Japan
Acquire,Japan
ACQUIRE Corporation,Japan
Adinnovation,Japan
Aiming,Japan
Ancient Corporation,Japan
ARC System Works,Japan
Arika,Japan
Art Co,Japan
Art Dink Corporation,Japan
Artdink,Japan
Arte Piazza,Japan
Atlus (SEGA),Japan
Bandai Namco Group,Japan
Banpresto,Japan
Banpresto,Japan
Bimboosoft,Japan
Black Tower Studios,Japan
Broccoli,Japan
Camelot Software Planning,Japan
Capcom Online Games,Japan
Cave,Japan
CESA,Japan
Clap Hanz,Japan
COLOPL,Japan
Comcept,Japan
Compile Heart ,Japan
Crafts & Meister,Japan
CyberAgent,Japan
CyberConnect2,Japan
CyberStep,Japan
Cygames (DeNA),Japan
D3Publisher,Japan
Degica Games,Japan
Delightworks,Japan
DeNA Tokyo,Japan
DIGITAL WORKS Entertainment,Japan
Donuts,Japan
Downwell,Japan
dreeps,Japan
EA Mobile,Japan
EA Tokyo (Electronic Arts),Japan
EasyGameStation,Japan
Ecole Software Corporation,Japan
Edelweiss,Japan
Eighting,Japan
Enhance,Japan
Epic Games Japan,Japan
Friend & Foe,Japan
From Software,Japan
FuRyu,Japan
G-Mode,Japan
G.Rev,Japan
Game Arts,Japan
Game Closure,Japan
Game Freak,Japan
Gameloft,Japan
GameOn,Japan
GCREST,Japan
GeePlus,Japan
Gemdrops,Japan
GenDesign,Japan
Genki,Japan
gloops (Nexon),Japan
Granzella,Japan
Grasshopper Manufacture,Japan
GREE International,Japan
Grounding,Japan
gumi,Japan
GungHo Online Entertainment,Japan
GungHo Online Entertainment,Japan
Gust Corporation,Japan
HAL Laboratory,Japan
HAL Laboratory,Japan
Happy Elements,Japan
Humble Grove,Japan
HuneX,Japan
Idea Factory,Japan
igda Japan Chapter,Japan
indieszero,China
iNiS Corporation,Japan
intergrow,Japan
Inti Creates,Japan
IREM Software Engineering,Japan
IREM Software Engineering,Japan
Kadokawa Games,Japan
Kairosoft,Japan
Kemco,Japan
King.com (Activision),Japan
KLab,Japan
KLab,Japan
Koei Japan,Japan
Kojima Productions,Japan
Konami Corporation,Japan
Lexaloffle Games,Japan
MagicAnt,Japan
Marvelous Entertainment,Japan
Marvelous Interactive,Japan
Media Vision,Japan
Microsoft Game Studios Japan,Japan
Mist Walker,Japan
Mixi,Japan
monobit,Japan
Monstars,Japan
Moppin,Japan
NanaOn-Sha,Japan
Natsume Tokyo,Japan
NC Japan,Japan
Niantic,Japan
Nigoro,Japan
Nihon Falcom,Japan
Ninja Egg,Japan
NTT Resonant,Japan
Nude Maker,Japan
OBOKAIDEM,Japan
Omega Force (Koei),Japan
Onion Games,Japan
Opus Studios,Japan
PES Productions (Konami),Japan
PlusOne,Japan
Pokelabo (GREE),Japan
POLYGON MAGIC,Japan
Polyphony Digital (Sony),Japan
PROPE,Japan
Pyramid,Japan
Rainy Frog,Japan
RealStyle (COLOPL),Japan
Red Entertainment,Japan
Rejet,Japan
Riot Games,Japan
Rockstar Japan,Japan
RoseVeRte,Japan
Score Studios,Japan
Sega Corporation,Japan
Sega Networks,Japan
Shin Sophia Co,Japan
Silicon Studio,Japan
Sony Computer Entertainment JAPAN Studio,Japan
SpicyTails,Japan
Spike Chunsoft,Japan
Square Enix Company Limited,Japan
Starcaster Games,Japan
Sting Entertainment,Japan
Sunsoft Corporation,Japan
Taito (Square Enix),Japan
Takuyo,Japan
Tamsoft Corporation,Japan
Tango Gameworks (ZeniMax Media),Japan
Team Ninja (Tecmo Koei),Japan
Team Tachyon (Tecmo Koei),Japan
The Pokemon Company,Japan
Tilt Games,Japan
Tokyo RPG Factory,Japan
Too Kyo Games,Japan
Translimit,Japan
Treasure,Japan
Tri-Ace,Japan
tri-Crescendo,Japan
Unties (Sony Music Entertainment),Japan
Valhalla Game Studios,Japan
Wargaming Japan,Japan
Wizcorp,Japan
Wooga,Japan
Wright Flyer Studios,Japan
Yodo1,Japan
Ys Net,Japan
Yukes Co,Japan
37 Games,South Korea
4:33 Creative Lab,South Korea
Actionsquare,South Korea
Actoz Soft,South Korea
Ani-Park,South Korea
Appnori,South Korea
Bandai Korea,South Korea
Barunson Games,South Korea
BiNAREE,South Korea
Blizzard Entertainment,South Korea
Bluehole,South Korea
BLUESIDE ,South Korea
CCR,South Korea
CJ Internet,South Korea
com2us,South Korea
CR-Space,South Korea
D4 Games,South Korea
DeNA Seoul,South Korea
Donuts,South Korea
DoubleUGames,South Korea
Dragonfly,South Korea
e-motion,South Korea
Epic Games Korea,South Korea
Flero Games,South Korea
Gameloft,South Korea
GameUS,South Korea
Gamevil,South Korea
Glu Mobile,South Korea
GRAVITY,South Korea
GREE International,South Korea
gumi Korea,South Korea
Iggymob,South Korea
imcGames,South Korea
Innospark,South Korea
JellyOasis,South Korea
JOYCITY,South Korea
Joymax,South Korea
Kakao,South Korea
KAOGI (Korean Association Of Game Industry),South Korea
King.com (Activision),South Korea
KOG Games,South Korea
Korea Creative Content Agency (KoCCA),South Korea
Line Games,South Korea
LoadComplete,South Korea
Mgame,South Korea
Motekforce Link,South Korea
NCsoft,South Korea
ndoors,South Korea
Neople,South Korea
NEOPOPCORN Corp,South Korea
Neowiz,South Korea
Netmarble Games,South Korea
Nexon,South Korea
NHN,South Korea
Nterfun,South Korea
Ntreev,South Korea
O?ol Blue,South Korea
Outfit7,South Korea
Pearl Abyss,South Korea
PLAYWITH,South Korea
Riot Games,South Korea
ROI GAMES,South Korea
Scaena Studios,South Korea
Sega Korea,South Korea
SKONEC Entertainment,South Korea
SKonec Entertainment,South Korea
SmileGate,South Korea
Smilegate Entertainment,South Korea
Softnyx,South Korea
Sony Computer Entertainment Korea,South Korea
SPEARHEAD (Electronic Arts),South Korea
Studio G9,South Korea
Studio HG,South Korea
SundayToz,South Korea
Taito Korea Corporation (Square Enix),South Korea
Team Horay,South Korea
Tencent Korea,South Korea
The PUBG Corporation,South Korea
Ubisoft South Korea,South Korea
VALOFE Korea,South Korea
Visual Concepts,South Korea
Vive Studios (HTC),South Korea
VRANI,South Korea
Wargaming Korea,South Korea
WEBZEN,South Korea
WEBZEN Ymir Games,South Korea
Wemade Entertainment,South Korea
Wemade IO,South Korea
Yedang Online,South Korea
YJM Games,South Korea
Yodo1,South Korea
Zepetto,South Korea
99 Games,India
Byjus,India
com2us,India
Dhruva Interactive,India
Dumadu Games,India
Flixy Games,India
GSN Games,India
Hala Play,India
hashcube,India
Holy Cow Productions,India
igda Bangalore Chapter,India
Mech Mocha,India
Moonfrog Labs,India
NammaLore Entertainment,India
Nuke Box Games,India
Rockstar India,India
Scientific Games Interactive,India
Tencent Games,India
Ultimate Games,India
Walnut Games,India
Xigma Games,India
Zynga India,India
Love Handle Developers,India
Next Wave Multi Media,India
Scientific Games Interactive,India
All in a Days Play,India
Big Leap Studios,India
Cipherhex Technology,India
Codemasters QA,India
Dropout Games,India
EivaaGames,India
Games2win,India
GodSpeed Games,India
Hobo Interactive,India
Holy Cow Studio,India
Maharaja Games,India
Nautilus Mobile,India
Nazara,India
NileeGames,India
Nodding Heads Games,India
Play Games 24x7,India
Rebel Fiction,India
Reliance Games,India
Rolocule Games,India
Scientific Games Interactive,India
Spiel Studios,India
Studio Oleomingus,India
Sumo Digital,India
Ubisoft Mumbai,India
Ubisoft Pune,India
underDOGS,India
Versatile Technolabs,India
Yellow Monkey Studios,India
YOUZU India,India
Rematch Studios,Pakistan
Taplando,Pakistan
Joybox,Syria
AlkameGames,Turkey
Gripati Digital Entertainment,Turkey
Gunay Studio,Turkey
He2 Apps,Turkey
MildMania,Turkey
Mobge,Turkey
Moralabs,Turkey
Pixofun,Turkey
Taleworlds Entertainment,Turkey
Tricksy Games,Turkey
Warlock Arts,Turkey
Wily Pumpkin,Turkey
ZiBUMi,Turkey
Antimatter Games,England
Auroch Digital,England
BadLand Games,England
Big Robot,England
Brighton Game Collective,England
Bristol Game Hub,England
Curiscope,England
Darkling Room,England
Electric Square,England
Engine House,England
Engine Room Games,England
Force of Habit,England
Future Visual,England
FuturLab,England
Grey Alien Games,England
Hangar 13,England
Hatsumi VR,England
Kenshi,England
Kerb,England
Little Loud,England
MAG Interactive,England
Media Tonic,England
Mediatonic,England
Mobile Pie,England
Ndemic Creations,England
Neon Play,England
Opposable Games,England
Opposable VR,England
Out of Bounds Games,England
Plug-in Media,England
Quarter Circle Games,England
Rebourne Studios,England
Red Beard Games (Hi-Rez Studios),England
Red Bedlam,England
Red Wasp Design,England
Relentless Software,England
Richard Hogg,England
Riot Games,England
Round Table Games,England
Rubicon Development,England
Second Impact Games,England
Size Five Games,England
Slacker Games,England
Snap Finger Click,England
Stainless Games,England
Studio Gobo,England
Suspicious Developments,England
Tammeka Games,England
The Chinese Room,England
The Indepenent Game Developers Association (TIGA),England
thechineseroom,England
Total Monkery,England
Toxic Games,England
TT Games Publishing,England
Wellbeings,England
West Pier Studio,England
Zoe Mode (Kuju Entertainment),England
Zynga,England
22cans,England
505 Games (Digital Bros),England
Abandon Ship,England
Activision Europe,England
AI Factory,England
Alchemy VR,England
AMA,England
Another Place Productions,England
AppyNation,England
Aristocrat Leisure Limited,England
Athlon Games,England
Atom Republic,England
Automaton,England
Avokiddo,England
Beard Envy,England
Beatnik Games,England
Beautiful Game Studios (Square-Enix Europe),England
Beefjack,England
Big Head Games,England
Big Pixel Games,England
Bigumaku,England
Bithell Games,England
Bitmap Bureau,England
Blue Brain Games,England
Boombit,England
Born Ready Games,England
Bossa Studios (News Corp/Shine),England
Brain Seal,England
Broken Fence Games,England
Cambridge Friendship Club,England
Cambridge Game Creators,England
Cambridge Studio (Sony),England
Casual Brothers,England
Casual Games Lab (Playtika),England
Cavalier Game Studios,England
Chucklefish,England
Ci Games,England
Climax Studios,England
Colossal Games,England
com2us,England
Creative Assembly,England
Criterion Games (Electronic Arts),England
Curve Digital,England
Curve Studios,England
D'Avekki Studios,England
Datcroft,England
Digiment,England
Distractionware,England
Dlala Studios,England
Dovetail Games,England
Dovetail Games,England
DR Studios (Digital Bros),England
Dual Good Limited,England
EA Guildford (Electronic Arts),England
Edge Case Games (Wargaming UK),England
EightyEight Games,England
Enlight Software,England
Epic Games UK,England
Escapist Games,England
Evening Star,England
Excalibur Publishing,England
Failbetter Games,England
Fallen Flag Studios,England
FanStudio,England
Feral Interactive,England
Finblade,England
Firefly Studios,England
Fireproof Games,England
Fit XR,England
Flaming Fowl Studios,England
FlavourWorks,England
Foam Sword Games,England
Fortitude Games,England
Fourth State,England
Freejam Games,England
Freejamgames,England
Frontier Developments,England
Future Games of London (Ubisoft),England
Gaijin Entertainment,England
Gamar,England
GamelabUK,England
Gameloft,England
George Batchelor,England
Ghost Town Games,England
Ghostlight,England
Glitchers,England
Glowmade,England
Glu Mobile,England
Goblin Boss Games,England
Goldhawk Interactive,England
GSN Games,England
Hanako Games,England
Hand Circus,England
Headstrong Games (Kuju Entertainment),England
Hello Games,England
Hollow Ponds,England
Honeyslug,England
HotGen,England
Hound Picked Games,England
House of Wire,England
Humble Grove,England
Hutch Games,England
I-play,England
igda London Chapter,England
Immersicare,England
Immersive VR,England
Inensu,England
Inertia Games,England
inkle,England
Interior Night,England
Introversion Software,England
Isoftbet,England
Jagex,England
Jump Over the Age,England
Jumpship,England
Kalypso Media UK,England
Kedoo Entertainment,England
Kinesthetic Games,England
King.com (Activision),England
KISS (Kingstill International Software Services),England
Koch Media,England
Koei Tecmo Europe,England
Konami Digital Entertainment,England
Kuato Studios,England
Kuju Entertainment,England
Lambic Studios,England
Little Orbit,England
Little Wolf Studio,England
Llamasoft,England
Magic Leap,England
Marvelous AQL Europe,England
Massive Monster,England
Maze Theory,England
Mbryonic,England
Media Molecule (Sony),England
Media Tonic,England
Media Tonic,England
Mediatonic,England
Medical Realities,England
MelodyVR,England
Micazook,England
Microsoft Game Studios Europe,England
Microsoft Lift London,England
Midas Interactive,England
Milo Games,England
Mind Candy,England
Miniclip,England
Minilab,England
Miracle Tea Studios,England
Mode 7,England
MojiWorks,England
Mojo Bones,England
Mudvark,England
Naked Penguin Boy,England
Namco Bandai Networks Europe,England
Namco Europe,England
nDreams,England
Nerial,England
Netspeak Games,England
New Star Games,England
Niffler,England
Ninja Theory (Microsoft),England
Nintendo Europe,England
Nitrome,England
Nokia UK,England
Nordeus,England
Odd Tales,England
Oovee Game Studios,England
Origin8,England
Outfit7,England
outofthebit,England
Outright Games,England
Overdrive Games,England
Owl and Fox Games,England
PagodaWest Games,England
Palringo,England
Palringo,England
Payload Studios,England
Perchang,England
Perp Games,England
PES Productions Europe (Konami),England
Pixel Spill,England
Pixion Games,England
Playdeo,England
Playerthree,England
Playjam,England
Playlines,England
Playniac,England
Playsport Games,England
Playtra,England
Playwing,England
Polyfox Gaming,England
Polygon Treehouse,England
Portkey Games (Warner Brothers Games),England
Preliminal Games,England
Preloaded,England
Psytec Games,England
Psytech Games,England
Puppygames,England
Reality Lab: London,England
Rebellion,England
Rekoo,England
Rewind,England
Rising Star Games,England
Rocketdesk,England
Rockstar International,England
Rockstar London,England
Rocksteady Studios (Warner Brothers Games),England
Rodeo Games,England
Roll7,England
Saebo,England
Salix Games,England
Sectordub,England
Sega Europe,England
Sensible Object,England
Seven Deuce Gaming,England
Shedworks,England
SIE London Studio,England
Silver Rain Games,England
Simian Squared,England
Sketchbook Games,England
Skyrocket,England
Slightly Mad Studios,England
Slitherine Software,England
Solar Sail Games,England
Sony Computer Entertainment London Studio,England
Space Ape,England
Spilt Milk Studios,England
Spiritus Games,England
Splash Damage,England
Sports Interactive,England
Square Enix Limited,England
Square Enix London Studios,England
State of Play,England
StellarVR,England
Stick Sports,England
Strategy First,England
Supermassive Games,England
Supersolid,England
Take 2 Interactive UK,England
Teazelcat Games,England
Terahard,England
The Bitmap Brothers,England
The Game Wall Studios,England
The Imaginati,England
The Pokemon Company International,England
The Secret Games Company,England
The Secret Police,England
The Third Floor,England
Three Fields Entertainment,England
Thunderbox Entertainment,England
Tower Studios,England
Trailmix Games,England
Triangular Pixels,England
TwistPlay,England
Two Point Studios,England
Two-Point Interactive (SEGA),England
Ubisoft UK,England
UKIYO Publishing,England
Ultimatum Games,England
Unit9,England
Unruly Attractions,England
Untold Games,England
ustwo,England
Variable State,England
VEEMEE,England
VEHICLEvr,England
Virtual Arts,England
Virtually Healthy,England
Virtually Live,England
Virtuleap,England
Wargaming UK,England
Warp Digital,England
Weather Factory,England
Whatboy Games,England
Wired Productions,England
Wonderstruck Games,England
ZA/UM Studio,England
Zadbox Entertainment,England
Zeptolab,England
Zynga,England
7-128 Software,United States
82 Apps,United States
ActiveWorlds,United States
Akili Interactive,United States
Ape Law,United States
Astro Assembly,United States
Battlefront.com,United States
Bit Fry Game Studios,United States
Boston Indies,United States
Box Mountain Games,United States
BTS Bioengineering,United States
Chickadee,United States
Chump Squad,United States
CloudKid,United States
CrackedGhostGames,United States
Crate Entertainment,United States
Creat Studios,United States
Cryptyd,United States
Deep End Games,United States
Dejobaan Games,United States
Demiurge Studios (Sega Networks),United States
Disco Pixel,United States
Disruptor Beam,United States
Eagre Games,United States
FableVision Studios,United States
Factus Games,United States
Fire Hose Games,United States
Firefly Studios,United States
For All to Play,United States
Free Play Vegas,United States
Funkitron,United States
Ghost Story Games,United States
Gorilla Tactics,United States
Greenbriar Games,United States
GSN Games,United States
HappyGiant,United States
Harmonix Music Systems,United States
HitPoint Studios,United States
iCivics,United States
igda Boston Chapter,United States
igda Rhode Island Chapter,United States
Indie Game Collective,United States
Infrared5,United States
Insightful VR,United States
Irrational Games,United States
iThrive Games Foundation,United States
Jungle Rumble,United States
King Dinosaur Games,United States
Lantana Games,United States
Learning Games Network,United States
Level Ex,United States
Linden Lab,United States
Little Moth Studios,United States
MassDiGI,United States
Medaverse,United States
MobMadeGames,United States
Monsarrat,United States
Muzzy Lane,United States
OtherSide Entertainment,United States
Outact,United States
Part 12 Studios,United States
Petricore Games,United States
play2PREVENT,United States
Playful Systems,United States
Popcannibal,United States
Poptropica,United States
Proletariat,United States
Rendever,United States
Robot Loves Kitty,United States
Rockstar New England,United States
SimforHealth,United States
Skymap Games,United States
Sports Mogul,United States
Starcap Games,United States
Storm Flag Games,United States
Subatomic Games,United States
TERC,United States
The Deep End Games,United States
The Molasses Flood,United States
The Tap Lab,United States
Thumper,United States
Tiltfactor,United States
Tribetoy,United States
Turbine (Warner Brothers Games),United States
Unruly Studios,United States
Venan Entertainment,United States
VIDEOCULT,United States
VirZOOM,United States
VR Health,United States
White Wizard Games,United States
Women in Games Boston,United States
Worcester Game Pile,United States
Zapdot,United States
Zephyr Workshop,United States
3rd Eye Studios,Finland
Action-Reaction Games,Finland
Aniway,Finland
AR Games Helsinki,Finland
Armada Interactive,Finland
Boomlagoon,Finland
Bugbear Entertainment,Finland
Combo Breaker,Finland
Critical Charm,Finland
Dazzle Rocks,Finland
DieNo Games,Finland
Draconus Entertainment,Finland
DragonBox Finland,Finland
Everywear Games,Finland
Frogmind,Finland
Frozenbyte,Finland
Fun Academy,Finland
Future Mark,Finland
Futureplay,Finland
Games Factory,Finland
Grip Studios Interactive,Finland
Hempuli,Finland
Hipfire,Finland
HouseMarque,Finland
igda Finland Chapter,Finland
Kuuasema,Finland
Lightheart Entertainment,Finland
Lightneer,Finland
Lumonium,Finland
Mainframe Industries,Finland
Mental Moustache,Finland
Mindfield Games,Finland
Ministry of Games,Finland
Mitorah Games,Finland
Motorious Entertainment,Finland
Next Games,Finland
Nitro Games,Finland
Nolla Games,Finland
Oddrok,Finland
Palringo,Finland
Panzerdog,Finland
Part Time Monkey,Finland
PlayRaven (Rovio),Finland
Polka Dot Studios,Finland
Punch Wolf Game Studios,Finland
Quicksave,Finland
Red Lynx (Ubisoft),Finland
Redhill Games,Finland
Reforged Studios,Finland
Remedy Entertainment,Finland
Rocket Pack,Finland
Rovio,Finland
Secret Exit,Finland
Seriously Digital Entertainment,Finland
Shiver Games,Finland
Small Giant Games (Zynga),Finland
Snowhound,Finland
Snowprint Studios,Finland
Sulake Labs,Finland
Supercell,Finland
Superplus Games,Finland
Theory Interactive,Finland
Tracktwenty Studio (Electronic Arts),Finland
Virtual Air Guitar Company,Finland
Wargaming Helsinki,Finland
Woblyware,Finland
ZOAN,Finland
A Sweet Studio,Sweden
Ace Maddox,Sweden
Apprope,Sweden
Arrowhead Studios,Sweden
Avalanche Studios,Sweden
Bad Yolk,Sweden
Bandanakid Games,Sweden
Camanio Care,Sweden
Clifftop Games,Sweden
Cortopia Studios,Sweden
Devm-Games,Sweden
DICE Stockholm (Electronic Arts),Sweden
Digital Agents Interactive,Sweden
Doctor Entertainment,Sweden
DualNorth Studios,Sweden
EA SEED,Sweden
Eat Create Sleep,Sweden
Embark Studios,Sweden
Experiment 101,Sweden
Fall Damage,Sweden
Fast Travel Games,Sweden
Fatshark,Sweden
Filimundus,Sweden
FJRD Interactive,Sweden
Frostbite (Electronic Arts),Sweden
Fula Fisken,Sweden
FunRock,Sweden
G5 Entertainment,Sweden
GamersGate,Sweden
Gaming Corps,Sweden
gumi Sweden,Sweden
Hatrabbit,Sweden
Hazelight,Sweden
Hi-Bit Studios,Sweden
iGotcha Studios,Sweden
ISBIT Games,Sweden
Kedoo Entertainment,Sweden
Killmonday Games,Sweden
King.com (Activision),Sweden
Koch Media,Sweden
Landfall Games,Sweden
Lightbulb Crew,Sweden
Like a Boss Games,Sweden
Lionbite Games,Sweden
MachineGames (ZeniMax Media),Sweden
MAG Interactive,Sweden
Might & Delight,Sweden
Might and Delight,Sweden
Mimerse,Sweden
Mobile Pie,Sweden
Mojang Specifications,Sweden
Neat Corporation,Sweden
Neon Giant,Sweden
Overkill Software (Starbreeze),Sweden
Oxeye Game Studio,Sweden
PAN Vision,Sweden
Paradox Interactive,Sweden
Pixel Night,Sweden
PLAY Publish,Sweden
Poppermost Productions,Sweden
Raw Fury,Sweden
Resolution Games,Sweden
Robtop Games,Sweden
Scientific Games Interactive,Sweden
SpaceFox Studio,Sweden
Star Stable,Sweden
Starbreeze Studios,Sweden
Swedish Games Industry,Sweden
Talawa Games,Sweden
Teotl Studios,Sweden
The GD Studio,Sweden
The Outsiders,Sweden
Three Gates,Sweden
Toadman Interactive,Sweden
Toca Boca (Spin Master),Sweden
Toppluva,Sweden
