Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
malefrontalnudity/0.00010297777396378615,,thanksforthemammary/7.836760283298884e-05,,,,
brainsandbondage/0.00010297777396378615,,angstcoma/7.836760283298884e-05,,,,
objecttrackingshot/0.00010297777396378615,,iamnotweasel/7.836760283298884e-05,,,,
plotdemandedmanualmode/0.00010297777396378615,,girlinabox/7.836760283298884e-05,,,,
accentrelapse/0.00010297777396378615,,theydo/7.836760283298884e-05,,,,
shapedlikewhatitsells/0.00010297777396378615,,revival/7.836760283298884e-05,,,,
therestshallpass/0.00010297777396378615,,theonlyoneitrust/7.836760283298884e-05,,,,
unfortunatenames/0.00010297777396378615,,friendshiptrinket/7.836760283298884e-05,,,,
jungleprincess/0.00010297777396378615,,timedissonance/7.836760283298884e-05,,,,
madeofbologna/0.00010297777396378615,,evilsmellsbad/7.836760283298884e-05,,,,
disabledintheadaptation/0.00010297777396378615,,flashyprotagonistsblandextras/7.836760283298884e-05,,,,
pitgirls/0.00010297777396378615,,nomoreforme/7.836760283298884e-05,,,,
mishmashmuseum/0.00010297777396378615,,everyonewenttoschooltogether/7.836760283298884e-05,,,,
listoftransgressions/0.00010297777396378615,,lickingtheblade/7.836760283298884e-05,,,,
enslavedelves/0.00010297777396378615,,gothgirlsknowmagic/7.836760283298884e-05,,,,
toastedbuns/0.00010297777396378615,,youdideverythingyoucould/7.836760283298884e-05,,,,
strawvulcan/0.00010297777396378615,,riskingtheking/7.836760283298884e-05,,,,
embarrassingbutempoweringoutfit/0.00010297777396378615,,spreadingdisastermapgraphic/7.836760283298884e-05,,,,
furoscene/0.00010297777396378615,,legacyimmortality/7.836760283298884e-05,,,,
genocidesurvivor/0.00010297777396378615,,slowmotionpassby/7.836760283298884e-05,,,,
gofetch/0.00010297777396378615,,facedesignshield/7.836760283298884e-05,,,,
oldshame/0.00010297777396378615,,puffoflogic/7.836760283298884e-05,,,,
asleepinclass/0.00010297777396378615,,elopement/7.836760283298884e-05,,,,
iconofrebellion/0.00010297777396378615,,sketchysuccessor/7.836760283298884e-05,,,,
webcomictime/0.00010297777396378615,,biceppolishinggesture/7.836760283298884e-05,,,,
gagcensor/8.581481163648846e-05,,gentlemansnarker/7.836760283298884e-05,,,,
charactercheck/8.581481163648846e-05,,damagedsoul/7.836760283298884e-05,,,,
bizarrealienlocomotion/8.581481163648846e-05,,goodeyesevileyes/7.836760283298884e-05,,,,
crystalskull/8.581481163648846e-05,,teleportationwithdrawbacks/7.836760283298884e-05,,,,
chirpingcrickets/8.581481163648846e-05,,cursethatcures/7.836760283298884e-05,,,,
takingtheheat/8.581481163648846e-05,,phlebotinumgirl/7.836760283298884e-05,,,,
ramblingoldmanmonologue/8.581481163648846e-05,,realmoneytrade/7.836760283298884e-05,,,,
coolloser/8.581481163648846e-05,,personalitybloodtypes/7.836760283298884e-05,,,,
piggybank/8.581481163648846e-05,,fantasticghetto/7.836760283298884e-05,,,,
whatweretheysellingagain/8.581481163648846e-05,,fantasticnamingconvention/7.836760283298884e-05,,,,
thecynic/8.581481163648846e-05,,hatessmalltalk/7.836760283298884e-05,,,,
bigbadassrig/8.581481163648846e-05,,partingwordsregret/7.836760283298884e-05,,,,
digitalabomination/8.581481163648846e-05,,catsaremagic/7.836760283298884e-05,,,,
geniusbookclub/8.581481163648846e-05,,fantasyaliens/7.836760283298884e-05,,,,
plagiarisminfiction/8.581481163648846e-05,,acupangst/7.836760283298884e-05,,,,
feetofclay/8.581481163648846e-05,,smallstepshero/7.836760283298884e-05,,,,
formerbigot/8.581481163648846e-05,,beastandbeauty/7.836760283298884e-05,,,,
adaptationalskimpiness/8.581481163648846e-05,,littlesisterheroine/7.836760283298884e-05,,,,
unseenprototype/8.581481163648846e-05,,doyouwanttohaggle/7.836760283298884e-05,,,,
hardtoadaptwork/8.581481163648846e-05,,femmefatalespy/7.836760283298884e-05,,,,
foreignlanguagetirade/8.581481163648846e-05,,recruitingthecriminal/7.836760283298884e-05,,,,
searchingthestalls/8.581481163648846e-05,,anothermansterror/7.836760283298884e-05,,,,
pooledfunds/8.581481163648846e-05,,theeeyore/7.836760283298884e-05,,,,
wellseeaboutthat/8.581481163648846e-05,,legallydead/7.836760283298884e-05,,,,
unhandthemvillain/8.581481163648846e-05,,taremeeyes/7.836760283298884e-05,,,,
madwomanintheattic/8.581481163648846e-05,,forgedbythegods/7.836760283298884e-05,,,,
exposition/8.581481163648846e-05,,dotingparent/7.836760283298884e-05,,,,
villainousaromanticasexual/8.581481163648846e-05,,devilcomplex/7.836760283298884e-05,,,,
southerngothic/8.581481163648846e-05,,vasquezalwaysdies/7.836760283298884e-05,,,,
chummymummy/8.581481163648846e-05,,prayerpose/7.836760283298884e-05,,,,
thirdactstupidity/8.581481163648846e-05,,resignedtothecall/7.836760283298884e-05,,,,
unreliablecanon/8.581481163648846e-05,,daddysystem/7.836760283298884e-05,,,,
shoppingcartantics/8.581481163648846e-05,,curseescapeclause/7.836760283298884e-05,,,,
eyepop/8.581481163648846e-05,,innocentbigot/7.836760283298884e-05,,,,
thebear/8.581481163648846e-05,,significantnameoverlap/7.836760283298884e-05,,,,
throatlight/8.581481163648846e-05,,facemonsterturn/7.836760283298884e-05,,,,
fingerprintingair/8.581481163648846e-05,,bemyvalentine/7.836760283298884e-05,,,,
annoyinglaugh/8.581481163648846e-05,,extranormalprison/7.836760283298884e-05,,,,
angryfistshake/8.581481163648846e-05,,iregretnothing/7.836760283298884e-05,,,,
objectshifting/8.581481163648846e-05,,oursirensaredifferent/7.836760283298884e-05,,,,
bringnewsback/8.581481163648846e-05,,tomboyishvoice/7.836760283298884e-05,,,,
dontaskjustrun/8.581481163648846e-05,,thefirstcutisthedeepest/7.836760283298884e-05,,,,
lecherouslicking/8.581481163648846e-05,,animalstereotypes/7.836760283298884e-05,,,,
franchiseoriginalsin/8.581481163648846e-05,,multiplegovernmentpolity/7.836760283298884e-05,,,,
everyjapaneseswordisakatana/8.581481163648846e-05,,throwthesheathaway/7.836760283298884e-05,,,,
lockingmacgyverinthestorecupboard/8.581481163648846e-05,,freudwasright/7.836760283298884e-05,,,,
ignorantaboutfire/8.581481163648846e-05,,biggerisbetterinbed/7.836760283298884e-05,,,,
travelmontage/8.581481163648846e-05,,ethnicmagician/7.836760283298884e-05,,,,
tribalfacepaint/8.581481163648846e-05,,physicalheaven/7.836760283298884e-05,,,,
iconicsequelcharacter/8.581481163648846e-05,,absurdlypowerfulstudentcouncil/7.836760283298884e-05,,,,
nightmareofnormality/8.581481163648846e-05,,meditatingunderawaterfall/7.836760283298884e-05,,,,
punishmentbox/8.581481163648846e-05,,quicknip/7.836760283298884e-05,,,,
timedelayeddeath/8.581481163648846e-05,,faceyourfears/7.836760283298884e-05,,,,
scaryskeleton/8.581481163648846e-05,,greatbow/7.836760283298884e-05,,,,
cannotconveysarcasm/8.581481163648846e-05,,shonenhair/7.836760283298884e-05,,,,
desperatepleaforhome/8.581481163648846e-05,,cutebookworm/7.836760283298884e-05,,,,
kickthemoralitypet/8.581481163648846e-05,,festivalepisode/7.836760283298884e-05,,,,
allguyswantcheerleaders/8.581481163648846e-05,,somethingsomethingleonardbernstein/7.836760283298884e-05,,,,
torturealwaysworks/8.581481163648846e-05,,aboyandhisx/7.836760283298884e-05,,,,
toughacttofollow/8.581481163648846e-05,,hazardouswater/7.836760283298884e-05,,,,
bastardboyfriend/8.581481163648846e-05,,hollywoodgenetics/7.836760283298884e-05,,,,
iamnotshazam/8.581481163648846e-05,,witchdoctor/7.836760283298884e-05,,,,
wangst/8.581481163648846e-05,,assassinsarealwaysbetrayed/7.836760283298884e-05,,,,
onlyfataltoadults/8.581481163648846e-05,,hatesbeingalone/7.836760283298884e-05,,,,
lostaesop/8.581481163648846e-05,,hesitantsacrifice/7.836760283298884e-05,,,,
missingreflection/8.581481163648846e-05,,wardensareevil/7.836760283298884e-05,,,,
scaryteeth/8.581481163648846e-05,,forgottenthemetunelyrics/7.836760283298884e-05,,,,
firstfriend/8.581481163648846e-05,,insulttorocks/7.836760283298884e-05,,,,
disposablevehiclesection/8.581481163648846e-05,,ghostlyanimals/7.836760283298884e-05,,,,
imnotafraidofyou/8.581481163648846e-05,,attackbackfire/7.836760283298884e-05,,,,
thedictatorship/8.581481163648846e-05,,extranormalinstitute/7.836760283298884e-05,,,,
theprophecy/8.581481163648846e-05,,chastitycouple/7.836760283298884e-05,,,,
serieshiatus/8.581481163648846e-05,,matteshot/7.836760283298884e-05,,,,
autisminmedia/8.581481163648846e-05,,bloodformortar/7.836760283298884e-05,,,,
andtherest/8.581481163648846e-05,,kryptoniteiseverywhere/7.836760283298884e-05,,,,
lookslikecesare/8.581481163648846e-05,,nobrows/7.836760283298884e-05,,,,
lust/8.581481163648846e-05,,helliswar/7.836760283298884e-05,,,,
blackbraandpanties/8.581481163648846e-05,,mysteriousmiddleinitial/7.836760283298884e-05,,,,
spoiledbythecastlist/8.581481163648846e-05,,aggressivenegotiations/7.836760283298884e-05,,,,
kinslayingisaspecialkindofevil/8.581481163648846e-05,,onetruefaith/7.836760283298884e-05,,,,
rubegoldberghatesyourguts/8.581481163648846e-05,,ancientgrome/7.836760283298884e-05,,,,
dayofthejackboot/8.581481163648846e-05,,achatwithsatan/7.836760283298884e-05,,,,
sexualeuphemism/8.581481163648846e-05,,parentaltitlecharacterization/7.836760283298884e-05,,,,
rootingfortheempire/8.581481163648846e-05,,arsonmurderandlifesaving/7.836760283298884e-05,,,,
fakekillscare/8.581481163648846e-05,,recursivefanfiction/7.836760283298884e-05,,,,
sturdyandsteadyturtles/8.581481163648846e-05,,frogninja/7.836760283298884e-05,,,,
resetbuttonending/8.581481163648846e-05,,rocbirds/7.836760283298884e-05,,,,
gossipevolution/8.581481163648846e-05,,magicallybindingcontract/7.836760283298884e-05,,,,
greekletterranks/8.581481163648846e-05,,heightangst/7.836760283298884e-05,,,,
publicdomaincharacter/8.581481163648846e-05,,shonendemographic/7.836760283298884e-05,,,,
feudalfuture/8.581481163648846e-05,,magicalaccessory/7.836760283298884e-05,,,,
firstlove/8.581481163648846e-05,,doesnotknowhowtosaythanks/7.836760283298884e-05,,,,
ripvanwinkle/8.581481163648846e-05,,micromonarchy/7.836760283298884e-05,,,,
cozyvoiceforcatastrophes/8.581481163648846e-05,,stoicspectacles/7.836760283298884e-05,,,,
fantasticmedicinalbodilyproduct/8.581481163648846e-05,,jerkasstoone/7.836760283298884e-05,,,,
rustproofblood/8.581481163648846e-05,,angelspose/7.836760283298884e-05,,,,
shootingatyourownprojectiles/8.581481163648846e-05,,ghostlyglide/7.836760283298884e-05,,,,
megamealchallenge/8.581481163648846e-05,,holierthanthou/7.836760283298884e-05,,,,
thesvengali/8.581481163648846e-05,,beardofbarbarism/7.836760283298884e-05,,,,
everyonesbabysister/8.581481163648846e-05,,unequalpairing/7.836760283298884e-05,,,,
burialatsea/8.581481163648846e-05,,playalongprisoner/7.836760283298884e-05,,,,
secondcoming/8.581481163648846e-05,,tookalevelincynic/7.836760283298884e-05,,,,
rebelliousspirit/8.581481163648846e-05,,vengeancedenied/7.836760283298884e-05,,,,
spoiledbythemerchandise/8.581481163648846e-05,,godjob/7.836760283298884e-05,,,,
survivalsandbox/8.581481163648846e-05,,livingismorethansurviving/7.836760283298884e-05,,,,
everythingisracist/8.581481163648846e-05,,quantityvsquality/7.836760283298884e-05,,,,
ridiculousprocrastinator/8.581481163648846e-05,,barelythereswimwear/7.836760283298884e-05,,,,
princecharming/8.581481163648846e-05,,ambiguousgenderidentity/7.836760283298884e-05,,,,
tsuchinoko/8.581481163648846e-05,,usedtobemoresocial/7.836760283298884e-05,,,,
embodimentofvirtue/8.581481163648846e-05,,kungshui/7.836760283298884e-05,,,,
beautyisbad/8.581481163648846e-05,,dutythattranscendsdeath/7.836760283298884e-05,,,,
mentalmonster/8.581481163648846e-05,,unwantedrescue/7.836760283298884e-05,,,,
himecut/8.581481163648846e-05,,perfectpoison/7.836760283298884e-05,,,,
hollywoodkiss/8.581481163648846e-05,,bigsleep/7.836760283298884e-05,,,,
ifonlyyouknew/8.581481163648846e-05,,noguywantstobechased/7.836760283298884e-05,,,,
casualvideogame/8.581481163648846e-05,,godofthedead/7.836760283298884e-05,,,,
livingliedetector/8.581481163648846e-05,,illtakethatasacompliment/7.836760283298884e-05,,,,
nodelaysforthewicked/8.581481163648846e-05,,beautycontest/7.836760283298884e-05,,,,
darkmistress/8.581481163648846e-05,,nonhealthdamage/7.836760283298884e-05,,,,
theomniscient/8.581481163648846e-05,,merlinandnimue/7.836760283298884e-05,,,,
incrediblyobvioustail/8.581481163648846e-05,,lovablejock/7.836760283298884e-05,,,,
pisstakerap/8.581481163648846e-05,,plunder/7.836760283298884e-05,,,,
courtlylove/8.581481163648846e-05,,millenniumbug/6.857165247886524e-05,,,,
innocentinaccurate/8.581481163648846e-05,,princecharmless/6.857165247886524e-05,,,,
noiselesswalker/8.581481163648846e-05,,magicallibrary/6.857165247886524e-05,,,,
noanimosityintheafterlife/8.581481163648846e-05,,convenientdecoycat/6.857165247886524e-05,,,,
neverforgottenskill/8.581481163648846e-05,,toabsentfriends/6.857165247886524e-05,,,,
miscarriageofjustice/8.581481163648846e-05,,amastermakestheirowntools/6.857165247886524e-05,,,,
meetmygoodfriendsleftyandrighty/8.581481163648846e-05,,urbanlegendlovelife/6.857165247886524e-05,,,,
matchlightdangerrevelation/8.581481163648846e-05,,stopworshippingme/6.857165247886524e-05,,,,
unknowncharacter/8.581481163648846e-05,,projectilewebbing/6.857165247886524e-05,,,,
masterofthemixedmessage/8.581481163648846e-05,,shipperwithanagenda/6.857165247886524e-05,,,,
artisticlicenseships/8.581481163648846e-05,,requisiteroyalregalia/6.857165247886524e-05,,,,
makethedogtestify/8.581481163648846e-05,,originalvideoanimation/6.857165247886524e-05,,,,
extremeomnigoat/8.581481163648846e-05,,insultofendearment/6.857165247886524e-05,,,,
itsthebestwhateverever/8.581481163648846e-05,,henchmenrace/6.857165247886524e-05,,,,
raketake/8.581481163648846e-05,,killthehostbody/6.857165247886524e-05,,,,
opiumden/8.581481163648846e-05,,immortalhero/6.857165247886524e-05,,,,
naturelovingrobot/8.581481163648846e-05,,fourgirlensemble/6.857165247886524e-05,,,,
ladyofadventure/8.581481163648846e-05,,aloofdarkhairedgirl/6.857165247886524e-05,,,,
palmbloodletting/8.581481163648846e-05,,inappropriatelyclosecomrades/6.857165247886524e-05,,,,
unfrozencavemanlawyer/8.581481163648846e-05,,thedragonscomeback/6.857165247886524e-05,,,,
mandatorytwistending/8.581481163648846e-05,,machiavelliwaswrong/6.857165247886524e-05,,,,
betaoutfit/8.581481163648846e-05,,theydiedbecauseofyou/6.857165247886524e-05,,,,
slowerthanaspeedingbullet/8.581481163648846e-05,,musicsoothesthesavagebeast/6.857165247886524e-05,,,,
ilovethesmellofxinthemorning/8.581481163648846e-05,,realmentakeitblack/6.857165247886524e-05,,,,
magicalparticleaccelerator/8.581481163648846e-05,,enemytoalllivingthings/6.857165247886524e-05,,,,
sedgwickspeech/8.581481163648846e-05,,geas/6.857165247886524e-05,,,,
ishouldhavedonethisyearsago/8.581481163648846e-05,,entendrefailure/6.857165247886524e-05,,,,
legacyseeker/8.581481163648846e-05,,hesafriend/6.857165247886524e-05,,,,
dominatrix/8.581481163648846e-05,,slidingscaleofunavoidableversusunforgivable/6.857165247886524e-05,,,,
sayingtoomuch/8.581481163648846e-05,,longdistancerelationship/6.857165247886524e-05,,,,
franks2000inchtv/8.581481163648846e-05,,immortalityhurts/6.857165247886524e-05,,,,
expositorythemetune/8.581481163648846e-05,,wildchild/6.857165247886524e-05,,,,
oceanpunk/8.581481163648846e-05,,goandsinnomore/6.857165247886524e-05,,,,
revivetheancientcustom/8.581481163648846e-05,,improvisedgolems/6.857165247886524e-05,,,,
immaturityinsult/8.581481163648846e-05,,wildman/6.857165247886524e-05,,,,
mistermuffykins/8.581481163648846e-05,,peaceconference/6.857165247886524e-05,,,,
reallymovesaround/8.581481163648846e-05,,hungryjungle/6.857165247886524e-05,,,,
fantasykeepsake/8.581481163648846e-05,,happilyeverbefore/6.857165247886524e-05,,,,
carryingtheantidote/8.581481163648846e-05,,rabidcop/6.857165247886524e-05,,,,
ankledrag/8.581481163648846e-05,,themenfirst/6.857165247886524e-05,,,,
jacobmarleyapparel/8.581481163648846e-05,,highconcept/6.857165247886524e-05,,,,
ourwitchesaredifferent/8.581481163648846e-05,,cherryblossomgirl/6.857165247886524e-05,,,,
ringaroundthecollar/8.581481163648846e-05,,superregistrationact/6.857165247886524e-05,,,,
sealedwithakiss/8.581481163648846e-05,,sonsofslaves/6.857165247886524e-05,,,,
replacementmooks/8.581481163648846e-05,,antimutiny/6.857165247886524e-05,,,,
fearofthunder/8.581481163648846e-05,,nosympathybetweenmooks/6.857165247886524e-05,,,,
meanboss/8.581481163648846e-05,,clothingswitch/6.857165247886524e-05,,,,
meaningfulappearance/8.581481163648846e-05,,towngirls/6.857165247886524e-05,,,,
berserkboardbarricade/8.581481163648846e-05,,zensurvivor/6.857165247886524e-05,,,,
scaryjackinthebox/8.581481163648846e-05,,mysiblingwilllivethroughme/6.857165247886524e-05,,,,
meatovision/8.581481163648846e-05,,universecompendium/6.857165247886524e-05,,,,
downtothelastplay/8.581481163648846e-05,,banonmagic/6.857165247886524e-05,,,,
fromthemouthsofbabes/8.581481163648846e-05,,macguffinguardian/6.857165247886524e-05,,,,
michaeljacksonsthrillerparody/8.581481163648846e-05,,ourspiritsaredifferent/6.857165247886524e-05,,,,
guttedlikeafish/8.581481163648846e-05,,mugglewithadegreeinmagic/6.857165247886524e-05,,,,
sirverbalot/8.581481163648846e-05,,textileworkisfeminine/6.857165247886524e-05,,,,
mistakenforspies/8.581481163648846e-05,,cavalryofthedead/6.857165247886524e-05,,,,
monkeymoralitypose/8.581481163648846e-05,,sickepisode/6.857165247886524e-05,,,,
sorryimgay/8.581481163648846e-05,,thegentlemanorthescoundrel/6.857165247886524e-05,,,,
mrimagination/8.581481163648846e-05,,faintingseer/6.857165247886524e-05,,,,
feghoot/8.581481163648846e-05,,occultdetective/6.857165247886524e-05,,,,
howisthatevenpossible/8.581481163648846e-05,,eternallypearlywhiteteeth/6.857165247886524e-05,,,,
donotdothiscoolthing/8.581481163648846e-05,,theconscience/6.857165247886524e-05,,,,
heroicambidexterity/8.581481163648846e-05,,raisedbyorcs/6.857165247886524e-05,,,,
icallhimmisterhappy/8.581481163648846e-05,,asharedsuffering/6.857165247886524e-05,,,,
xcalledtheywanttheiryback/8.581481163648846e-05,,fantastichonorifics/6.857165247886524e-05,,,,
chemistrycandoanything/8.581481163648846e-05,,underdogsneverlose/6.857165247886524e-05,,,,
unstuckintime/8.581481163648846e-05,,theproducerthinksofeverything/6.857165247886524e-05,,,,
crowdsong/8.581481163648846e-05,,werewolfworks/6.857165247886524e-05,,,,
advantageball/8.581481163648846e-05,,phantasyspelling/6.857165247886524e-05,,,,
invitedasdinner/8.581481163648846e-05,,timetraveltensetrouble/6.857165247886524e-05,,,,
princessinrags/8.581481163648846e-05,,schrodingerscast/6.857165247886524e-05,,,,
instantdeathstab/8.581481163648846e-05,,beautytobeast/6.857165247886524e-05,,,,
thecomplainerisalwayswrong/8.581481163648846e-05,,yourebelscum/6.857165247886524e-05,,,,
smashthesymbol/8.581481163648846e-05,,unbrokenvigil/6.857165247886524e-05,,,,
reachingtowardstheaudience/8.581481163648846e-05,,pummelingthecorpse/6.857165247886524e-05,,,,
inheritancemurder/8.581481163648846e-05,,sternteacher/6.857165247886524e-05,,,,
sharedunusualtrait/8.581481163648846e-05,,soulfragment/6.857165247886524e-05,,,,
twohalvesmakeaplot/8.581481163648846e-05,,fadingaway/6.857165247886524e-05,,,,
incharacterletsplay/8.581481163648846e-05,,formerteenrebel/6.857165247886524e-05,,,,
computervirus/8.581481163648846e-05,,batteringram/6.857165247886524e-05,,,,
longneck/8.581481163648846e-05,,villainsdyinggrace/6.857165247886524e-05,,,,
entereponymous/8.581481163648846e-05,,shapeshiftinghealswounds/6.857165247886524e-05,,,,
giganticadultstinybabies/8.581481163648846e-05,,elaborateuniversityhigh/6.857165247886524e-05,,,,
heyyouhaymaker/8.581481163648846e-05,,legendaryimpostor/6.857165247886524e-05,,,,
languageequalsthought/8.581481163648846e-05,,recurringcharacter/6.857165247886524e-05,,,,
islandbase/8.581481163648846e-05,,acheyscars/6.857165247886524e-05,,,,
adognamedcat/8.581481163648846e-05,,wizardbeard/6.857165247886524e-05,,,,
sickbedslaying/8.581481163648846e-05,,unprovokedpervertpayback/6.857165247886524e-05,,,,
psychicchildren/8.581481163648846e-05,,menofsherwood/6.857165247886524e-05,,,,
queerestablishingmoment/8.581481163648846e-05,,deathofthehypotenuse/6.857165247886524e-05,,,,
sharpenedtoasingleatom/8.581481163648846e-05,,regentforlife/6.857165247886524e-05,,,,
aggressivesubmissive/8.581481163648846e-05,,elementalabsorption/6.857165247886524e-05,,,,
extradimensionalemergencyexit/8.581481163648846e-05,,anoddplacetosleep/6.857165247886524e-05,,,,
eskimosarentreal/8.581481163648846e-05,,mistakenforservant/6.857165247886524e-05,,,,
seductionproofmarriage/8.581481163648846e-05,,marryforlove/6.857165247886524e-05,,,,
impededcommunication/8.581481163648846e-05,,obstructivezealot/6.857165247886524e-05,,,,
innocuouslyimportantepisode/8.581481163648846e-05,,sacredflames/6.857165247886524e-05,,,,
scifiwebcomics/8.581481163648846e-05,,gayngst/6.857165247886524e-05,,,,
powermakesyourhairgrow/8.581481163648846e-05,,firewoodresources/6.857165247886524e-05,,,,
technicianversusperformer/8.581481163648846e-05,,condescendingcompassion/6.857165247886524e-05,,,,
bromanticfoil/8.581481163648846e-05,,madlove/6.857165247886524e-05,,,,
trueartisincomprehensible/8.581481163648846e-05,,merchantprince/6.857165247886524e-05,,,,
fakeoutopening/8.581481163648846e-05,,riddlemethis/6.857165247886524e-05,,,,
fartsonfire/8.581481163648846e-05,,immortalassassin/6.857165247886524e-05,,,,
childmarriageveto/8.581481163648846e-05,,suffertheslings/6.857165247886524e-05,,,,
cowboysandindians/8.581481163648846e-05,,dramaticredsamuraibackground/6.857165247886524e-05,,,,
virtueisweakness/8.581481163648846e-05,,masterpoisoner/6.857165247886524e-05,,,,
hesgotaweapon/8.581481163648846e-05,,megamaelstrom/6.857165247886524e-05,,,,
violenceisdisturbing/8.581481163648846e-05,,dulleyesofunhappiness/6.857165247886524e-05,,,,
theswearjar/8.581481163648846e-05,,therightofasuperiorspecies/6.857165247886524e-05,,,,
dagwoodsandwich/8.581481163648846e-05,,hiddendisdainreveal/6.857165247886524e-05,,,,
cutesynametown/8.581481163648846e-05,,yourfavorite/6.857165247886524e-05,,,,
territorialsmurfette/8.581481163648846e-05,,counterspell/6.857165247886524e-05,,,,
stupidestthingiveeverheard/8.581481163648846e-05,,pleasesparehimmyliege/6.857165247886524e-05,,,,
igotyoucovered/8.581481163648846e-05,,actionfashionista/6.857165247886524e-05,,,,
napinducingspeak/8.581481163648846e-05,,shamingthemob/6.857165247886524e-05,,,,
thepoorlychosenone/8.581481163648846e-05,,lovebubbles/6.857165247886524e-05,,,,
lostweddingring/8.581481163648846e-05,,respectedbytherespected/6.857165247886524e-05,,,,
defensivewhat/8.581481163648846e-05,,littlepeople/6.857165247886524e-05,,,,
otherstockphrases/8.581481163648846e-05,,woodenshipsandironmen/6.857165247886524e-05,,,,
combatreferee/8.581481163648846e-05,,ithoughteveryonecoulddothat/6.857165247886524e-05,,,,
coathatmask/8.581481163648846e-05,,heroicteamrevolt/6.857165247886524e-05,,,,
dogpileofdoom/8.581481163648846e-05,,ironlady/6.857165247886524e-05,,,,
thedoorslamsyou/8.581481163648846e-05,,makethemrot/6.857165247886524e-05,,,,
tokenaquaticrace/8.581481163648846e-05,,innatenightvision/6.857165247886524e-05,,,,
littlestcancerpatient/8.581481163648846e-05,,shouldersizeddragon/6.857165247886524e-05,,,,
specialguest/8.581481163648846e-05,,goodstepmother/6.857165247886524e-05,,,,
uniquenessvalue/8.581481163648846e-05,,twistedkneecollapse/6.857165247886524e-05,,,,
psycholesbian/8.581481163648846e-05,,tendertears/6.857165247886524e-05,,,,
teleportationsickness/8.581481163648846e-05,,manofsteelwomanofkleenex/5.877570212474163e-05,,,,
deussexmachina/8.581481163648846e-05,,emotionallytonguetied/5.877570212474163e-05,,,,
allstereotypecast/8.581481163648846e-05,,hydraproblem/5.877570212474163e-05,,,,
goodwitchversusbadwitch/8.581481163648846e-05,,capedmecha/5.877570212474163e-05,,,,
constructionandmanagementgames/8.581481163648846e-05,,humansaregood/5.877570212474163e-05,,,,
dramaticammodepletion/8.581481163648846e-05,,mechanicalevolution/5.877570212474163e-05,,,,
iloveyoubecauseicantcontrolyou/8.581481163648846e-05,,firearmsarerevolutionary/5.877570212474163e-05,,,,
parentalissues/8.581481163648846e-05,,realpolitik/5.877570212474163e-05,,,,
ithoughtitwasforbidden/8.581481163648846e-05,,instrumentalweapon/5.877570212474163e-05,,,,
tomesofprophecyandfate/8.581481163648846e-05,,fantasycontraception/5.877570212474163e-05,,,,
batpeople/8.581481163648846e-05,,blacktieinfiltration/5.877570212474163e-05,,,,
illbeinmybunk/8.581481163648846e-05,,nastyparty/5.877570212474163e-05,,,,
theinternetisforporn/8.581481163648846e-05,,scorpionpeople/5.877570212474163e-05,,,,
thelegendofx/8.581481163648846e-05,,whileyouwereindiapers/5.877570212474163e-05,,,,
gottashipemall/8.581481163648846e-05,,energydonation/5.877570212474163e-05,,,,
victoriousloser/8.581481163648846e-05,,warrefugees/5.877570212474163e-05,,,,
internalizedcategorism/8.581481163648846e-05,,theoathbreaker/5.877570212474163e-05,,,,
theexecutioner/8.581481163648846e-05,,thehighwayman/5.877570212474163e-05,,,,
funnyaneurysmmoment/8.581481163648846e-05,,towersofhanoi/5.877570212474163e-05,,,,
geodesiccast/8.581481163648846e-05,,patrongod/5.877570212474163e-05,,,,
obsessionsong/8.581481163648846e-05,,loveruinstherealm/5.877570212474163e-05,,,,
minovskyphysics/8.581481163648846e-05,,wehavewaysofmakingyoutalk/5.877570212474163e-05,,,,
flirtystepsiblings/8.581481163648846e-05,,strangerbehindthemask/5.877570212474163e-05,,,,
diggingtochina/8.581481163648846e-05,,lovedinothonormore/5.877570212474163e-05,,,,
giantmedicalsyringe/8.581481163648846e-05,,gaslampfantasy/5.877570212474163e-05,,,,
speeddemon/8.581481163648846e-05,,drydocking/5.877570212474163e-05,,,,
cheerypink/8.581481163648846e-05,,mutantdraftboard/5.877570212474163e-05,,,,
puzzleplatformer/8.581481163648846e-05,,burningrubber/5.877570212474163e-05,,,,
sobriquetsexswitch/8.581481163648846e-05,,domesticateddinosaurs/5.877570212474163e-05,,,,
aerosolflamethrower/8.581481163648846e-05,,talkinginyourdreams/5.877570212474163e-05,,,,
bunniesforcuteness/8.581481163648846e-05,,wewillusewikiwordsinthefuture/5.877570212474163e-05,,,,
foodend/8.581481163648846e-05,,mechanicalhorse/5.877570212474163e-05,,,,
fourthwallmailslot/8.581481163648846e-05,,appealtotradition/5.877570212474163e-05,,,,
atruestoryinmyuniverse/8.581481163648846e-05,,easyevangelism/5.877570212474163e-05,,,,
adegreeinuseless/8.581481163648846e-05,,skillslotsystem/5.877570212474163e-05,,,,
themutiny/8.581481163648846e-05,,rapeandrevenge/5.877570212474163e-05,,,,
youhavetoburntheweb/8.581481163648846e-05,,herolookingforgroup/5.877570212474163e-05,,,,
livingcrashpad/8.581481163648846e-05,,whatyearisthis/5.877570212474163e-05,,,,
adaptationalcontextchange/8.581481163648846e-05,,superhumantrafficking/5.877570212474163e-05,,,,
spiritualadaptation/8.581481163648846e-05,,decoygetaway/5.877570212474163e-05,,,,
