Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17
filth/0.00013511687609782462,foreignlookingfont/9.27052552291558e-05,dhampyr/0.00018539608549408056,,getoutofjailfreecard/0.00018192504688068517,,numbersstations/0.0001059371910165262,,,,,,,,,,
waltzonwater/0.00013511687609782462,softerandslowercover/9.27052552291558e-05,youarewhoyoueat/0.00018539608549408056,,explosionpropulsion/0.00018192504688068517,,bewaretheliving/0.0001059371910165262,,,,,,,,,,
growingwiththeaudience/0.00013511687609782462,pisstakerap/8.691117677733357e-05,helliswar/0.00018539608549408056,,ascendedfannickname/0.00018192504688068517,,oldcopyoungcop/0.0001059371910165262,,,,,,,,,,
matchstickweapon/0.00013511687609782462,studiopolis/8.691117677733357e-05,acheyscars/0.00018539608549408056,,anonymousbenefactor/0.00018192504688068517,,satire/0.0001059371910165262,,,,,,,,,,
extremelylengthycreation/0.00013511687609782462,criticproof/8.691117677733357e-05,elementalmotifs/0.00018539608549408056,,militarysalute/0.00018192504688068517,,theforties/0.0001059371910165262,,,,,,,,,,
kinderandcleaner/0.00013511687609782462,waterisdry/8.691117677733357e-05,holyisnotsafe/0.00018539608549408056,,blindingcameraflash/0.00018192504688068517,,adrenalinetime/0.0001059371910165262,,,,,,,,,,
farsideisland/0.00013511687609782462,youngerandhipper/8.691117677733357e-05,rebelrelaxation/0.00018539608549408056,,ambiguousinnocence/0.00018192504688068517,,historicalrapsheet/0.0001059371910165262,,,,,,,,,,
spaceepisode/0.00013511687609782462,shoooutthenewguy/8.691117677733357e-05,angelicbeauty/0.00018539608549408056,,hasatype/0.00018192504688068517,,interrogationflashback/0.0001059371910165262,,,,,,,,,,
unusualchapternumbers/0.00013511687609782462,resurrectionrevenge/8.691117677733357e-05,angelworks/0.00018539608549408056,,centipedesdilemma/0.00018192504688068517,,slidingscaleofalternatehistoryplausibility/0.0001059371910165262,,,,,,,,,,
backthatlightup/0.00013511687609782462,portablehole/8.691117677733357e-05,magicallibrary/0.00018539608549408056,,magicfranchiseword/0.00018192504688068517,,southerngentleman/0.0001059371910165262,,,,,,,,,,
enemyposturing/0.00013511687609782462,desertskull/8.691117677733357e-05,youkaiworks/0.00018539608549408056,,readingthestagedirectionsoutloud/0.00018192504688068517,,hollywoodtourettes/0.0001059371910165262,,,,,,,,,,
diegeticswitch/0.00013511687609782462,fingerwag/8.691117677733357e-05,dutythattranscendsdeath/0.00018539608549408056,,fathersquest/0.00018192504688068517,,yubitsume/0.0001059371910165262,,,,,,,,,,
crossoverexclusivevillain/0.00013511687609782462,completelydifferenttitle/8.691117677733357e-05,raisedasahost/0.00018539608549408056,,corruptbureaucrat/0.00018192504688068517,,alternatehistorynazivictory/0.0001059371910165262,,,,,,,,,,
shortlivedbigimpact/0.00013511687609782462,veryfalseadvertising/8.691117677733357e-05,singlewomanseeksgoodman/0.00018539608549408056,,emergencytemporalshift/0.00018192504688068517,,fedtopigs/0.0001059371910165262,,,,,,,,,,
secondplaceisforwinners/0.00013511687609782462,runningtheasylum/8.691117677733357e-05,redstringoffate/0.00018539608549408056,,alienlandmass/0.00018192504688068517,,fbiagent/0.0001059371910165262,,,,,,,,,,
reallydeadmontage/0.00013511687609782462,toonphysics/8.691117677733357e-05,evilsmellsbad/0.00018539608549408056,,antiescapismaesop/0.00018192504688068517,,convenientlyunverifiablecoverstory/0.0001059371910165262,,,,,,,,,,
punchcatch/0.00013511687609782462,punbasedcreature/8.691117677733357e-05,getaroom/0.00018539608549408056,,happyplace/0.00018192504688068517,,nameorderconfusion/9.416639201468996e-05,,,,,,,,,,
gateguardian/0.00013511687609782462,heythatsmyline/8.691117677733357e-05,loveletterlunacy/0.00018539608549408056,,eccentrictownsfolk/0.00018192504688068517,,,,,,,,,,,,
savedfromdevelopmenthell/0.00013511687609782462,condemnedcontestant/8.691117677733357e-05,heirtothedojo/0.0001721535079587891,,masculinefemininegaycouple/0.00018192504688068517,,,,,,,,,,,,
fakeshemp/0.00013511687609782462,whiteflag/8.691117677733357e-05,unusualhalo/0.0001721535079587891,,havingaheart/0.00018192504688068517,,,,,,,,,,,,
hollywoodchameleons/0.00013511687609782462,cranialeruption/8.691117677733357e-05,beautytobeast/0.0001721535079587891,,cigarfuselighting/0.00018192504688068517,,,,,,,,,,,,
starboarding/0.00013511687609782462,theboardgame/8.691117677733357e-05,godisdispleased/0.0001721535079587891,,maycontainevil/0.00018192504688068517,,,,,,,,,,,,
primarycolorchampion/0.00013511687609782462,blackcomedyburst/8.691117677733357e-05,thosetwobadguys/0.0001721535079587891,,complimentbackfire/0.00018192504688068517,,,,,,,,,,,,
prowrestlingisreal/0.00013511687609782462,furryfemalemane/8.691117677733357e-05,sexydimorphism/0.0001721535079587891,,itbelongsinamuseum/0.00018192504688068517,,,,,,,,,,,,
scrollingtext/0.00013511687609782462,artisticlicenseornithology/8.691117677733357e-05,rockoflimitlesswater/0.0001721535079587891,,mistermuffykins/0.00018192504688068517,,,,,,,,,,,,
indyhatroll/0.00013511687609782462,sunnysunflowerdisposition/8.691117677733357e-05,throwingdownthegauntlet/0.0001721535079587891,,travelingsalesman/0.00018192504688068517,,,,,,,,,,,,
ibelieveicanfly/0.00013511687609782462,capslock/8.691117677733357e-05,warriorversussorcerer/0.0001721535079587891,,magicampersand/0.00018192504688068517,,,,,,,,,,,,
unorthodoxsheathing/0.00013511687609782462,wildtake/8.691117677733357e-05,selflesswish/0.0001721535079587891,,animaltesting/0.00018192504688068517,,,,,,,,,,,,
vortexbarrier/0.00013511687609782462,hollywoodskydiving/8.691117677733357e-05,fierylion/0.0001721535079587891,,fairplaywhodunnit/0.00018192504688068517,,,,,,,,,,,,
kungfusonicboom/0.00013511687609782462,reviewerstockphrases/8.691117677733357e-05,sexysoakedshirt/0.0001721535079587891,,wrongnameoutburst/0.00018192504688068517,,,,,,,,,,,,
instantflightjustaddspinning/0.00012716882456265845,badlybatteredbabysitter/8.691117677733357e-05,namestoknowinanime/0.0001721535079587891,,goodprostheticevilprosthetic/0.00018192504688068517,,,,,,,,,,,,
removableshell/0.00012716882456265845,scalingthesummit/8.691117677733357e-05,noguywantstobechased/0.0001721535079587891,,socialmediabeforereason/0.00018192504688068517,,,,,,,,,,,,
rightmakesmight/0.00012716882456265845,reflectiveeyes/8.111709832551132e-05,tragicbromance/0.0001721535079587891,,refusingparadise/0.00018192504688068517,,,,,,,,,,,,
shoulderteammate/0.00012716882456265845,frenchaccordion/8.111709832551132e-05,godoffire/0.0001721535079587891,,satiatingsandwich/0.00018192504688068517,,,,,,,,,,,,
treacherouscheckpoint/0.00012716882456265845,blackface/8.111709832551132e-05,andyouthoughtitwasagame/0.0001721535079587891,,onlinealias/0.00018192504688068517,,,,,,,,,,,,
captainethnic/0.00012716882456265845,dearnegativereader/8.111709832551132e-05,ridethelightning/0.0001721535079587891,,hiredtohuntyourself/0.00016793081250524784,,,,,,,,,,,,
sharedsignaturemove/0.00012716882456265845,catninja/8.111709832551132e-05,partialtransformation/0.0001721535079587891,,rescuesex/0.00016793081250524784,,,,,,,,,,,,
groundwave/0.00012716882456265845,bulletseed/8.111709832551132e-05,papermaster/0.0001721535079587891,,hypnotrinket/0.00016793081250524784,,,,,,,,,,,,
themetunerollcall/0.00012716882456265845,wingedunicorn/8.111709832551132e-05,animalbattleaura/0.0001721535079587891,,defectivedetective/0.00016793081250524784,,,,,,,,,,,,
viewernameconfusion/0.00012716882456265845,adaptationalweaponswap/8.111709832551132e-05,deadlygaze/0.0001721535079587891,,artistdisillusionment/0.00016793081250524784,,,,,,,,,,,,
journeytothesky/0.00012716882456265845,hydrantgeyser/8.111709832551132e-05,littlepeople/0.0001721535079587891,,friendlypirate/0.00016793081250524784,,,,,,,,,,,,
bladerun/0.00012716882456265845,twinklesmile/8.111709832551132e-05,ladylegionnairewear/0.0001721535079587891,,plaguedbynightmares/0.00016793081250524784,,,,,,,,,,,,
arbitrarilyserializedsimultaneousadventures/0.00012716882456265845,crossreferencedtitles/8.111709832551132e-05,alwaysfemale/0.0001721535079587891,,justifiedcriminal/0.00016793081250524784,,,,,,,,,,,,
adaptationalbackstorychange/0.00012716882456265845,fellasleepstandingup/8.111709832551132e-05,biceppolishinggesture/0.0001721535079587891,,chandelierswing/0.00016793081250524784,,,,,,,,,,,,
speedblitz/0.00012716882456265845,stockfooddepictions/8.111709832551132e-05,fadingaway/0.0001721535079587891,,hollywoodfire/0.00016793081250524784,,,,,,,,,,,,
flyingfirepower/0.00012716882456265845,quietlyperformingsistershow/8.111709832551132e-05,expositionbeam/0.0001721535079587891,,neverrecycleabuilding/0.00016793081250524784,,,,,,,,,,,,
prehensiletail/0.00012716882456265845,platinummakeseverythingshinier/8.111709832551132e-05,courtjester/0.0001721535079587891,,actionizedadaptation/0.00016793081250524784,,,,,,,,,,,,
bigbookofeverything/0.00012716882456265845,vegetariancarnivore/8.111709832551132e-05,yukionna/0.0001721535079587891,,confusingmultiplenegatives/0.00016793081250524784,,,,,,,,,,,,
swissarmytears/0.00012716882456265845,translationcorrection/8.111709832551132e-05,nobrows/0.0001721535079587891,,undercity/0.00016793081250524784,,,,,,,,,,,,
anchoredattackstance/0.00012716882456265845,intermission/8.111709832551132e-05,improvisedgolems/0.0001721535079587891,,headtiltinglykinky/0.00016793081250524784,,,,,,,,,,,,
eyelidpulltaunt/0.00012716882456265845,baku/8.111709832551132e-05,evilpoacher/0.00015891093042349764,,foodfight/0.00016793081250524784,,,,,,,,,,,,
batpeople/0.00012716882456265845,thatsallfolks/8.111709832551132e-05,iknewit/0.00015891093042349764,,letsseeyoudobetter/0.00016793081250524784,,,,,,,,,,,,
enhancedpunch/0.00012716882456265845,grossoutshow/8.111709832551132e-05,hellinvadesheaven/0.00015891093042349764,,ironicfear/0.00016793081250524784,,,,,,,,,,,,
healingloop/0.00012716882456265845,awildrapperappears/8.111709832551132e-05,appendageassimilation/0.00015891093042349764,,brokenmasquerade/0.00016793081250524784,,,,,,,,,,,,
guerrillaboulders/0.00012716882456265845,moonwalkdance/8.111709832551132e-05,scorpionpeople/0.00015891093042349764,,eroticeating/0.00016793081250524784,,,,,,,,,,,,
daddysystem/0.00012716882456265845,ghastlyghost/8.111709832551132e-05,mistakenforspies/0.00015891093042349764,,tookthebadfilmseriously/0.00016793081250524784,,,,,,,,,,,,
elementalbarrier/0.00012716882456265845,slidingscaleoflivingtoys/8.111709832551132e-05,realitywritingbook/0.00015891093042349764,,atasteoftheirownmedicine/0.00016793081250524784,,,,,,,,,,,,
selectivemagnetism/0.00012716882456265845,eraspecificpersonality/8.111709832551132e-05,ninjabrat/0.00015891093042349764,,packagedasothermedium/0.00016793081250524784,,,,,,,,,,,,
battletops/0.00012716882456265845,pantslessmalesfullydressedfemales/8.111709832551132e-05,lovebubbles/0.00015891093042349764,,sexyjester/0.00016793081250524784,,,,,,,,,,,,
vanillaedition/0.00012716882456265845,cheesymoon/8.111709832551132e-05,everyjapaneseswordisakatana/0.00015891093042349764,,imyourbiggestfan/0.00016793081250524784,,,,,,,,,,,,
breakupbreakout/0.0001192207730274923,presumedflop/8.111709832551132e-05,nonnaziswastika/0.00015891093042349764,,originalpositionfallacy/0.00016793081250524784,,,,,,,,,,,,
professionalwrestling/0.0001192207730274923,boominthehand/8.111709832551132e-05,bornofheavenandhell/0.00015891093042349764,,frozenface/0.00016793081250524784,,,,,,,,,,,,
masterofthelevitatingblades/0.0001192207730274923,nodialogueepisode/8.111709832551132e-05,antiheroteam/0.00015891093042349764,,wildhair/0.00016793081250524784,,,,,,,,,,,,
makesomenoise/0.0001192207730274923,itcamefromthefridge/8.111709832551132e-05,youmightremembermefrom/0.00015891093042349764,,badpresent/0.00016793081250524784,,,,,,,,,,,,
adaptationalintelligence/0.0001192207730274923,halloweencosplay/8.111709832551132e-05,temporalmutability/0.00015891093042349764,,grimmification/0.00016793081250524784,,,,,,,,,,,,
youtalktoomuch/0.0001192207730274923,sendingstufftosavetheshow/8.111709832551132e-05,rudeheronicesidekick/0.00015891093042349764,,stayingalivedancepose/0.00016793081250524784,,,,,,,,,,,,
miraclegromonster/0.0001192207730274923,cheekymouth/8.111709832551132e-05,battleharem/0.00015891093042349764,,mothernaturefatherscience/0.00016793081250524784,,,,,,,,,,,,
stylisticcallback/0.0001192207730274923,monowheelmayhem/8.111709832551132e-05,attractivezombie/0.00015891093042349764,,thesnarkknight/0.00016793081250524784,,,,,,,,,,,,
cloakofdefense/0.0001192207730274923,crowdchant/7.532301987368909e-05,originalcharacter/0.00015891093042349764,,emergingfromtheshadows/0.00016793081250524784,,,,,,,,,,,,
hoistherooverhead/0.0001192207730274923,repurposedpopsong/7.532301987368909e-05,uke/0.00015891093042349764,,costumeschangeyoursize/0.00016793081250524784,,,,,,,,,,,,
creatorspest/0.0001192207730274923,slidingscaleofadaptationmodification/7.532301987368909e-05,notsoomniscientafterall/0.00015891093042349764,,mindcontrolmusic/0.00016793081250524784,,,,,,,,,,,,
oldretainer/0.0001192207730274923,oddballdoppelganger/7.532301987368909e-05,powermakesyourhairgrow/0.00015891093042349764,,trappedinthepast/0.00016793081250524784,,,,,,,,,,,,
executiveveto/0.0001192207730274923,burningrubber/7.532301987368909e-05,poolscene/0.00015891093042349764,,fakeinteractivity/0.00016793081250524784,,,,,,,,,,,,
seahurtchin/0.0001192207730274923,thiefbag/7.532301987368909e-05,soapoperadisease/0.00015891093042349764,,unclesamwantsyou/0.00016793081250524784,,,,,,,,,,,,
heroicrematch/0.0001192207730274923,allcavemenwereneanderthals/7.532301987368909e-05,mirrorself/0.00015891093042349764,,crocodiletears/0.00016793081250524784,,,,,,,,,,,,
varyingtacticsboss/0.0001192207730274923,suicidedare/7.532301987368909e-05,abledintheadaptation/0.00015891093042349764,,ontologicalinertia/0.00016793081250524784,,,,,,,,,,,,
fantasticfightingstyle/0.0001192207730274923,fantasticfireworks/7.532301987368909e-05,handbehindhead/0.00015891093042349764,,convenientlyplacedsharpthing/0.00016793081250524784,,,,,,,,,,,,
jesustaboo/0.0001192207730274923,kiteriding/7.532301987368909e-05,hihiirokane/0.00015891093042349764,,traumatichaircut/0.00016793081250524784,,,,,,,,,,,,
dontwakethesleeper/0.0001192207730274923,parodyassistance/7.532301987368909e-05,lonerturnedfriend/0.00015891093042349764,,thestorythatneverwas/0.00016793081250524784,,,,,,,,,,,,
germanslovedavidhasselhoff/0.0001192207730274923,crossculturalkerfluffle/7.532301987368909e-05,fallingintohisarms/0.00014566835288820615,,scheduleslip/0.00016793081250524784,,,,,,,,,,,,
megamaelstrom/0.0001192207730274923,kidsidekick/7.532301987368909e-05,broodingboygentlegirl/0.00014566835288820615,,mustachevandalism/0.00016793081250524784,,,,,,,,,,,,
sequeldisplacement/0.0001192207730274923,kitchensinkincluded/7.532301987368909e-05,passionatesportsgirl/0.00014566835288820615,,multiboobage/0.00016793081250524784,,,,,,,,,,,,
googoogodlike/0.0001192207730274923,hypnopendulum/7.532301987368909e-05,historicalgenderflip/0.00014566835288820615,,lotusposition/0.00016793081250524784,,,,,,,,,,,,
mosquitomiscreants/0.0001192207730274923,atrucewhilewegawk/7.532301987368909e-05,chainedtoarock/0.00014566835288820615,,glassyprison/0.00016793081250524784,,,,,,,,,,,,
superstrongchild/0.0001192207730274923,musiciseighthnotes/7.532301987368909e-05,nakedfreakout/0.00014566835288820615,,isthisthingon/0.00016793081250524784,,,,,,,,,,,,
successfulsiblingsyndrome/0.0001192207730274923,moleminer/7.532301987368909e-05,kawaiiko/0.00014566835288820615,,ariddlewrappedinamysteryinsideanenigma/0.00016793081250524784,,,,,,,,,,,,
sinistersentientsun/0.0001192207730274923,recursivetranslation/7.532301987368909e-05,loveruinstherealm/0.00014566835288820615,,rippleeffectindicator/0.00016793081250524784,,,,,,,,,,,,
killitthroughitsstomach/0.0001192207730274923,iconicsequelcharacter/7.532301987368909e-05,nue/0.00014566835288820615,,assimilationbackfire/0.00016793081250524784,,,,,,,,,,,,
balloflighttransformation/0.0001192207730274923,strappedtoabomb/7.532301987368909e-05,physicalheaven/0.00014566835288820615,,wildteenparty/0.00016793081250524784,,,,,,,,,,,,
hollywoodmagnetism/0.0001192207730274923,armedwithcanon/7.532301987368909e-05,thedragonscomeback/0.00014566835288820615,,guardianofthemultiverse/0.00016793081250524784,,,,,,,,,,,,
gratuitousprincess/0.0001192207730274923,hotpotato/7.532301987368909e-05,giantcorpseworld/0.00014566835288820615,,realdreamsareweirder/0.00016793081250524784,,,,,,,,,,,,
torosyflamenco/0.0001192207730274923,meatovision/6.952894142186686e-05,kidwiththeleash/0.00014566835288820615,,greatdetective/0.00016793081250524784,,,,,,,,,,,,
youcantkillwhatsalreadydead/0.0001192207730274923,gameofnim/6.952894142186686e-05,whendimensionscollide/0.0001324257753529147,,thefogofages/0.00016793081250524784,,,,,,,,,,,,
foilerfootage/0.0001192207730274923,juniorcounterpart/6.952894142186686e-05,dragonsversusknights/0.0001324257753529147,,grandedame/0.00016793081250524784,,,,,,,,,,,,
midbattleteabreak/0.0001192207730274923,morallysuperiorcopy/6.952894142186686e-05,povboypostergirl/0.0001324257753529147,,signaturescent/0.00016793081250524784,,,,,,,,,,,,
drillmole/0.00011127272149232616,animationleadtime/6.952894142186686e-05,peripherydemographic/0.0001324257753529147,,shootthedangerousminion/0.00016793081250524784,,,,,,,,,,,,
dontthinkfeel/0.00011127272149232616,surpriseslidestaircase/6.952894142186686e-05,helplessgoodside/0.0001324257753529147,,nonanswer/0.00016793081250524784,,,,,,,,,,,,
deathbygenresavviness/0.00011127272149232616,mobilesuithuman/6.952894142186686e-05,emotionsvsstoicism/0.0001324257753529147,,moneytoburn/0.00016793081250524784,,,,,,,,,,,,
brawlerlock/0.00011127272149232616,monalisasmile/6.952894142186686e-05,gorgeousgreek/0.0001324257753529147,,misterbig/0.00016793081250524784,,,,,,,,,,,,
martialartsandcrafts/0.00011127272149232616,drivingupawall/6.952894142186686e-05,shonenhair/0.0001324257753529147,,psychicchildren/0.00016793081250524784,,,,,,,,,,,,
tocreateaplaygroundforevil/0.00011127272149232616,humanfocusedadaptation/6.952894142186686e-05,pastelchalkedfreezeframe/0.0001324257753529147,,ourcryptidsaremoremysterious/0.00016793081250524784,,,,,,,,,,,,
carryingtheweakness/0.00011127272149232616,twovoicesonecharacter/6.952894142186686e-05,rottenreincarnation/0.0001324257753529147,,handstomp/0.00016793081250524784,,,,,,,,,,,,
aladyoneacharm/0.00011127272149232616,doublex/6.952894142186686e-05,guardianangel/0.0001324257753529147,,homemadesweaterfromhell/0.00016793081250524784,,,,,,,,,,,,
fourlegsgoodtwolegsbetter/0.00011127272149232616,accidentalinnuendo/6.952894142186686e-05,mysteriousparent/0.0001324257753529147,,kilroywashere/0.00016793081250524784,,,,,,,,,,,,
clamtrap/0.00011127272149232616,virtuousbees/6.952894142186686e-05,sharedunusualtrait/0.0001324257753529147,,thecatcameback/0.00016793081250524784,,,,,,,,,,,,
nofocusonhumans/0.00011127272149232616,terrestrialsealife/6.952894142186686e-05,empathypet/0.0001324257753529147,,wheneldersattack/0.00016793081250524784,,,,,,,,,,,,
evasivefightthreadepisode/0.00011127272149232616,rainofsomethingunusual/6.952894142186686e-05,commonhttpstatuscode/0.0001324257753529147,,winyourfreedom/0.00016793081250524784,,,,,,,,,,,,
pupatingperil/0.00011127272149232616,wishuponashootingstar/6.952894142186686e-05,godcouple/0.0001324257753529147,,rockerssmashguitars/0.00016793081250524784,,,,,,,,,,,,
resurrectthevillain/0.00011127272149232616,circusepisode/6.952894142186686e-05,bathtubbonding/0.0001324257753529147,,smashcut/0.00016793081250524784,,,,,,,,,,,,
theonethingidonthateaboutyou/0.00011127272149232616,friendlyneighborhoodspider/6.952894142186686e-05,nothingupmysleeve/0.0001324257753529147,,uselessspleen/0.00016793081250524784,,,,,,,,,,,,
razorwings/0.00011127272149232616,lineboil/6.952894142186686e-05,attackthemouth/0.0001324257753529147,,justdesserts/0.00016793081250524784,,,,,,,,,,,,
wildman/0.00011127272149232616,everythingisaninstrument/6.952894142186686e-05,lockedinaroom/0.0001324257753529147,,goodisdumb/0.00016793081250524784,,,,,,,,,,,,
theskyisanocean/0.00011127272149232616,gagsub/6.952894142186686e-05,bloodoath/0.0001324257753529147,,intimidatingrevenueservice/0.00016793081250524784,,,,,,,,,,,,
cavemouth/0.00011127272149232616,reversibleroboticizing/6.952894142186686e-05,navelwindow/0.0001324257753529147,,seaserpents/0.00016793081250524784,,,,,,,,,,,,
animalthemedfightingstyle/0.00011127272149232616,nurikabe/6.952894142186686e-05,schoolsportuniform/0.0001324257753529147,,brandnametakeover/0.00016793081250524784,,,,,,,,,,,,
slowmotionpassby/0.00011127272149232616,patterncodedeggs/6.952894142186686e-05,allamazonswanthercules/0.0001324257753529147,,ihavenoideawhatimdoing/0.00016793081250524784,,,,,,,,,,,,
escapedfromthelab/0.00011127272149232616,animatedouttakes/6.952894142186686e-05,typecasting/0.0001324257753529147,,foryourowngood/0.00016793081250524784,,,,,,,,,,,,
neverrecycleyourschemes/0.00011127272149232616,requiredspinoffcrossover/6.952894142186686e-05,puppydogeyes/0.0001324257753529147,,deadartistsarebetter/0.00016793081250524784,,,,,,,,,,,,
finaletitledrop/0.00011127272149232616,disembodiedeyebrows/6.952894142186686e-05,primordialchaos/0.0001324257753529147,,catchphraseinsult/0.00016793081250524784,,,,,,,,,,,,
overtookthemanga/0.00011127272149232616,tokenflyer/6.952894142186686e-05,bloodformortar/0.0001324257753529147,,ancienttradition/0.00016793081250524784,,,,,,,,,,,,
expressiveears/0.00011127272149232616,stophittingyourself/6.952894142186686e-05,separatedatbirth/0.0001324257753529147,,thesocalledcoward/0.00016793081250524784,,,,,,,,,,,,
overusedcopycatcharacter/0.00011127272149232616,blazinginfernohellfiresauce/6.952894142186686e-05,runicmagic/0.0001324257753529147,,stolengoodreturnedbetter/0.00016793081250524784,,,,,,,,,,,,
undeadfossils/0.00011127272149232616,modularfranchise/6.952894142186686e-05,proudbeauty/0.0001324257753529147,,dogstereotype/0.00016793081250524784,,,,,,,,,,,,
powerpalms/0.00011127272149232616,allthatglitters/6.952894142186686e-05,ourhippocampsaredifferent/0.0001324257753529147,,memetichandgesture/0.00016793081250524784,,,,,,,,,,,,
wrestlerofbeasts/0.00011127272149232616,pieeyed/6.373486297004461e-05,exiledtothecouch/0.0001324257753529147,,lorderrorprone/0.00016793081250524784,,,,,,,,,,,,
stagefatality/0.00010332466995716,starspangledspandex/6.373486297004461e-05,indonesianmedia/0.0001324257753529147,,isthatthebestyoucando/0.00016793081250524784,,,,,,,,,,,,
chargeinputspecial/0.00010332466995716,spookykidsmedia/6.373486297004461e-05,killthehostbody/0.0001324257753529147,,fictionalholiday/0.00016793081250524784,,,,,,,,,,,,
moveinthefrozentime/0.00010332466995716,happycircusmusic/6.373486297004461e-05,facedesignshield/0.0001324257753529147,,scifighetto/0.00016793081250524784,,,,,,,,,,,,
legcannon/0.00010332466995716,barslide/6.373486297004461e-05,natureequalsplants/0.0001324257753529147,,notenoughtobury/0.00016793081250524784,,,,,,,,,,,,
recoiledacrosstheroom/0.00010332466995716,fisheyes/6.373486297004461e-05,somebodynamednobody/0.0001324257753529147,,friendsrentcontrol/0.00016793081250524784,,,,,,,,,,,,
teachingthroughaccident/0.00010332466995716,artsyberet/6.373486297004461e-05,matteshot/0.0001324257753529147,,buddycopshow/0.00016793081250524784,,,,,,,,,,,,
slipknotponytail/0.00010332466995716,winkding/6.373486297004461e-05,godofthedead/0.0001324257753529147,,girlfriday/0.00016793081250524784,,,,,,,,,,,,
alansmithee/0.00010332466995716,leprechaun/6.373486297004461e-05,plotthreads/0.0001324257753529147,,goodwithnumbers/0.00016793081250524784,,,,,,,,,,,,
devilcomplex/0.00010332466995716,adventuretowns/6.373486297004461e-05,ladyofadventure/0.0001324257753529147,,nakedapron/0.00016793081250524784,,,,,,,,,,,,
anicesuit/0.00010332466995716,bloodsuckingbats/6.373486297004461e-05,itisnotyourtime/0.0001324257753529147,,storyboardbody/0.00016793081250524784,,,,,,,,,,,,
flyingbooks/0.00010332466995716,thewonderland/6.373486297004461e-05,nakedonrevival/0.0001324257753529147,,breakingouttheboss/0.00016793081250524784,,,,,,,,,,,,
samuraishinobi/0.00010332466995716,extremeomnigoat/6.373486297004461e-05,shapeshiftinghealswounds/0.0001324257753529147,,hurricaneofeuphemisms/0.00016793081250524784,,,,,,,,,,,,
seahorsesaredragons/0.00010332466995716,giantpoofysleeves/6.373486297004461e-05,thedeathofdeath/0.0001324257753529147,,sleepwalking/0.00016793081250524784,,,,,,,,,,,,
mengetoldwomengetreplaced/0.00010332466995716,multipletailedbeast/6.373486297004461e-05,bustcontrastduo/0.0001324257753529147,,timedelayeddeath/0.00016793081250524784,,,,,,,,,,,,
dualagemodes/0.00010332466995716,greenaroundthegills/6.373486297004461e-05,thearmiesofheaven/0.0001324257753529147,,rightinfrontofme/0.00016793081250524784,,,,,,,,,,,,
theteamnormal/0.00010332466995716,animalstampede/6.373486297004461e-05,slowtransformation/0.0001324257753529147,,doppelgangerreplacementloveinterest/0.00016793081250524784,,,,,,,,,,,,
wipethefloorwithyou/0.00010332466995716,kingkongcopy/6.373486297004461e-05,parentaltitlecharacterization/0.0001324257753529147,,nobodyherebutusbirds/0.00016793081250524784,,,,,,,,,,,,
sheathstrike/0.00010332466995716,jaggedmouth/6.373486297004461e-05,hornsofbarbarism/0.00011918319781762322,,addledaddict/0.00016793081250524784,,,,,,,,,,,,
hadesshaded/0.00010332466995716,colorfailure/6.373486297004461e-05,bathingbeauty/0.00011918319781762322,,brokenwinlossstreak/0.00016793081250524784,,,,,,,,,,,,
bringmyredjacket/0.00010332466995716,diggingtochina/6.373486297004461e-05,beastess/0.00011918319781762322,,burningwithanger/0.00016793081250524784,,,,,,,,,,,,
awesomenessisvolatile/0.00010332466995716,mousehole/6.373486297004461e-05,superherospeciation/0.00011918319781762322,,neet/0.00016793081250524784,,,,,,,,,,,,
lovelyangels/0.00010332466995716,temptingapple/6.373486297004461e-05,westernsamurai/0.00011918319781762322,,fanfilm/0.00016793081250524784,,,,,,,,,,,,
combatcompliment/0.00010332466995716,mockingsingsong/6.373486297004461e-05,alliswellthatendswell/0.00011918319781762322,,adegreeinuseless/0.00016793081250524784,,,,,,,,,,,,
ourdarkmatterismysterious/0.00010332466995716,objectshifting/6.373486297004461e-05,inertialimpalement/0.00011918319781762322,,mrsrobinson/0.00016793081250524784,,,,,,,,,,,,
sparklingstreamoftears/0.00010332466995716,whatdoyoumeanitsforkids/6.373486297004461e-05,fistpump/0.00011918319781762322,,tropename/0.00016793081250524784,,,,,,,,,,,,
unreliableillustrator/0.00010332466995716,christmaselves/6.373486297004461e-05,dontsaysuchstupidthings/0.00011918319781762322,,nobisexuals/0.00016793081250524784,,,,,,,,,,,,
reviewsarethegospel/0.00010332466995716,justkeepdriving/6.373486297004461e-05,combataestheticist/0.00011918319781762322,,theglovescomeoff/0.00016793081250524784,,,,,,,,,,,,
handseals/0.00010332466995716,terrifyingtiki/6.373486297004461e-05,ourhumansaredifferent/0.00011918319781762322,,sympatheticinspectorantagonist/0.00016793081250524784,,,,,,,,,,,,
meditatingunderawaterfall/0.00010332466995716,catapult/6.373486297004461e-05,ignoredenemy/0.00011918319781762322,,sayyourprayers/0.00016793081250524784,,,,,,,,,,,,
cactusperson/0.00010332466995716,sharkfinofdoom/6.373486297004461e-05,notnowweretoobusycryingoveryou/0.00011918319781762322,,parentsknowtheirchildren/0.00016793081250524784,,,,,,,,,,,,
