Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
farmboy/0.0003824676814809149,,,yelloweyesofsneakiness/0.00023669572764211606,,,,,hiddenelfvillage/0.00044085993620497394,,,,,,,,theothermarty/0.0002932981375568265,,,,,,,,,,,irememberbecause/0.0004473701028951237,,,,,,,,,strikers/0.00012061271257990592,
disguisedhostagegambit/0.0003824676814809149,,,bewilderingpunishment/0.00023669572764211606,,,,,cannonfodder/0.00044085993620497394,,,,,,,,chronicevidenceretentionsyndrome/0.0002932981375568265,,,,,,,,,,,kidsraidingthewinecabinet/0.0004473701028951237,,,,,,,,,sandersonsfirstlaw/0.00012061271257990592,
noplaceforawarrior/0.0003824676814809149,,,openingscroll/0.00023669572764211606,,,,,swordandgun/0.00044085993620497394,,,,,,,,privateintelligenceagency/0.0002932981375568265,,,,,,,,,,,romanticfakerealturn/0.0004473701028951237,,,,,,,,,multimookmelee/0.00012061271257990592,
lovingdetails/0.0003824676814809149,,,thediseasethatshallnotbenamed/0.00023669572764211606,,,,,stepintotheblindingfight/0.00044085993620497394,,,,,,,,overzealousunderling/0.0002932981375568265,,,,,,,,,,,idlerich/0.0004473701028951237,,,,,,,,,commoncharacterclasses/0.00012061271257990592,
antiheroteam/0.0003824676814809149,,,tokenadult/0.00023669572764211606,,,,,ominousfloatingcastle/0.00044085993620497394,,,,,,,,secretlygayactivity/0.0002932981375568265,,,,,,,,,,,litecreme/0.0004473701028951237,,,,,,,,,essencedrop/0.00012061271257990592,
theroaringtwenties/0.0003824676814809149,,,backtofront/0.00023669572764211606,,,,,forgottenfriendnewfoe/0.00044085993620497394,,,,,,,,ghostwriter/0.0002932981375568265,,,,,,,,,,,babydollbaby/0.0004473701028951237,,,,,,,,,doujinsoft/0.00012061271257990592,
killsteal/0.0003824676814809149,,,sorrytointerrupt/0.00023669572764211606,,,,,godemperor/0.00044085993620497394,,,,,,,,postinjurydeskjob/0.0002932981375568265,,,,,,,,,,,focusgroupending/0.0004473701028951237,,,,,,,,,icecrystals/0.00012061271257990592,
antiherosubstitute/0.0003824676814809149,,,pillowpregnancy/0.00023669572764211606,,,,,defectingforlove/0.00044085993620497394,,,,,,,,implausiblesynchrony/0.0002932981375568265,,,,,,,,,,,onceacceptabletargets/0.0004473701028951237,,,,,,,,,lagcancel/0.00012061271257990592,
villaininawhitesuit/0.0003824676814809149,,,baitandswitchsentiment/0.00023669572764211606,,,,,cavalrybetrayal/0.00044085993620497394,,,,,,,,letterboxarson/0.0002932981375568265,,,,,,,,,,,thetwink/0.0004473701028951237,,,,,,,,,breakoutmookcharacter/0.00012061271257990592,
thespartanway/0.0003824676814809149,,,violencereallyistheanswer/0.00023669572764211606,,,,,neutralnolonger/0.00044085993620497394,,,,,,,,rippingoffthestringofpearls/0.0002932981375568265,,,,,,,,,,,breakupdemand/0.0004473701028951237,,,,,,,,,bossvulnerability/0.00012061271257990592,
avoidthedreadedgrating/0.0003824676814809149,,,backporteddevelopment/0.00023669572764211606,,,,,powerpalms/0.00044085993620497394,,,,,,,,southasianterrorists/0.0002932981375568265,,,,,,,,,,,risingwaterrisingtension/0.0004473701028951237,,,,,,,,,bossroom/0.00012061271257990592,
unfinishedbusiness/0.0003824676814809149,,,puttheirheadstogether/0.00023669572764211606,,,,,youarethetranslatedforeignword/0.00044085993620497394,,,,,,,,hackercollective/0.0002199736031676199,,,,,,,,,,,deadsparks/0.0004473701028951237,,,,,,,,,casualcompetitiveconflict/0.00012061271257990592,
baitandswitchlesbians/0.0003824676814809149,,,mediawatchdog/0.00023669572764211606,,,,,recurringelement/0.00044085993620497394,,,,,,,,watchingthereflectionundress/0.0002199736031676199,,,,,,,,,,,issuedrift/0.0004473701028951237,,,,,,,,,groundwave/0.00012061271257990592,
doomedmoralvictor/0.0003824676814809149,,,waterwakeup/0.00023669572764211606,,,,,adaptationamalgamation/0.00044085993620497394,,,,,,,,furnacebodydisposal/0.0002199736031676199,,,,,,,,,,,informedlocation/0.0004473701028951237,,,,,,,,,nosympathybetweenmooks/0.00012061271257990592,
ouroboros/0.0003824676814809149,,,shinynewaustralia/0.00023669572764211606,,,,,trapmaster/0.00044085993620497394,,,,,,,,stocklegalphrases/0.0002199736031676199,,,,,,,,,,,flyingunderthegaydar/0.0004473701028951237,,,,,,,,,convenientweaknessplacement/0.00012061271257990592,
missionbriefing/0.0003824676814809149,,,childrenraiseyou/0.00023669572764211606,,,,,claimedbythesupernatural/0.00044085993620497394,,,,,,,,thunderequalsdownpour/0.0002199736031676199,,,,,,,,,,,kindnessbutton/0.0004473701028951237,,,,,,,,,bossremix/0.00012061271257990592,
villainouslineage/0.0003824676814809149,,,uninstallment/0.00023669572764211606,,,,,bruceleeclone/0.00044085993620497394,,,,,,,,pinkertondetective/0.0002199736031676199,,,,,,,,,,,basicinstinctlegscrossingparody/0.0004473701028951237,,,,,,,,,alphabetsoupcans/0.00012061271257990592,
ishouldhavebeenbetter/0.0003824676814809149,,,anylastwords/0.00023669572764211606,,,,,bringingintheexpert/0.00044085993620497394,,,,,,,,firstfatherwins/0.0002199736031676199,,,,,,,,,,,headlockofdominance/0.0004473701028951237,,,,,,,,,subbingversusdubbing/0.00012061271257990592,
hesitantsacrifice/0.0003824676814809149,,,proudbeauty/0.00023669572764211606,,,,,dualitymotif/0.00044085993620497394,,,,,,,,emergencystash/0.0002199736031676199,,,,,,,,,,,mistakenethnicity/0.0004473701028951237,,,,,,,,,sleepparalysiscreature/0.00012061271257990592,
lookslikecesare/0.0003824676814809149,,,trueartisangsty/0.00023669572764211606,,,,,bringmyredjacket/0.00044085993620497394,,,,,,,,hostagevideo/0.0002199736031676199,,,,,,,,,,,commediadellarte/0.0004473701028951237,,,,,,,,,japanesemedia/0.00012061271257990592,
culturedwarrior/0.0003824676814809149,,,wearingaflagonyourhead/0.00023669572764211606,,,,,whileromeburns/0.00044085993620497394,,,,,,,,mistakenforevidence/0.0002199736031676199,,,,,,,,,,,popcultureisolation/0.0004473701028951237,,,,,,,,,eroticliterature/0.00012061271257990592,
friendlyaddressprivileges/0.0003824676814809149,,,thirdwheel/0.00023669572764211606,,,,,creepycute/0.00044085993620497394,,,,,,,,primetimesoap/0.0002199736031676199,,,,,,,,,,,obituarymontage/0.0004473701028951237,,,,,,,,,bodylanguage/0.00012061271257990592,
thecracker/0.0003824676814809149,,,weirdsun/0.00023669572764211606,,,,,gunkata/0.00044085993620497394,,,,,,,,ominouslyopendoor/0.0002199736031676199,,,,,,,,,,,sillywill/0.0004473701028951237,,,,,,,,,classicvideogamescrewyous/0.00012061271257990592,
everyoneisarmed/0.0003824676814809149,,,pinballprojectile/0.00023669572764211606,,,,,villainpedigree/0.00044085993620497394,,,,,,,,womenaredelicate/0.0002199736031676199,,,,,,,,,,,drycrusader/0.0004473701028951237,,,,,,,,,horrorhatesarulebreaker/0.00012061271257990592,
justifiedtitle/0.0003824676814809149,,,blackvikings/0.00023669572764211606,,,,,cypherlanguage/0.00044085993620497394,,,,,,,,fultonstreetfolly/0.0002199736031676199,,,,,,,,,,,onelineanxiety/0.0004473701028951237,,,,,,,,,temporaryonlinecontent/0.00012061271257990592,
tarotmotifs/0.0003824676814809149,,,blindandthebeast/0.00023669572764211606,,,,,panuptotheskyending/0.00044085993620497394,,,,,,,,manifestomakingmalcontent/0.0002199736031676199,,,,,,,,,,,whitecollarworker/0.0004473701028951237,,,,,,,,,improbablepowerdiscrepancy/0.00012061271257990592,
halfwayplotswitch/0.0003824676814809149,,,wheresthefuninthat/0.00023669572764211606,,,,,godisgood/0.00044085993620497394,,,,,,,,gamblergroupies/0.0002199736031676199,,,,,,,,,,,misaimedstereotyping/0.0004473701028951237,,,,,,,,,magicka/0.00012061271257990592,
killusboth/0.0003824676814809149,,,bratswithslingshots/0.00023669572764211606,,,,,badassonpaper/0.00044085993620497394,,,,,,,,mentalhandicapmoraldeficiency/0.0002199736031676199,,,,,,,,,,,badomenanecdote/0.0004473701028951237,,,,,,,,,phlebotinumdujour/0.00012061271257990592,
shouldersupnudity/0.0003824676814809149,,,maximumfunchamber/0.00023669572764211606,,,,,thetragicrose/0.00044085993620497394,,,,,,,,piecemealfundstransfer/0.0002199736031676199,,,,,,,,,,,lastminuteproject/0.0004473701028951237,,,,,,,,,onelastsong/0.00012061271257990592,
temptingapple/0.0003824676814809149,,,britainisonlylondon/0.00023669572764211606,,,,,highcollarofdoom/0.00044085993620497394,,,,,,,,dizzycam/0.0002199736031676199,,,,,,,,,,,complimentfishing/0.0004473701028951237,,,,,,,,,itgetsbetter/0.00012061271257990592,
intimatepsychotherapy/0.0003824676814809149,,,winkding/0.00023669572764211606,,,,,minormajorcharacter/0.00044085993620497394,,,,,,,,kinkmeme/0.0002199736031676199,,,,,,,,,,,inhibitiondestroyingpuppet/0.0003834600881958203,,,,,,,,,waltzonwater/0.00012061271257990592,
tradingbarsforstripes/0.0003824676814809149,,,goneswimmingclothesstolen/0.00023669572764211606,,,,,alldeathsfinal/0.00044085993620497394,,,,,,,,investigatorimpersonation/0.0002199736031676199,,,,,,,,,,,dicerolldeath/0.0003834600881958203,,,,,,,,,fall2016anime/0.00012061271257990592,
soapoperadisease/0.0003824676814809149,,,outdamnedspot/0.00023669572764211606,,,,,loosecanon/0.00044085993620497394,,,,,,,,countrymusic/0.0002199736031676199,,,,,,,,,,,virusvictimsymptoms/0.0003834600881958203,,,,,,,,,artcourse/0.00012061271257990592,
missingtime/0.0003824676814809149,,,bulletdancing/0.00023669572764211606,,,,,stockshoutouts/0.00044085993620497394,,,,,,,,stockepisodetitles/0.0002199736031676199,,,,,,,,,,,realityshowgenreblindness/0.0003834600881958203,,,,,,,,,josei/0.00012061271257990592,
trickandfollowploy/0.0003824676814809149,,,wrotethebook/0.00023669572764211606,,,,,entereponymous/0.00044085993620497394,,,,,,,,extremelycoldcase/0.0002199736031676199,,,,,,,,,,,nofamenowealthnoservice/0.0003834600881958203,,,,,,,,,multiplatform/0.00012061271257990592,
spareamessenger/0.0003824676814809149,,,ournudityisdifferent/0.00023669572764211606,,,,,brokenfaceplate/0.00044085993620497394,,,,,,,,oldfashionedcopper/0.0002199736031676199,,,,,,,,,,,flashmob/0.0003834600881958203,,,,,,,,,lewdlustchastesex/0.00012061271257990592,
bloodsplatteredweddingdress/0.0003824676814809149,,,caughtinasnare/0.00023669572764211606,,,,,helpingwouldbekillstealing/0.00044085993620497394,,,,,,,,creepycleanliness/0.0002199736031676199,,,,,,,,,,,themedwedding/0.0003834600881958203,,,,,,,,,ambiguityindex/0.00012061271257990592,
ivecometoofar/0.0003824676814809149,,,peppersneeze/0.00023669572764211606,,,,,turncoat/0.00044085993620497394,,,,,,,,distancedfromcurrentevents/0.0002199736031676199,,,,,,,,,,,poseofsilence/0.0003834600881958203,,,,,,,,,beakattack/0.00012061271257990592,
moralsociopathy/0.0003824676814809149,,,deliverystork/0.00023669572764211606,,,,,primalstance/0.00044085993620497394,,,,,,,,spyssuspiciousspouse/0.0002199736031676199,,,,,,,,,,,insatiablenewlyweds/0.0003834600881958203,,,,,,,,,creepycave/0.00012061271257990592,
churchofsaintgenericus/0.0003824676814809149,,,coincidentaldodge/0.00023669572764211606,,,,,rapepillageandburn/0.00044085993620497394,,,,,,,,irishexplosivesexpert/0.0002199736031676199,,,,,,,,,,,candystriper/0.0003834600881958203,,,,,,,,,elaborateequalseffective/0.00012061271257990592,
thekillerinme/0.0003824676814809149,,,deathfic/0.00023669572764211606,,,,,fingerfirearms/0.00044085993620497394,,,,,,,,ballcannon/0.0002199736031676199,,,,,,,,,,,takestentohold/0.0003834600881958203,,,,,,,,,illegalguardian/0.00012061271257990592,
revealinginjury/0.0003824676814809149,,,scaryscarecrows/0.00023669572764211606,,,,,herald/0.00044085993620497394,,,,,,,,penultimateoutburst/0.0002199736031676199,,,,,,,,,,,wroteagoodfakestory/0.0003834600881958203,,,,,,,,,hollywoodeconomics/0.00012061271257990592,
interimvillain/0.0003824676814809149,,,handbagofhurt/0.00023669572764211606,,,,,coolhorse/0.00044085993620497394,,,,,,,,universalammunition/0.0002199736031676199,,,,,,,,,,,thearistocrats/0.0003834600881958203,,,,,,,,,playbypostgames/0.00012061271257990592,
deprogram/0.0003824676814809149,,,prematurelybald/0.00023669572764211606,,,,,outofcontinues/0.00044085993620497394,,,,,,,,,,,,,,,,,,,constantlychangingname/0.0003834600881958203,,,,,,,,,deceasedanddiseased/0.00012061271257990592,
suicideisshameful/0.0003824676814809149,,,goyeheroesgoanddie/0.00023669572764211606,,,,,ijustwanttobefree/0.00044085993620497394,,,,,,,,,,,,,,,,,,,inheritancemurder/0.0003834600881958203,,,,,,,,,regionalspeciality/0.00012061271257990592,
fakearmdisarm/0.0003824676814809149,,,eyedialect/0.00023669572764211606,,,,,loadbearinghero/0.00044085993620497394,,,,,,,,,,,,,,,,,,,creatorbreakdown/0.0003834600881958203,,,,,,,,,newweapontargetrange/0.00012061271257990592,
imnothungry/0.0003824676814809149,,,evildebtcollector/0.00023669572764211606,,,,,mydefenseneednotprotectmeforever/0.00044085993620497394,,,,,,,,,,,,,,,,,,,baguettebeatdown/0.0003834600881958203,,,,,,,,,panopticonofsurveillance/0.00012061271257990592,
ominouswalk/0.0003824676814809149,,,evilhand/0.00023669572764211606,,,,,chessmastersidekick/0.00044085993620497394,,,,,,,,,,,,,,,,,,,heirloomengagementring/0.0003834600881958203,,,,,,,,,helplessobserverprotagonist/0.00012061271257990592,
likeagodtome/0.0003824676814809149,,,squeakyeyes/0.00023669572764211606,,,,,cunninglikeafox/0.00044085993620497394,,,,,,,,,,,,,,,,,,,phoneword/0.0003834600881958203,,,,,,,,,cognizantlimbs/0.00012061271257990592,
rapeportrayedasredemption/0.0003824676814809149,,,exitpursuedbyabear/0.00023669572764211606,,,,,wewouldhavetoldyoubut/0.00044085993620497394,,,,,,,,,,,,,,,,,,,slashermovie/0.0003834600881958203,,,,,,,,,highspeedbattle/0.00012061271257990592,
elcidploy/0.0003824676814809149,,,mistakenforspies/0.00023669572764211606,,,,,ohcrapfakeout/0.00044085993620497394,,,,,,,,,,,,,,,,,,,celebrityedition/0.0003834600881958203,,,,,,,,,untouchableuntiltagged/0.00012061271257990592,
notruescotsman/0.0003824676814809149,,,staggeredzoom/0.00023669572764211606,,,,,urbansegregation/0.00044085993620497394,,,,,,,,,,,,,,,,,,,madnesssharedbytwo/0.0003834600881958203,,,,,,,,,swansong/0.00012061271257990592,
noisyguns/0.0003824676814809149,,,theexile/0.00023669572764211606,,,,,knighterrant/0.00041492699878115195,,,,,,,,,,,,,,,,,,,makingthechoiceforyou/0.0003834600881958203,,,,,,,,,everybodyloveszeus/0.00012061271257990592,
involuntarybattletothedeath/0.0003824676814809149,,,dishdash/0.00023669572764211606,,,,,steppingstonesword/0.00041492699878115195,,,,,,,,,,,,,,,,,,,taps/0.0003834600881958203,,,,,,,,,recoveryattack/0.00012061271257990592,
livingbodysuit/0.0003824676814809149,,,deterioratesintogibberish/0.00023669572764211606,,,,,iwillfightnomoreforever/0.00041492699878115195,,,,,,,,,,,,,,,,,,,wittybanter/0.0003834600881958203,,,,,,,,,damageincreasingdebuff/0.00012061271257990592,
terrifyingrescuer/0.0003824676814809149,,,ripvanwinkle/0.00023669572764211606,,,,,howlofsorrow/0.00041492699878115195,,,,,,,,,,,,,,,,,,,mrsdegree/0.0003834600881958203,,,,,,,,,bloodformortar/0.00012061271257990592,
religionismagic/0.0003824676814809149,,,enemiesequalsgreatness/0.00023669572764211606,,,,,forkfencing/0.00041492699878115195,,,,,,,,,,,,,,,,,,,classicalmusiciscool/0.0003834600881958203,,,,,,,,,bossonlylevel/0.00012061271257990592,
greatdetective/0.0003824676814809149,,,cowerpower/0.00023669572764211606,,,,,shoeslap/0.00041492699878115195,,,,,,,,,,,,,,,,,,,majoredinwesternhypocrisy/0.0003834600881958203,,,,,,,,,codzilla/0.00012061271257990592,
reminiscingaboutyourvictims/0.0003824676814809149,,,coolcrown/0.00023669572764211606,,,,,theycallhimsword/0.00041492699878115195,,,,,,,,,,,,,,,,,,,nobleprofession/0.0003834600881958203,,,,,,,,,coupdegracecutscene/0.00012061271257990592,
terribleticking/0.0003824676814809149,,,isthisajoke/0.00023669572764211606,,,,,dubpersonalitychange/0.00041492699878115195,,,,,,,,,,,,,,,,,,,childnamingrequest/0.0003834600881958203,,,,,,,,,postapunkalypticarmor/0.00012061271257990592,
burnbabyburn/0.0003824676814809149,,,floweryinsults/0.00023669572764211606,,,,,masqueradingastheunseen/0.00041492699878115195,,,,,,,,,,,,,,,,,,,makingroomforbaby/0.0003834600881958203,,,,,,,,,standardpostapocalypticsetting/0.00012061271257990592,
letthepastburn/0.0003824676814809149,,,fanondiscontinuity/0.00023669572764211606,,,,,thenotablenumeral/0.00041492699878115195,,,,,,,,,,,,,,,,,,,collegeradio/0.0003834600881958203,,,,,,,,,urbanhellscape/0.00012061271257990592,
animalthemenaming/0.0003824676814809149,,,fanficmagnet/0.00023669572764211606,,,,,bewarethehonestones/0.00041492699878115195,,,,,,,,,,,,,,,,,,,charitymotivationsong/0.0003834600881958203,,,,,,,,,wrestlinggame/0.00012061271257990592,
rapeandswitch/0.0003824676814809149,,,mirrorreveal/0.00023669572764211606,,,,,physicalscarspsychologicalscars/0.00041492699878115195,,,,,,,,,,,,,,,,,,,givethebabyafather/0.0003834600881958203,,,,,,,,,characterdepth/0.00012061271257990592,
heroicvow/0.0003824676814809149,,,therealremingtonsteele/0.00023669572764211606,,,,,livingdollcollector/0.00041492699878115195,,,,,,,,,,,,,,,,,,,desksweepofpassion/0.0003834600881958203,,,,,,,,,yugiohgx/0.00012061271257990592,
framedforheroism/0.0003824676814809149,,,thisisnotadrill/0.00023669572764211606,,,,,unrequitedtragicmaiden/0.00041492699878115195,,,,,,,,,,,,,,,,,,,sexinasharedroom/0.0003834600881958203,,,,,,,,,loveitorhateit/0.00012061271257990592,
perspectiveflip/0.0003824676814809149,,,gendernormativeparentplot/0.00023669572764211606,,,,,manyspiritsinsideofone/0.00041492699878115195,,,,,,,,,,,,,,,,,,,hirethecritic/0.0003834600881958203,,,,,,,,,theclimax/0.00012061271257990592,
disabledmeanshelpless/0.0003824676814809149,,,fatcomicrelief/0.00023669572764211606,,,,,sealedbadassinacan/0.00041492699878115195,,,,,,,,,,,,,,,,,,,ringonanecklace/0.0003834600881958203,,,,,,,,,thesevendeadlysins/0.00012061271257990592,
unconfession/0.00035696983604885385,,,saunaofdeath/0.00023669572764211606,,,,,decapitationrequired/0.00041492699878115195,,,,,,,,,,,,,,,,,,,sexchangeseverything/0.0003834600881958203,,,,,,,,,thisismystory/0.00012061271257990592,
sanitystrengthening/0.00035696983604885385,,,awildrapperappears/0.00023669572764211606,,,,,splitpersonalitymakeover/0.00041492699878115195,,,,,,,,,,,,,,,,,,,eyesalwaysaverted/0.0003834600881958203,,,,,,,,,experiencebooster/0.00012061271257990592,
voodoozombie/0.00035696983604885385,,,fatteningthevictim/0.00023669572764211606,,,,,heartdrive/0.00041492699878115195,,,,,,,,,,,,,,,,,,,thisisyoursong/0.0003834600881958203,,,,,,,,,standardjapanesefantasysetting/0.00012061271257990592,
chancemeetingbetweenantagonists/0.00035696983604885385,,,eatthat/0.00023669572764211606,,,,,mortalwoundreveal/0.00041492699878115195,,,,,,,,,,,,,,,,,,,falsewidow/0.0003834600881958203,,,,,,,,,stalkedbythebell/0.00012061271257990592,
cantbathewithoutaweapon/0.00035696983604885385,,,escalatingpunchline/0.00023669572764211606,,,,,deadserious/0.00041492699878115195,,,,,,,,,,,,,,,,,,,gymbunny/0.0003834600881958203,,,,,,,,,rulesareforhumans/0.00012061271257990592,
derivativedifferentiation/0.00035696983604885385,,,murderousmalfunctioningmachine/0.00023669572764211606,,,,,hewillnotcrysoicryforhim/0.00041492699878115195,,,,,,,,,,,,,,,,,,,controversyproofimage/0.0003834600881958203,,,,,,,,,pointandclickmap/0.00012061271257990592,
creditsmontage/0.00035696983604885385,,,criticaldissonance/0.00023669572764211606,,,,,wellexcusemeprincess/0.00041492699878115195,,,,,,,,,,,,,,,,,,,appealtoworseproblems/0.0003834600881958203,,,,,,,,,playerarchetypes/0.00012061271257990592,
desecratingthedead/0.00035696983604885385,,,realityisouttolunch/0.00023669572764211606,,,,,staffcreatedfanwork/0.00041492699878115195,,,,,,,,,,,,,,,,,,,quotingmyself/0.0003834600881958203,,,,,,,,,thatoneboss/0.00012061271257990592,
thepresentswereneverfromsanta/0.00035696983604885385,,,growoldwithme/0.00023669572764211606,,,,,dangerouslyshortskirt/0.00041492699878115195,,,,,,,,,,,,,,,,,,,jewishsmartass/0.0003834600881958203,,,,,,,,,tomorrowland/0.00012061271257990592,
standaloneepisode/0.00035696983604885385,,,removedfromthepicture/0.00023669572764211606,,,,,hijackingcthulhu/0.00041492699878115195,,,,,,,,,,,,,,,,,,,rankedbyiq/0.0003834600881958203,,,,,,,,,offscreenstartbonus/0.00012061271257990592,
finalgirl/0.00035696983604885385,,,defensivewhat/0.00023669572764211606,,,,,villainousunderdog/0.00041492699878115195,,,,,,,,,,,,,,,,,,,thebridewithapast/0.0003834600881958203,,,,,,,,,arbitraryequipmentrestriction/0.00012061271257990592,
batheherandbringhertome/0.00035696983604885385,,,overtoperative/0.00023669572764211606,,,,,hollywooddarkness/0.00041492699878115195,,,,,,,,,,,,,,,,,,,loveinformant/0.0003834600881958203,,,,,,,,,nextlifeasafictionalcharacter/0.00012061271257990592,
mandatorymotherhood/0.00035696983604885385,,,onlyonewholikesspam/0.00023669572764211606,,,,,clothesmakethelegend/0.00041492699878115195,,,,,,,,,,,,,,,,,,,menarechildish/0.0003834600881958203,,,,,,,,,threestrikecombo/0.00012061271257990592,
undercoverwhenalone/0.00035696983604885385,,,itwasadarkandstormynight/0.00023669572764211606,,,,,theslowwalk/0.00041492699878115195,,,,,,,,,,,,,,,,,,,cueoclock/0.0003834600881958203,,,,,,,,,treasurehunter/0.00012061271257990592,
thwartedcoupdegrace/0.00035696983604885385,,,seriouslyscruffy/0.00023669572764211606,,,,,hurtinghero/0.00041492699878115195,,,,,,,,,,,,,,,,,,,wthcastingagency/0.0003834600881958203,,,,,,,,,cuteslimemook/0.00012061271257990592,
goodisboring/0.00035696983604885385,,,thatcloudlookslike/0.00023669572764211606,,,,,falseutopia/0.00041492699878115195,,,,,,,,,,,,,,,,,,,infomercial/0.0003834600881958203,,,,,,,,,counterspell/0.00012061271257990592,
itsalwayssunnyatfunerals/0.00035696983604885385,,,nevertrustahairtonic/0.00023669572764211606,,,,,thenamesake/0.00041492699878115195,,,,,,,,,,,,,,,,,,,blacklikeme/0.0003834600881958203,,,,,,,,,wantedmeter/0.00012061271257990592,
isthatwhathetoldyou/0.00035696983604885385,,,myopicarchitecture/0.00023669572764211606,,,,,whatisevil/0.00041492699878115195,,,,,,,,,,,,,,,,,,,businesstripadultery/0.0003834600881958203,,,,,,,,,prestigiousplayertitle/0.00012061271257990592,
uncannyvillage/0.00035696983604885385,,,accidentalaesop/0.00023669572764211606,,,,,psychologicalhorror/0.00041492699878115195,,,,,,,,,,,,,,,,,,,dramaclub/0.0003834600881958203,,,,,,,,,loadingscreen/0.00012061271257990592,
thespook/0.00035696983604885385,,,solidgoldpoop/0.00023669572764211606,,,,,sadbattlemusic/0.00041492699878115195,,,,,,,,,,,,,,,,,,,karmicstd/0.0003834600881958203,,,,,,,,,antidebuff/0.00012061271257990592,
adaptationtitlechange/0.00035696983604885385,,,thelittledetecto/0.00023669572764211606,,,,,lovelyangels/0.00041492699878115195,,,,,,,,,,,,,,,,,,,fatedrivesustogether/0.0003834600881958203,,,,,,,,,manameter/0.00012061271257990592,
theparanoiac/0.00035696983604885385,,,speaksinshoutouts/0.00023669572764211606,,,,,helplessgoodside/0.00041492699878115195,,,,,,,,,,,,,,,,,,,sublimerhyme/0.0003834600881958203,,,,,,,,,theloonie/0.00012061271257990592,
thirdactstupidity/0.00035696983604885385,,,doorstopper/0.00023669572764211606,,,,,smitingevilfeelsgood/0.00041492699878115195,,,,,,,,,,,,,,,,,,,scienceiswrong/0.0003834600881958203,,,,,,,,,multiplegovernmentpolity/0.00012061271257990592,
pillowpistol/0.00035696983604885385,,,terminatorimpersonator/0.00023669572764211606,,,,,cincinnatus/0.00041492699878115195,,,,,,,,,,,,,,,,,,,filibusterfreefall/0.0003834600881958203,,,,,,,,,dramatica/0.00012061271257990592,
likerealityunlessnoted/0.00035696983604885385,,,intentionallyawkwardtitle/0.00023669572764211606,,,,,ominousmultiplescreens/0.00041492699878115195,,,,,,,,,,,,,,,,,,,sentimentaldrunk/0.0003834600881958203,,,,,,,,,playerheadquarters/0.00012061271257990592,
dragonlady/0.00035696983604885385,,,embarrassingpassword/0.00023669572764211606,,,,,decadedissonance/0.00041492699878115195,,,,,,,,,,,,,,,,,,,sexforproduct/0.0003834600881958203,,,,,,,,,scratchdamage/0.00012061271257990592,
meaningfullook/0.00035696983604885385,,,emergencycargodump/0.00023669572764211606,,,,,thecorruptible/0.00041492699878115195,,,,,,,,,,,,,,,,,,,smokyvoice/0.0003834600881958203,,,,,,,,,godeating/0.00012061271257990592,
bloodfromeveryorifice/0.00035696983604885385,,,disappearingbox/0.00023669572764211606,,,,,dragontheirfeet/0.00041492699878115195,,,,,,,,,,,,,,,,,,,museumofboredom/0.0003834600881958203,,,,,,,,,sackheadslasher/0.00012061271257990592,
blamingthevictim/0.00035696983604885385,,,karmicoverkill/0.00023669572764211606,,,,,artisticlicenseengineering/0.00041492699878115195,,,,,,,,,,,,,,,,,,,liveactioncartoon/0.0003834600881958203,,,,,,,,,waterfallintotheabyss/0.00012061271257990592,
kinkycuffs/0.00035696983604885385,,,comicallysmalldemand/0.00023669572764211606,,,,,kevlard/0.00041492699878115195,,,,,,,,,,,,,,,,,,,mimingthecues/0.0003834600881958203,,,,,,,,,thebattledidntcount/0.00012061271257990592,
reusablelightertoss/0.00035696983604885385,,,unnecessaryroughness/0.00023669572764211606,,,,,gottakillthemall/0.00041492699878115195,,,,,,,,,,,,,,,,,,,hypocriticalsinging/0.0003834600881958203,,,,,,,,,scrub/0.00012061271257990592,
carvedmark/0.00035696983604885385,,,crylaughing/0.00023669572764211606,,,,,tokenmotivationalnemesis/0.00041492699878115195,,,,,,,,,,,,,,,,,,,imaginedinnuendo/0.0003834600881958203,,,,,,,,,secretlevel/0.00012061271257990592,
eternallove/0.00035696983604885385,,,ridiculousfuturesequelisation/0.00022354596499533184,,,,,vaginadentata/0.00041492699878115195,,,,,,,,,,,,,,,,,,,impossiblymundaneexplanation/0.0003834600881958203,,,,,,,,,globalcurrencyexception/0.00012061271257990592,
raisedbydudes/0.00035696983604885385,,,puppetpermutation/0.00022354596499533184,,,,,masterpoisoner/0.00041492699878115195,,,,,,,,,,,,,,,,,,,socialmediaisbad/0.0003834600881958203,,,,,,,,,healergod/0.00012061271257990592,
friendsallalong/0.00035696983604885385,,,interruptingmeme/0.00022354596499533184,,,,,lyricalcoldopen/0.00041492699878115195,,,,,,,,,,,,,,,,,,,deadair/0.0003834600881958203,,,,,,,,,singleattemptgame/0.00012061271257990592,
lovabletraitor/0.00035696983604885385,,,justignoreit/0.00022354596499533184,,,,,forgreatjustice/0.00041492699878115195,,,,,,,,,,,,,,,,,,,outhumblingeachother/0.0003834600881958203,,,,,,,,,fisticuffsboss/0.00012061271257990592,
