Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
convenientmisfire/0.00026225380923657917,trainstationgoodbye/0.0004472938720739526,,bungledhypnotism/0.0003510329661253188,celebrityisoverrated/0.00046029751293216823,interrupteddeclarationoflove/0.0003117189630891349,ruggedscar/0.0004457805159623716,mouthcam/0.00033220138786357596,,,geometricmagic/0.000348105502744678,quittingtogetmarried/0.00037280227048608604,mycountrytisoftheethatisting/0.00033713959044868883,outofsightoutofmind/0.00023853065118867775,,,,,,
hollywoodpolicedrivingacademy/0.00026225380923657917,allergictolove/0.0004472938720739526,,halloweencostumecharacterization/0.0003510329661253188,signaturesoundeffect/0.00046029751293216823,sciencefictionfanfic/0.0003117189630891349,stupidjetpackhitler/0.0004457805159623716,railroadindex/0.00033220138786357596,,,magicalgesture/0.000348105502744678,datingdosido/0.00037280227048608604,mayiborrowacupofsugar/0.00033713959044868883,cityofgold/0.00023853065118867775,,,,,,
sleightofhandiness/0.00026225380923657917,swirlie/0.0004472938720739526,,toiletpaperprank/0.00034070846712163294,heroicdog/0.00046029751293216823,mycard/0.0003117189630891349,boldlycoming/0.0004457805159623716,allasianswearconicalstrawhats/0.00033220138786357596,,,soulpower/0.000348105502744678,littlemissconartist/0.00037280227048608604,scalemodeldestruction/0.00033713959044868883,castofpersonifications/0.00023853065118867775,,,,,,
thecavalieryears/0.00026225380923657917,mysiblingwilllivethroughme/0.0004472938720739526,,handsgodown/0.00034070846712163294,strippoker/0.00046029751293216823,creepycockroach/0.0003117189630891349,casualinterstellartravel/0.0004457805159623716,grouppictureending/0.0003198976327575176,,,powerstereotypeflip/0.000348105502744678,ontherebound/0.00037280227048608604,dadaad/0.00033713959044868883,aloadofbull/0.00023853065118867775,,,,,,
hollywoodblanks/0.00026225380923657917,bettyandveronicaswitch/0.0004472938720739526,,eatingpetfood/0.00034070846712163294,theperfectionist/0.00045299120320308617,mundaneluxury/0.0003117189630891349,unfinisheduntestedusedanyway/0.0004457805159623716,wingedunicorn/0.0003198976327575176,,,joustinglance/0.000348105502744678,missionbriefing/0.00037280227048608604,hastwothumbsand/0.00033713959044868883,spiritualcrossover/0.00023853065118867775,,,,,,
cancellation/0.00026225380923657917,tripleshifter/0.0004472938720739526,,allelectionsareseriousbusiness/0.00034070846712163294,whoslaughingnow/0.00045299120320308617,orsoiheard/0.0003117189630891349,universebible/0.0004457805159623716,visiblesigh/0.0003198976327575176,,,gothgirlsknowmagic/0.000348105502744678,bloodyhorror/0.00037280227048608604,spoilingshoutout/0.00033713959044868883,alternatedvdcommentary/0.00023853065118867775,,,,,,
trialruncrime/0.00026225380923657917,publicbathhousescene/0.0004472938720739526,,vampirevords/0.00034070846712163294,getrichquickscheme/0.00045299120320308617,nonanswer/0.0003117189630891349,capebusters/0.0004457805159623716,sweetheartsipping/0.0003198976327575176,,,comicallyinvinciblehero/0.000348105502744678,thisisnotadrill/0.0003607763907929865,twoforoneshow/0.00033713959044868883,weakerintherealworld/0.0002186530969229546,,,,,,
theidealist/0.00026225380923657917,actiongirlfriend/0.0004472938720739526,,writerssuck/0.00034070846712163294,desertedisland/0.00045299120320308617,unreliableexpositor/0.0003117189630891349,parryingbullets/0.0004457805159623716,mermaidmedia/0.0003198976327575176,,,superheroschool/0.000348105502744678,sleepingtheirwaytothetop/0.0003607763907929865,sabotutor/0.00033713959044868883,trexpy/0.0002186530969229546,,,,,,
trappedbehindenemylines/0.00026225380923657917,eloquentinmynativetongue/0.0004472938720739526,,earpiececonversation/0.00034070846712163294,voicesarenotmental/0.00045299120320308617,theblindleadingtheblind/0.0003117189630891349,boomerangcomeback/0.0004457805159623716,iknewit/0.0003198976327575176,,,fromzerotohero/0.000348105502744678,nazigold/0.0003607763907929865,tvdocumentary/0.00033713959044868883,mywayorthehighway/0.0002186530969229546,,,,,,
decoytrial/0.00026225380923657917,redlightdistrict/0.0004472938720739526,,weirdsun/0.00034070846712163294,fictionalcurrency/0.00045299120320308617,discontinuitynod/0.0003117189630891349,literalsurveillancebug/0.0004457805159623716,viewergenderconfusion/0.0003198976327575176,,,thearchmage/0.000348105502744678,popuptexting/0.0003607763907929865,busbyberkeleynumber/0.00033713959044868883,friendlyskeleton/0.0002186530969229546,,,,,,
occamsrazor/0.00026225380923657917,financialabuse/0.0004472938720739526,,whydontyoumarryit/0.00034070846712163294,stealthparody/0.00045299120320308617,costumer/0.0003117189630891349,inspaceeveryonecanseeyourface/0.0004457805159623716,sistinesteal/0.0003198976327575176,,,justicewillprevail/0.000348105502744678,webisode/0.0003607763907929865,firstgrayhair/0.00033713959044868883,gamemaster/0.0002186530969229546,,,,,,
everyonedies/0.00026225380923657917,moecouplet/0.0004472938720739526,,bedtimebrainwashing/0.00034070846712163294,lostaesop/0.00045299120320308617,lessembarrassingterm/0.0003117189630891349,poisonedweapons/0.0004457805159623716,furbikini/0.0003198976327575176,,,turtleisland/0.000348105502744678,isitalwayslikethis/0.0003607763907929865,prenupblowup/0.00033713959044868883,kabukitheatre/0.0002186530969229546,,,,,,
sunshinenoir/0.00023602842831292123,memeticpsychopath/0.0004472938720739526,,pushoverparents/0.00034070846712163294,secondpersonattack/0.00044568489347400416,jokerjury/0.0003117189630891349,plugnplaytechnology/0.0004457805159623716,wingdinglish/0.0003198976327575176,,,outdatedbycanon/0.000348105502744678,hospitalparadiso/0.0003607763907929865,lifeoftheparty/0.00033713959044868883,friendofmaskedself/0.0002186530969229546,,,,,,
nogoingsteady/0.00023602842831292123,ihavebrothers/0.0004472938720739526,,lastdaytolive/0.00034070846712163294,skirtoverslacks/0.00044568489347400416,enragedbyidiocy/0.0003117189630891349,bodyguardbabes/0.0004457805159623716,suddenlyvoiced/0.0003198976327575176,,,bloodlust/0.000348105502744678,suicidebypills/0.0003607763907929865,unplannedcrossdressing/0.00033713959044868883,replacementmooks/0.0002186530969229546,,,,,,
railroadplot/0.00023602842831292123,astronomiczoom/0.0004472938720739526,,twomenonedress/0.00034070846712163294,theend/0.00044568489347400416,heyyouhaymaker/0.0003117189630891349,almostoutofoxygen/0.0004457805159623716,solidclouds/0.0003075938776514592,,,summoneverymanhero/0.000348105502744678,wirefu/0.0003607763907929865,villainousgentrification/0.00033713959044868883,bewaretheskullbase/0.0002186530969229546,,,,,,
literallyfallinginlove/0.00023602842831292123,levitatinglotusposition/0.00043486904229412057,,skiresortepisode/0.00034070846712163294,goldfever/0.00044568489347400416,wantingisbetterthanhaving/0.0003117189630891349,alongtimeagoinagalaxyfarfaraway/0.0004457805159623716,handhidingsleeves/0.0003075938776514592,,,thepowerofblood/0.000348105502744678,catfishing/0.0003607763907929865,accidentalbid/0.00033713959044868883,fogfeet/0.0002186530969229546,,,,,,
goldenage/0.00023602842831292123,strippingsnag/0.00043486904229412057,,lamerhymedodge/0.00034070846712163294,cryptidepisode/0.00044568489347400416,wasitreallyworthit/0.0003117189630891349,distresscall/0.00043435024632231076,waterfallpuke/0.0003075938776514592,,,voodoozombie/0.000348105502744678,europeansarekinky/0.00034875051109988696,subliminaladvertising/0.00033713959044868883,tryeverything/0.0002186530969229546,,,,,,
footprintsofmuck/0.00023602842831292123,prayerisalastresort/0.00043486904229412057,,deepfriedwhatever/0.00034070846712163294,bigreddevil/0.00044568489347400416,thechriscartereffect/0.0003117189630891349,eatingoptional/0.00043435024632231076,awesomenessisvolatile/0.0003075938776514592,,,justtoyingwiththem/0.000348105502744678,glamoroussinglemother/0.00034875051109988696,subwayssuck/0.00033713959044868883,ursinealiens/0.0002186530969229546,,,,,,
sixtieshair/0.00023602842831292123,pleasedumpme/0.00043486904229412057,,timecapsule/0.00034070846712163294,ambiguoustimeperiod/0.00044568489347400416,labcoatofscienceandmedicine/0.0003117189630891349,allencompassingmantle/0.00043435024632231076,knewitallalong/0.0003075938776514592,,,harpingonaboutharpies/0.000348105502744678,blindfoldedtrip/0.00034875051109988696,sillylovesongs/0.00033713959044868883,residualevilentity/0.0002186530969229546,,,,,,
expertconsultant/0.00023602842831292123,extranormalinstitute/0.00043486904229412057,,oneneighborneighborhood/0.00034070846712163294,noteviljustmisunderstood/0.00044568489347400416,everythingslouderwithbagpipes/0.0003117189630891349,mysteriouswatcher/0.00043435024632231076,worldgonemad/0.0003075938776514592,,,herosevilpredecessor/0.000348105502744678,lovetheme/0.00034875051109988696,cuttingtheelectronicleash/0.00033713959044868883,headbob/0.0002186530969229546,,,,,,
delayednarratorintroduction/0.00023602842831292123,raisedastheoppositegender/0.00043486904229412057,,creatorsapathy/0.00034070846712163294,donttouchityouidiot/0.00044568489347400416,confrontingyourimposter/0.0003061525530339718,translationcorrection/0.00043435024632231076,regalringlets/0.0003075938776514592,,,diedstandingup/0.000348105502744678,greedyjew/0.00034875051109988696,hollywooddresscode/0.00033713959044868883,bridgelogic/0.0002186530969229546,,,,,,
hordesfromtheeast/0.00023602842831292123,itwasagift/0.00043486904229412057,,rockyrollcall/0.00034070846712163294,fanconvention/0.0004383785837449221,sevendeadlysins/0.0003061525530339718,heroicwannabe/0.00043435024632231076,deathbygenresavviness/0.0002952901225454009,,,theoriginalseries/0.000348105502744678,historicalfiction/0.00034875051109988696,crawl/0.00033713959044868883,rainbowsandunicorns/0.0002186530969229546,,,,,,
murderbysuicide/0.00023602842831292123,machocamp/0.00043486904229412057,,analprobing/0.00034070846712163294,graduatefromthestory/0.0004383785837449221,allgermansarenazis/0.0003061525530339718,unevenhybrid/0.00043435024632231076,kabukisounds/0.0002952901225454009,,,ourdwarvesareallthesame/0.000348105502744678,gaschamber/0.00034875051109988696,breakingbadnewsgently/0.00033713959044868883,scaryjackinthebox/0.0002186530969229546,,,,,,
threeminutesofwrithing/0.00023602842831292123,frenchmaidoutfit/0.00043486904229412057,,isthisthingon/0.00034070846712163294,guiltypleasures/0.0004383785837449221,famousancestor/0.0003061525530339718,adrenalinemakeover/0.00043435024632231076,gameplayandstorysegregation/0.0002952901225454009,,,excaliburintherust/0.000348105502744678,accidentaladultery/0.00034875051109988696,jewishamericanprincess/0.00032248134738570235,supervillain/0.0002186530969229546,,,,,,
naziprotagonist/0.00023602842831292123,whyfandomcanthavenicethings/0.00043486904229412057,,badasssanta/0.00034070846712163294,moneyfetish/0.0004383785837449221,bloodbrothers/0.0003061525530339718,robofamily/0.00043435024632231076,astralfinale/0.0002952901225454009,,,satanisgood/0.000348105502744678,themoviebuff/0.00034875051109988696,theartofbraremoval/0.00032248134738570235,woundedheroweakerhelper/0.0002186530969229546,,,,,,
thwartedescape/0.00023602842831292123,smalltownboredom/0.00043486904229412057,,parodyproductplacement/0.00034070846712163294,oblivioustohisowndescription/0.0004383785837449221,significantreferencedate/0.0003061525530339718,villaintakesaninterest/0.00043435024632231076,slidingscaleoflivingtoys/0.0002952901225454009,,,livingaphrodisiac/0.0003347168295621904,suicidebysea/0.00034875051109988696,msredink/0.00032248134738570235,thesmartoneturnstraitor/0.0002186530969229546,,,,,,
beardofbarbarism/0.00023602842831292123,territorialsmurfette/0.00043486904229412057,,thenotsoharmlesspunishment/0.00034070846712163294,condescendingcompassion/0.0004383785837449221,debateandswitch/0.0003061525530339718,planeteater/0.00043435024632231076,painpoweredleap/0.0002952901225454009,,,slidingscaleofvampirefriendliness/0.0003347168295621904,patientoftheweek/0.00034875051109988696,modernminstrelsy/0.00032248134738570235,rocketride/0.0002186530969229546,,,,,,
savedbythecoffin/0.00023602842831292123,thethreefacesofadam/0.00043486904229412057,,rightonqueue/0.00034070846712163294,parrotexposition/0.0004383785837449221,amnesiadanger/0.0003061525530339718,somekindofforcefield/0.00043435024632231076,earsashair/0.0002952901225454009,,,rockthemenaming/0.0003347168295621904,numberedsequels/0.0003367246314067874,creatorsontheautismspectrum/0.00032248134738570235,creatinglifeisunforeseen/0.0002186530969229546,,,,,,
warmplacewarmlighting/0.00023602842831292123,psychologicalprojection/0.00043486904229412057,,raidersofthelostparody/0.00034070846712163294,giftedlybad/0.0004383785837449221,madwomanintheattic/0.0003061525530339718,mysteriousparent/0.00043435024632231076,whitebunny/0.0002952901225454009,,,elementalshapeshifter/0.0003347168295621904,stillgotit/0.0003367246314067874,rightwaywrongwaypair/0.00032248134738570235,mothernature/0.0002186530969229546,,,,,,
improbabletaxonomyskills/0.00023602842831292123,childrenforcedtokill/0.00043486904229412057,,lampshadewearing/0.00034070846712163294,ilovenuclearpower/0.0004383785837449221,evillawyerjoke/0.0003061525530339718,badpowersbadpeople/0.00043435024632231076,kevlard/0.0002952901225454009,,,nonhumanloverreveal/0.0003347168295621904,plaguedbynightmares/0.0003367246314067874,invisiblecelebrityguest/0.00032248134738570235,villainlovesong/0.0002186530969229546,,,,,,
gentlemandetective/0.00023602842831292123,youneverdidthatforme/0.00043486904229412057,,burpingcontest/0.00034070846712163294,iforgoticouldfly/0.0004383785837449221,paranormalepisode/0.0003061525530339718,dangeroussixteenthbirthday/0.00043435024632231076,suplexfinisher/0.0002829863674393425,,,moveinthefrozentime/0.0003347168295621904,psychologistteacher/0.0003367246314067874,jewishcomplaining/0.00032248134738570235,cumulonemesis/0.0002186530969229546,,,,,,
plunder/0.00023602842831292123,clingycostume/0.00043486904229412057,,myfavoriteshirt/0.00034070846712163294,foreignexchangestudent/0.0004310722740158401,knighttemplarparent/0.0003061525530339718,electronicspeechimpediment/0.00043435024632231076,fivemanbandconcert/0.0002829863674393425,,,innbetweentheworlds/0.0003347168295621904,doubleinlawmarriage/0.0003367246314067874,chippendalesdancers/0.00032248134738570235,peltsofthebarbarian/0.0002186530969229546,,,,,,
chorecharacterexploration/0.00023602842831292123,electivemute/0.00043486904229412057,,sheetofglass/0.00034070846712163294,itsthesamenowitsucks/0.0004310722740158401,everymanhashisprice/0.0003061525530339718,godcreatedcanonforeigner/0.00043435024632231076,heavyvoice/0.0002829863674393425,,,sheathstrike/0.0003347168295621904,cardboardboxofunemployment/0.0003367246314067874,goldenmeanfallacy/0.00032248134738570235,technologicalpacifist/0.00019877554265723145,,,,,,
victoriannoveldisease/0.00023602842831292123,seamlessspontaneouslie/0.00043486904229412057,,sdrawkcabspeech/0.00034070846712163294,versustitle/0.0004310722740158401,acquiredpoisonimmunity/0.0003061525530339718,futurefoodisartificial/0.00043435024632231076,apignamedporkchop/0.0002829863674393425,,,timeandrelativedimensionsinspace/0.0003347168295621904,hollywoodold/0.0003367246314067874,overreactingairportsecurity/0.00032248134738570235,serpentstaff/0.00019877554265723145,,,,,,
notsosafeharbor/0.00023602842831292123,mostfanficwritersaregirls/0.00043486904229412057,,roadsidewave/0.00034070846712163294,theahnold/0.0004310722740158401,dungeonbypass/0.0003061525530339718,braincomputerinterface/0.00042291997668224995,freezesneeze/0.0002829863674393425,,,elementalbaggage/0.0003347168295621904,liquidcourage/0.0003367246314067874,imgoingtohellforthis/0.00032248134738570235,meninblack/0.00019877554265723145,,,,,,
slasherspreferblondes/0.00023602842831292123,myparentsaredead/0.00043486904229412057,,euphemismbuster/0.00034070846712163294,twinklesmile/0.0004310722740158401,professorguineapig/0.0003061525530339718,tamerandchaster/0.00042291997668224995,themagictouch/0.0002829863674393425,,,boomstick/0.0003347168295621904,givethebabyafather/0.0003367246314067874,youknowwhattheysay/0.00032248134738570235,killerspacemonkey/0.00019877554265723145,,,,,,
flashmobcoverup/0.00023602842831292123,fivefingerdiscount/0.00043486904229412057,,allballoonshavehelium/0.00034070846712163294,stocknessmonster/0.0004310722740158401,jadecoloredglasses/0.0003061525530339718,artificialfamilymember/0.00042291997668224995,lineboil/0.0002829863674393425,,,stakingthelovedone/0.0003347168295621904,ikeaweaponry/0.0003367246314067874,whitedudeblackdude/0.00032248134738570235,thiswaytocertaindeath/0.00019877554265723145,,,,,,
joblessparentdrama/0.00023602842831292123,scriptfic/0.00043486904229412057,,suddeneyecolour/0.00034070846712163294,fireandbrimstonehell/0.0004310722740158401,lastnotenightmare/0.0003061525530339718,gofortheeye/0.00042291997668224995,mickeymouse/0.0002829863674393425,,,thepowerofcreation/0.0003347168295621904,elevatorgoingdown/0.0003246987517136879,becauseyoucancope/0.00032248134738570235,vertebratewithextralimbs/0.00019877554265723145,,,,,,
campfollower/0.00023602842831292123,thechainofharm/0.00043486904229412057,,fishingepisode/0.0003303839681179471,slowclap/0.0004310722740158401,phoneycall/0.0003061525530339718,ancientevil/0.00042291997668224995,humanhummingbird/0.0002829863674393425,,,poltergeist/0.0003347168295621904,marryforlove/0.0003246987517136879,holidayvolunteering/0.00032248134738570235,biganimeeyes/0.00019877554265723145,,,,,,
banteringbaddiebuddies/0.00023602842831292123,almightymom/0.00043486904229412057,,peptalksong/0.0003303839681179471,aladyoneacharm/0.0004310722740158401,libationforthedead/0.0003061525530339718,sapientship/0.00042291997668224995,parasolparachute/0.0002829863674393425,,,machineblood/0.0003347168295621904,honestyisthebestpolicy/0.0003246987517136879,moneydumb/0.00032248134738570235,pinballzone/0.00019877554265723145,,,,,,
gooddocbaddoc/0.00023602842831292123,tamehisanger/0.00043486904229412057,,instantsoprano/0.0003303839681179471,livingstatue/0.0004310722740158401,midseasonreplacement/0.0003061525530339718,spoiledbythemerchandise/0.00042291997668224995,nottheintendeduse/0.0002829863674393425,,,opinionmyopia/0.0003347168295621904,backstabbingthealphabitch/0.0003246987517136879,pornnames/0.00032248134738570235,phlebotinummuncher/0.00019877554265723145,,,,,,
spicerackpanacea/0.00023602842831292123,guineapigfamily/0.00043486904229412057,,tapedoverturmoil/0.0003303839681179471,masshypnosis/0.0004310722740158401,onlybarelyrenewed/0.0003061525530339718,speeddemon/0.00042291997668224995,martialartsandcrafts/0.0002829863674393425,,,elementalrivalry/0.0003347168295621904,theintern/0.0003246987517136879,livesinavan/0.00032248134738570235,springcoil/0.00019877554265723145,,,,,,
suppressedhistory/0.00023602842831292123,pickonsomeoneyourownsize/0.00043486904229412057,,paperpeople/0.0003303839681179471,meadowrun/0.0004310722740158401,yearoutsidehourinside/0.0003061525530339718,hostileterraforming/0.00042291997668224995,oddlyvisibleeyebrows/0.0002829863674393425,,,religioushorror/0.0003347168295621904,abandonedarea/0.0003246987517136879,defacementinsult/0.00032248134738570235,onetrackmindedhunger/0.00019877554265723145,,,,,,
seeminglywholesomefiftiesgirl/0.00023602842831292123,allegedlookalikes/0.00042244421251428857,,barbaricbully/0.0003303839681179471,popculturepunepisodetitle/0.0004310722740158401,fauxshadow/0.0003061525530339718,evilmakesyouugly/0.00042291997668224995,yearx/0.00027068261233328413,,,timelinealteringmacguffin/0.0003347168295621904,foilerfootage/0.0003246987517136879,nobodythinksitwillwork/0.00032248134738570235,unstablegeneticcode/0.00019877554265723145,,,,,,
stringingthehopelesssuitoralong/0.00023602842831292123,girl/0.00042244421251428857,,foolishhusbandresponsiblewife/0.0003303839681179471,maycontainevil/0.0004310722740158401,finalspeech/0.0003061525530339718,spaceelves/0.00042291997668224995,actionizedadaptation/0.00027068261233328413,,,hominglasers/0.0003347168295621904,manlyfacialhair/0.0003246987517136879,thetroublewithtickets/0.00032248134738570235,goombastomp/0.00019877554265723145,,,,,,
introductionbyhookup/0.00023602842831292123,realmenhatesugar/0.00042244421251428857,,notonthelist/0.0003303839681179471,eatthedog/0.0004310722740158401,thelasttitle/0.0003061525530339718,mugglepower/0.00042291997668224995,ferriswheelofdoom/0.00027068261233328413,,,cutlassbetweentheteeth/0.0003347168295621904,ridiculousfuturesequelisation/0.0003246987517136879,cultureblind/0.00032248134738570235,ninjaschool/0.00019877554265723145,,,,,,
justkeepdriving/0.00023602842831292123,whywouldanyonetakehimback/0.00042244421251428857,,childhoodbraindamage/0.0003303839681179471,circusoffear/0.0004310722740158401,twopersonlovetriangle/0.0003005861429788087,slavecollar/0.00042291997668224995,heroicmime/0.00027068261233328413,,,crutchcharacter/0.0003347168295621904,plentyofblondes/0.0003246987517136879,antilovesong/0.00032248134738570235,monstershapedmountain/0.00019877554265723145,,,,,,
youalwayshearthebullet/0.00023602842831292123,demandoverload/0.00042244421251428857,,onlyonewholikesspam/0.0003303839681179471,rushmorerefacement/0.0004310722740158401,cigarchomper/0.0003005861429788087,braidsofaction/0.00042291997668224995,protagonisttitlefallacy/0.00027068261233328413,,,realitywritingbook/0.0003347168295621904,batheherandbringhertome/0.0003246987517136879,coattailridingrelative/0.00032248134738570235,postfinalboss/0.00019877554265723145,,,,,,
theschizophreniaconspiracy/0.00023602842831292123,inlovewithlove/0.00042244421251428857,,humiliatingwager/0.0003303839681179471,consultingmisterpuppet/0.0004310722740158401,villainsneverlie/0.0003005861429788087,laserguidedtykebomb/0.00042291997668224995,winwinending/0.00027068261233328413,,,punchparry/0.0003347168295621904,hollywoodsatanism/0.0003246987517136879,illtakethatasacompliment/0.00032248134738570235,brutishbulls/0.00019877554265723145,,,,,,
fighttosurvive/0.00020980304738926333,noherotohisvalet/0.00042244421251428857,,breakingthecycleofbadparenting/0.0003303839681179471,andcallhimgeorge/0.000423765964286758,hiddendisdainreveal/0.0003005861429788087,animatedarmor/0.00042291997668224995,nerf/0.00027068261233328413,,,ghostlychill/0.0003347168295621904,happymarriagecharade/0.0003246987517136879,bowchickawowwow/0.00032248134738570235,counterearth/0.00019877554265723145,,,,,,
evilstatesofamerica/0.00020980304738926333,literallylovingthyneighbor/0.00042244421251428857,,kidsshowmascotparody/0.0003303839681179471,justjokingjustification/0.000423765964286758,driventomadness/0.0003005861429788087,immortalitybeginsattwenty/0.00042291997668224995,commissarcap/0.00027068261233328413,,,fireismasculine/0.0003347168295621904,gratuitousnazis/0.0003246987517136879,makeuporbreakup/0.00032248134738570235,icepalace/0.00019877554265723145,,,,,,
lecherousstepparent/0.00020980304738926333,sensualslavs/0.00042244421251428857,,impossibleshadowpuppets/0.0003303839681179471,iknowkarate/0.000423765964286758,omniscientdatabase/0.0003005861429788087,beyondredemption/0.00042291997668224995,dontcelebratejustyet/0.00027068261233328413,,,lovedonesmontage/0.0003347168295621904,strawmanhasapoint/0.0003246987517136879,angrywhiteman/0.00032248134738570235,iconicattributeadoptionmoment/0.00019877554265723145,,,,,,
plainjane/0.00020980304738926333,pitbulldatespuppy/0.00042244421251428857,,pieeyed/0.0003303839681179471,ageinappropriatedress/0.000423765964286758,obligatoryjoke/0.0003005861429788087,upgradeartifact/0.00042291997668224995,caringgardener/0.00027068261233328413,,,vampirebitessuck/0.0003347168295621904,drunkensong/0.0003246987517136879,gameshowgoofballs/0.00032248134738570235,punbasedcreature/0.00019877554265723145,,,,,,
firearmsarerevolutionary/0.00020980304738926333,angstnuke/0.00042244421251428857,,tradesnark/0.0003303839681179471,bookworm/0.000423765964286758,likeaducktakestowater/0.0003005861429788087,weaponizedlandmark/0.00042291997668224995,escortmission/0.00027068261233328413,,,anastralprojectionnotaghost/0.0003347168295621904,religiousbruiser/0.0003246987517136879,rimshot/0.00032248134738570235,boogieknights/0.00019877554265723145,,,,,,
risingempire/0.00020980304738926333,tokenadult/0.00042244421251428857,,edgybackwardschairsitting/0.0003303839681179471,souroutsidesadinside/0.000423765964286758,theextremistwasright/0.0003005861429788087,massteleportation/0.00042291997668224995,moonrabbit/0.00027068261233328413,,,dubpersonalitychange/0.0003347168295621904,munchausensyndrome/0.0003126728720205883,burymenotontheloneprairie/0.00032248134738570235,bibletimes/0.00019877554265723145,,,,,,
familydisunion/0.00020980304738926333,brokensmile/0.00042244421251428857,,iamgreatsong/0.0003303839681179471,cosmeticcatastrophe/0.000423765964286758,vengefulvendingmachine/0.0003005861429788087,voidbetweentheworlds/0.00042291997668224995,piratestories/0.00027068261233328413,,,nomoreholdingbackspeech/0.0003347168295621904,dispensewiththepleasantries/0.0003126728720205883,documentary/0.00032248134738570235,evilprincipal/0.00019877554265723145,,,,,,
winningoverthekids/0.00020980304738926333,trueloveisboring/0.00042244421251428857,,unevillaugh/0.0003303839681179471,tomboyishponytail/0.000423765964286758,betterthedevilyouknow/0.0003005861429788087,thespartanway/0.00042291997668224995,itsshortsoitsucks/0.00027068261233328413,,,killitthroughitsstomach/0.0003347168295621904,drugsaregood/0.0003126728720205883,rejectedmarriageproposal/0.00032248134738570235,giantscraprobot/0.00019877554265723145,,,,,,
controversyproofimage/0.00020980304738926333,psychopink/0.00042244421251428857,,flushingtoiletscreamingshower/0.0003303839681179471,conspicuouslylightpatch/0.000423765964286758,metatwist/0.0003005861429788087,earthisthecenteroftheuniverse/0.00042291997668224995,boringreturnjourney/0.00027068261233328413,,,cardsofpower/0.0003347168295621904,mygirlisaslut/0.0003126728720205883,actingyourintellectualage/0.00032248134738570235,lunarians/0.00019877554265723145,,,,,,
watchingthereflectionundress/0.00020980304738926333,poorpredictablerock/0.00042244421251428857,,dresscode/0.0003303839681179471,bollywoodnerd/0.000423765964286758,facialcompositefailure/0.0003005861429788087,heroicsafemode/0.00042291997668224995,innocentflowergirl/0.00027068261233328413,,,stormofblades/0.0003347168295621904,wrotethebook/0.0003126728720205883,madlibsdialogue/0.00032248134738570235,rockpaperswitch/0.00019877554265723145,,,,,,
twilightoftheoldwest/0.00020980304738926333,youexclamation/0.00042244421251428857,,soappunishment/0.0003303839681179471,drunkenmaster/0.000423765964286758,walkingdisasterarea/0.0003005861429788087,dittoaliens/0.00042291997668224995,deathisaslaponthewrist/0.00027068261233328413,,,atopamountainofcorpses/0.0003347168295621904,guardianangel/0.0003126728720205883,hummerdinger/0.00030782310432271587,wolverinewannabe/0.00019877554265723145,,,,,,
symbolicbaptism/0.00020980304738926333,fakingamnesia/0.00042244421251428857,,disappointingoldersibling/0.0003303839681179471,titlethemedrop/0.000416459654557676,didyoujustscamcthulhu/0.0003005861429788087,avillainnamedzrg/0.00042291997668224995,invisibleorchestra/0.00025837885722722575,,,monumentalbattle/0.0003347168295621904,professionalsexed/0.0003126728720205883,pickupbabeswithbabes/0.00030782310432271587,dragonspreferprincesses/0.00019877554265723145,,,,,,
magicalromani/0.00020980304738926333,huddleshot/0.00042244421251428857,,hotdrinkcure/0.0003303839681179471,thankingtheviewer/0.000416459654557676,baitandswitchtyrant/0.0003005861429788087,dontgointhewoods/0.00041148970704218914,everyonechasingyou/0.00025837885722722575,,,armoredvillainsunarmoredheroes/0.0003347168295621904,conscription/0.0003126728720205883,fallbackmarriagepact/0.00030782310432271587,filmsofthe1970s/0.00019877554265723145,,,,,,
smokingguncontrol/0.00020980304738926333,thecaretaker/0.00042244421251428857,,addictiveforeignsoapopera/0.0003303839681179471,realwomendontweardresses/0.000416459654557676,theconscience/0.0003005861429788087,ambiguousrobots/0.00041148970704218914,equinefiction/0.00025837885722722575,,,semanticsuperpower/0.0003347168295621904,supercouple/0.0003126728720205883,sockittothem/0.00030782310432271587,instantchucks/0.00019877554265723145,,,,,,
childmarriageveto/0.00020980304738926333,accentslipup/0.00042244421251428857,,keepaway/0.0003303839681179471,popstarcomposer/0.000416459654557676,rewindreplayrepeat/0.0003005861429788087,adamandeveplot/0.00041148970704218914,goodmorningcrono/0.00025837885722722575,,,everyoneisasuper/0.0003347168295621904,pitysex/0.0003126728720205883,weshouldgetanothertape/0.00030782310432271587,treants/0.0001788979883915083,,,,,,
onedroprule/0.00020980304738926333,crossculturalkerfluffle/0.00042244421251428857,,timetomove/0.0003303839681179471,narratingtheobvious/0.000409153344828594,inspirationforthework/0.0003005861429788087,abandonship/0.00041148970704218914,godlikegamer/0.00025837885722722575,,,papercutting/0.0003347168295621904,nametron/0.0003126728720205883,maltshop/0.00030782310432271587,heroforaday/0.0001788979883915083,,,,,,
