Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
evolutionarylevels/0.00034713293905888403,,lickedbythedog/0.0004419279105095981,deathmontage/0.00022354596499533184,nooneseestheboss/0.00034370166695308474,selflesswish/0.00038503389972378003,fieldpromotion/0.0003655193420651843,anthropomorphicvice/0.00035568202027387515,situationalsword/0.0003324367614615129,,combos/0.00013072322624922383,sensitivitytraining/0.00038024879135205606
praetorianguard/0.00034713293905888403,,cannottellalie/0.0004419279105095981,comedyghetto/0.00022354596499533184,onlyalighter/0.00034370166695308474,allwebbedup/0.0003682932953879635,datacrystal/0.0003655193420651843,doomedautographeditem/0.00035568202027387515,bigbadassrig/0.0003324367614615129,,lastconfessionwins/0.00013072322624922383,hellofaheaven/0.00038024879135205606
reluctantwarrior/0.00034713293905888403,,thetrickster/0.0004419279105095981,chewbubblegum/0.00022354596499533184,monsterfangirl/0.00034370166695308474,leprechaun/0.0003682932953879635,therightofasuperiorspecies/0.0003655193420651843,consolationworldrecord/0.00035568202027387515,supernaturalsuffocation/0.0003324367614615129,,oldschoolbuilding/0.00013072322624922383,placeboeurekamoment/0.00038024879135205606
powerhair/0.00034713293905888403,,therunaway/0.0004419279105095981,outgrowingthechildishname/0.00022354596499533184,unfoldingplanmontage/0.00034370166695308474,demandoverload/0.0003682932953879635,spacefriction/0.0003655193420651843,kissthecookapron/0.00035568202027387515,fightingspirit/0.0003324367614615129,,notsafeforwork/0.00013072322624922383,justtheintroductiontotheopposites/0.00038024879135205606
legallydead/0.00034713293905888403,,jiveturkey/0.0004419279105095981,afterlifeexpress/0.00022354596499533184,gassiphoning/0.00034370166695308474,grotesquecute/0.0003682932953879635,globalcurrency/0.0003655193420651843,unsuccessfulpetadoption/0.00035568202027387515,heartbeatdown/0.0003324367614615129,,bugcatching/0.00013072322624922383,commitmentissues/0.00038024879135205606
legendaryinthesequel/0.00034713293905888403,,stagemagician/0.0004419279105095981,youcanseethatright/0.00022354596499533184,dontanswerthat/0.00034370166695308474,indecisiveparody/0.0003682932953879635,bizarrealienlocomotion/0.0003655193420651843,unintentionallykarmic/0.00035568202027387515,rainofarrows/0.0003324367614615129,,datecrepe/0.00013072322624922383,comedy/0.00038024879135205606
deadlyhug/0.00034713293905888403,,preparetodie/0.0004419279105095981,oxymoronicbeing/0.00022354596499533184,rudelyhangingup/0.00034370166695308474,readthefreakingmanual/0.0003682932953879635,antimutiny/0.0003655193420651843,wackystartupworkplace/0.00035568202027387515,coolboard/0.0003324367614615129,,highschoolrocks/0.00013072322624922383,thetroublewithtickets/0.00038024879135205606
bathtubscene/0.00034713293905888403,,nextsundayad/0.0004419279105095981,characternameandthenounphrase/0.00022354596499533184,slidingscaleoflikerealityunlessnoted/0.00034370166695308474,memeticpersonalitychange/0.0003682932953879635,challengingthechief/0.0003655193420651843,theatrephantom/0.00035568202027387515,fuumashuriken/0.0003324367614615129,,lightliegedarkdefender/0.00013072322624922383,pregnancytestplot/0.00038024879135205606
bladeonastick/0.00034713293905888403,,refrainfromassuming/0.0004419279105095981,riteofpassage/0.00022354596499533184,flaregun/0.00034370166695308474,gatewayseries/0.0003682932953879635,preferstheillusion/0.0003655193420651843,jobsong/0.00035568202027387515,samuraiponytail/0.0003324367614615129,,sevenisnana/0.00013072322624922383,acceptablehardlucktargets/0.00038024879135205606
notdrawntoscale/0.00034713293905888403,,lonerturnedfriend/0.0004419279105095981,onlysmartpeoplemaypass/0.00022354596499533184,filminglocationcameo/0.00034370166695308474,ourminotaursaredifferent/0.0003682932953879635,copiedthemoralstoo/0.0003655193420651843,screamingplanebaby/0.00035568202027387515,fundoshi/0.0003324367614615129,,chainsoflove/0.00013072322624922383,situationalsexuality/0.00038024879135205606
sexysilhouette/0.00034713293905888403,,funnyafro/0.0004419279105095981,jacobmarleyapparel/0.00022354596499533184,bunkerwoman/0.00034370166695308474,youexclamation/0.0003682932953879635,legacyvesselnaming/0.0003655193420651843,alternateanimalaffection/0.00035568202027387515,enforcedcoldwar/0.0003324367614615129,,rivalscienceteams/0.00013072322624922383,magicalqueer/0.00038024879135205606
aloofally/0.00034713293905888403,,pervertedsniffing/0.0004419279105095981,bizarroepisode/0.00022354596499533184,rageagainstthelegalsystem/0.00034370166695308474,mellowfellow/0.0003682932953879635,mysteriousbacker/0.0003655193420651843,talkingheads/0.00035568202027387515,splitpersonalityteam/0.0003324367614615129,,ryokaninn/0.00013072322624922383,terriblepickuplines/0.00038024879135205606
forhappiness/0.00034713293905888403,,quotemine/0.0004419279105095981,apopheniaplot/0.00022354596499533184,crusadinglawyer/0.00034370166695308474,nerdinevilshelmet/0.0003682932953879635,dimensionlord/0.0003655193420651843,hanukkahepisode/0.00035568202027387515,redeemingreplacement/0.0003324367614615129,,donotattempt/0.00013072322624922383,circumcisionangst/0.00038024879135205606
hitmanwithaheart/0.00034713293905888403,,selfmademan/0.0004419279105095981,imthinkingitover/0.00022354596499533184,electroconvulsivetherapyistorture/0.00034370166695308474,literalsurveillancebug/0.0003682932953879635,hyperspeedambush/0.0003655193420651843,treesintotoothpicks/0.00035568202027387515,lightningfirejuxtaposition/0.0003324367614615129,,monsterbrothercutiesister/9.804241968691788e-05,putofftheirfood/0.00038024879135205606
lockdown/0.00034713293905888403,,genrerefugee/0.0004419279105095981,atarmslength/0.00022354596499533184,tvtelephoneetiquette/0.00034370166695308474,fightunscene/0.0003682932953879635,suicidalpacifism/0.0003655193420651843,spytuxreveal/0.00035568202027387515,rocketjump/0.0003324367614615129,,ghostleglottery/9.804241968691788e-05,magic8ball/0.00038024879135205606
emptypilesofclothing/0.00034713293905888403,,norespectguy/0.0004419279105095981,comebacktomorrow/0.00022354596499533184,falsesoulmate/0.00034370166695308474,monsterroommate/0.0003682932953879635,oldschooldogfight/0.0003655193420651843,onetrackmindedartist/0.00035568202027387515,emotionalbruiser/0.0003324367614615129,,videogames/9.804241968691788e-05,stayingwithfriends/0.00038024879135205606
fightslikeanormal/0.00034713293905888403,,likefatherunlikeson/0.0004419279105095981,iphony/0.00022354596499533184,terrifyingpetstorerat/0.00034370166695308474,conspicuouslylightpatch/0.0003682932953879635,wehavethosetoo/0.0003655193420651843,injectionplot/0.00035568202027387515,superherotrophyshelf/0.0003324367614615129,,scheduleslip/9.804241968691788e-05,doppelgangerdating/0.00038024879135205606
supertoughness/0.00034713293905888403,,authorityinnameonly/0.0004419279105095981,muscleangst/0.00022354596499533184,imgoingtohellforthis/0.00034370166695308474,brokensmile/0.0003682932953879635,alwaysonduty/0.0003655193420651843,delayedohcrap/0.00035568202027387515,cerebroelectro/0.0003324367614615129,,picturedrama/9.804241968691788e-05,divineracelift/0.00038024879135205606
whitemaskofdoom/0.0003342761635381846,,overusedrunninggag/0.0004419279105095981,cosmopolitancouncil/0.00022354596499533184,necrocam/0.00034370166695308474,tomboyishponytail/0.0003682932953879635,eyelightsout/0.0003655193420651843,foulflower/0.00035568202027387515,magicalgirlgenredeconstruction/0.0003324367614615129,,spring2015anime/9.804241968691788e-05,catfishing/0.00038024879135205606
withusoragainstus/0.0003342761635381846,,icanexplain/0.0004419279105095981,inflationarydialogue/0.00022354596499533184,rabidcop/0.00034370166695308474,buildingswing/0.0003682932953879635,holographicdisguise/0.0003655193420651843,handcarpursuit/0.00035568202027387515,enemyscan/0.0003324367614615129,,challengegamer/9.804241968691788e-05,theartofbraremoval/0.00038024879135205606
cantstaynormal/0.0003342761635381846,,theslacker/0.0004419279105095981,nicejobbreakingitrivals/0.00022354596499533184,beardnessprotectionprogram/0.00034370166695308474,hypnotrinket/0.0003682932953879635,groupidentifyingfeature/0.0003655193420651843,suntanstencil/0.00035568202027387515,ourgodsaredifferent/0.0003324367614615129,,fauxrrari/9.804241968691788e-05,alllesbianswantkids/0.00038024879135205606
heroicsafemode/0.0003342761635381846,,nakedapron/0.0004419279105095981,alienepisode/0.00022354596499533184,deadanimalwarning/0.00034370166695308474,mirrormonster/0.0003682932953879635,robotmaid/0.0003655193420651843,badhairday/0.00035568202027387515,puzzleboss/0.0003324367614615129,,trickedtodeath/9.804241968691788e-05,nativeamericancasino/0.00038024879135205606
herheartwillgoon/0.0003342761635381846,,dotingparent/0.0004419279105095981,cowtools/0.00022354596499533184,militaryalphabet/0.00034370166695308474,wrongassumption/0.0003682932953879635,randomtransportation/0.0003655193420651843,charliebrownbaldness/0.00035568202027387515,supertitle64advance/0.0003324367614615129,,summer2012anime/9.804241968691788e-05,toooldtotrickortreat/0.00038024879135205606
theherodies/0.0003342761635381846,,fallenprincess/0.0004419279105095981,crazyculturalcomparison/0.00022354596499533184,honorrelatedabuse/0.00034370166695308474,evilisonebighappyfamily/0.0003682932953879635,gendercide/0.0003655193420651843,yougetwhatyoupayfor/0.00035568202027387515,fairycompanion/0.0003324367614615129,,rambybraking/9.804241968691788e-05,chosenconceptionpartner/0.00038024879135205606
yourenotmytype/0.0003342761635381846,,ignoredenamoredunderling/0.0004419279105095981,ihavenoideawhatimdoing/0.00022354596499533184,spreekiller/0.000315059861373661,grammarcorrectiongag/0.0003682932953879635,offscreenrebuilding/0.0003655193420651843,screwedbythemerchandise/0.00035568202027387515,throatlight/0.0003324367614615129,,gayoption/9.804241968691788e-05,creepyphysical/0.00038024879135205606
torturealwaysworks/0.0003342761635381846,,notallowedtogrowup/0.0004419279105095981,bubbleboy/0.00022354596499533184,disarmdisassembledestroy/0.000315059861373661,adorableevilminions/0.0003682932953879635,convergingstreamweapon/0.0003655193420651843,borrowingthebeatles/0.00035568202027387515,localizednameinanonlocalizedsetting/0.0003324367614615129,,shippinggoggles/9.804241968691788e-05,inever/0.00038024879135205606
milliontoonechance/0.0003342761635381846,,toxicfriendinfluence/0.0004419279105095981,burpingcontest/0.00022354596499533184,thesponsor/0.000315059861373661,resetbuttonending/0.0003682932953879635,phlebotinumbomb/0.0003655193420651843,toomanybabies/0.00035568202027387515,dragonsuptheyinyang/0.0003324367614615129,,fansub/9.804241968691788e-05,obsessedarethelistmakers/0.00038024879135205606
sexisviolence/0.0003342761635381846,,dresshitsfloor/0.0004419279105095981,nonspecificallyforeign/0.00022354596499533184,allapartofthejob/0.000315059861373661,bellymouth/0.0003682932953879635,justonesecondoutofsync/0.0003655193420651843,sillyanimalsound/0.00035568202027387515,healingmagicisthehardest/0.0003324367614615129,,kaleidoscopeeyes/9.804241968691788e-05,firstperiodpanic/0.00038024879135205606
punchclockhero/0.0003342761635381846,,hateseveryoneequally/0.0004419279105095981,sistinesteal/0.00022354596499533184,wrongguyfirst/0.000315059861373661,ominousowl/0.0003682932953879635,openingacanofclones/0.0003655193420651843,whattheheckisanaglet/0.00035568202027387515,therighthandofdoom/0.0003324367614615129,,,fakecharity/0.00038024879135205606
tokenreligiousteammate/0.0003342761635381846,,withthisring/0.0004419279105095981,therealheroes/0.00022354596499533184,chineselaunderer/0.000315059861373661,cranialeruption/0.0003682932953879635,vehicularturnabout/0.0003655193420651843,pinballgag/0.00035568202027387515,youngconqueror/0.0003324367614615129,,,mrshypothetical/0.00038024879135205606
hemanwomanhater/0.0003342761635381846,,unabletocry/0.0004419279105095981,theditherer/0.00022354596499533184,unintentionallynotoriouscrime/0.000315059861373661,upliftedanimal/0.0003682932953879635,secularhero/0.0003655193420651843,stickyshoes/0.00035568202027387515,tokenwizard/0.0003324367614615129,,,thepicturecamewiththeframe/0.00038024879135205606
whydidyoumakemehityou/0.0003342761635381846,,bootcampepisode/0.0004419279105095981,captainoblivious/0.00022354596499533184,selfimmolation/0.000315059861373661,transaudienceinterpretation/0.0003682932953879635,dramaticdeadpan/0.0003655193420651843,boxandsticktrap/0.00035568202027387515,selfimposedchallenge/0.0003324367614615129,,,shakingherhairloose/0.00038024879135205606
dorkknight/0.0003342761635381846,,badguysplaypool/0.0004419279105095981,outdatedname/0.00022354596499533184,removingtheearpiece/0.000315059861373661,robotmaster/0.0003682932953879635,neglectfulprecursors/0.0003655193420651843,easterbunny/0.00035568202027387515,swordandfist/0.0003324367614615129,,,kitschcollection/0.00038024879135205606
quizzicaltilt/0.0003342761635381846,,winsbydoingabsolutelynothing/0.0004419279105095981,paintedonpants/0.00022354596499533184,notthatkindofpartner/0.000315059861373661,unhandthemvillain/0.0003682932953879635,humanityisinsane/0.0003655193420651843,timeout/0.00035568202027387515,mindovermanners/0.0003324367614615129,,,plasticbitch/0.00038024879135205606
psychicnosebleed/0.0003342761635381846,,becametheirownantithesis/0.0004419279105095981,aweightyaesop/0.00022354596499533184,kissdiss/0.000315059861373661,beautymark/0.0003682932953879635,noseatbelts/0.0003655193420651843,fakerabies/0.00035568202027387515,swissarmyhero/0.0003324367614615129,,,thetag/0.00038024879135205606
orphansordeal/0.0003342761635381846,,departmentofchilddisservices/0.0004419279105095981,shrinetoself/0.00022354596499533184,bringingrunningshoestoacarchase/0.000315059861373661,cheekymouth/0.0003682932953879635,scifihorror/0.0003655193420651843,onewheeledwonder/0.00035568202027387515,dramaticchaseopening/0.0003324367614615129,,,wellintentionedreplacement/0.00038024879135205606
coolhelmet/0.0003342761635381846,,platonicdeclarationoflove/0.0004419279105095981,alternateaesopinterpretation/0.00022354596499533184,thealibi/0.000315059861373661,fullboaraction/0.0003682932953879635,cloninggambit/0.0003655193420651843,megamealchallenge/0.00035568202027387515,hominglasers/0.0003324367614615129,,,thecoverchangesthemeaning/0.00038024879135205606
crystaldragonjesus/0.0003342761635381846,,souroutsidesadinside/0.0004419279105095981,onthemoney/0.00022354596499533184,nevergoingbacktoprison/0.000315059861373661,handyfeet/0.0003682932953879635,lovecannotovercome/0.0003655193420651843,twoforoneshow/0.00035568202027387515,thegreatserpent/0.0003324367614615129,,,weirdnesscoupon/0.00038024879135205606
damnyoumusclememory/0.0003342761635381846,,cooluncle/0.0004419279105095981,thisisnotimeforknitting/0.00022354596499533184,surgicalimpersonation/0.000315059861373661,myinstinctsareshowing/0.00035155269105214697,inyournaturetodestroyyourselves/0.0003655193420651843,flashbackfail/0.00035568202027387515,kungfuclairvoyance/0.0003324367614615129,,,feelingthebabykick/0.00038024879135205606
designatedloveinterest/0.0003342761635381846,,paintballepisode/0.0004419279105095981,numberonedime/0.00022354596499533184,emptycopthreat/0.000315059861373661,rankinflation/0.00035155269105214697,themetricsystemisheretostay/0.0003655193420651843,disneyschoolofactingandmime/0.00035568202027387515,grimupnorth/0.00030221523769228447,,,likegoeswithlike/0.00038024879135205606
hypocritehasapoint/0.0003342761635381846,,annoyinglaugh/0.0004419279105095981,railroadtracksofdoom/0.00022354596499533184,strawmannewsmedia/0.000315059861373661,mysiblingwilllivethroughme/0.00035155269105214697,arcadia/0.0003655193420651843,missedmealaesop/0.00035568202027387515,cloningsplitsattributes/0.00030221523769228447,,,mistakenformasturbating/0.00038024879135205606
actoftruelove/0.0003342761635381846,,sadlymythtaken/0.0004419279105095981,uncreditedrole/0.00022354596499533184,themedaliases/0.000315059861373661,whatdoyoumeanitsnotforlittlegirls/0.00035155269105214697,abusivealienparents/0.0003655193420651843,citypeopleeatsushi/0.00035568202027387515,abstractapotheosis/0.00030221523769228447,,,raweggsmakeyoustronger/0.00038024879135205606
lawofinverserecoil/0.0003342761635381846,,sleepdeprivation/0.0004419279105095981,onesideofthestory/0.00022354596499533184,twoplustorturemakesfive/0.000315059861373661,celshading/0.00035155269105214697,boldexplorer/0.0003655193420651843,fourleggedinsect/0.00035568202027387515,teleportationwithdrawbacks/0.00030221523769228447,,,whatshegotthatiaintgot/0.00038024879135205606
moralitykitchensink/0.0003342761635381846,,coolpet/0.0004419279105095981,opaquelenses/0.00022354596499533184,copkillermanhunt/0.000315059861373661,fictionalcountry/0.00035155269105214697,descriptivelynamedspecies/0.0003655193420651843,fourlegsgoodtwolegsbetter/0.00035568202027387515,digitalbikini/0.00030221523769228447,,,lockedinthebathroom/0.00038024879135205606
admiringtheabomination/0.0003342761635381846,,illpretendididnthearthat/0.0004419279105095981,ascendedfanfic/0.00022354596499533184,serialkillerbaiting/0.000315059861373661,insultfriendlyfire/0.00035155269105214697,paradiseplanet/0.0003655193420651843,encouragedregifting/0.00035568202027387515,heroesfrontierstep/0.00030221523769228447,,,openingcreditscastparty/0.00038024879135205606
signatureseriesarc/0.0003342761635381846,,masochistsmeal/0.0004419279105095981,thisismyboomstick/0.00022354596499533184,flirtyvoiceploy/0.000315059861373661,crushblush/0.00035155269105214697,benevolentai/0.0003655193420651843,miningforcookies/0.00035568202027387515,lockedoutofthefight/0.00030221523769228447,,,blanketfort/0.00038024879135205606
viewersinmourning/0.0003342761635381846,,creepycockroach/0.0004419279105095981,unpleasantparentreveal/0.00022354596499533184,theoldconvict/0.000315059861373661,keepaway/0.00035155269105214697,temporalmutability/0.0003655193420651843,seniorcreep/0.00035568202027387515,friendlyghost/0.00030221523769228447,,,laboriouslaziness/0.00038024879135205606
takesonetokillone/0.0003342761635381846,,attackattackretreatretreat/0.0004419279105095981,sherlockhomage/0.00022354596499533184,producedbycastmember/0.000315059861373661,suddeneyecolour/0.00035155269105214697,tokenimmortal/0.0003655193420651843,furisskin/0.00035568202027387515,trainingthegiftofmagic/0.00030221523769228447,,,bosssunfavoriteemployee/0.00038024879135205606
fetusterrible/0.0003342761635381846,,realnameasanalias/0.0004419279105095981,nudecoloredclothes/0.00022354596499533184,baitandswitchaccusation/0.000315059861373661,actorexistencelimbo/0.00035155269105214697,scififlyby/0.0003655193420651843,barbershopepisode/0.00035568202027387515,wargod/0.00030221523769228447,,,strawmanball/0.00038024879135205606
firstlawofresurrection/0.0003342761635381846,,zeropercentapprovalrating/0.0004419279105095981,ballsgag/0.00022354596499533184,germanicefficiency/0.000315059861373661,youcantalk/0.00035155269105214697,spaceplane/0.0003655193420651843,gangofcritters/0.00035568202027387515,magicisamonstermagnet/0.00030221523769228447,,,embarrassingadgig/0.00038024879135205606
foreignlanguagetitle/0.0003342761635381846,,goodwithnumbers/0.0004419279105095981,warreenactors/0.00022354596499533184,legitimatebusinessmenssocialclub/0.000315059861373661,weaponizedlandmark/0.00035155269105214697,computersspeakbinary/0.0003655193420651843,hollywoodchameleons/0.00035568202027387515,spandexlatexorleather/0.00030221523769228447,,,toiletpaperprank/0.00038024879135205606
herokiller/0.0003342761635381846,,thirdlinesomewaiting/0.00042811766330617317,wardrobewound/0.00022354596499533184,chemicallyinducedinsanity/0.000315059861373661,psychopink/0.00035155269105214697,multiversalconqueror/0.0003655193420651843,makeovertorment/0.00035568202027387515,itcantbehelped/0.00030221523769228447,,,micdrop/0.00038024879135205606
heroespreferswords/0.0003342761635381846,,sexophone/0.00042811766330617317,watersourcetampering/0.00022354596499533184,amoralafrikaner/0.000315059861373661,privilegedrival/0.00035155269105214697,portalslam/0.0003655193420651843,herowithauniquename/0.00035568202027387515,ghostapo/0.00030221523769228447,,,wackyfratboyhijinx/0.00038024879135205606
instantdeathbullet/0.0003342761635381846,,feudingfamilies/0.00042811766330617317,aftershow/0.00022354596499533184,undergroundrailroad/0.000315059861373661,distinguishingmark/0.00035155269105214697,spacecoldwar/0.0003655193420651843,piratesong/0.00035568202027387515,counterpartcombatcoordination/0.00030221523769228447,,,gayconservative/0.00038024879135205606
neverbringaknifetoafistfight/0.0003342761635381846,,characteroutlivesactor/0.00042811766330617317,agecut/0.00022354596499533184,icanseeyou/0.000315059861373661,multipleendings/0.00035155269105214697,workssetinworldwarii/0.0003350593968930856,theystoleouract/0.00035568202027387515,weredragon/0.00030221523769228447,,,busbyberkeleynumber/0.00038024879135205606
deathdealer/0.0003342761635381846,,fictionaldocument/0.00042811766330617317,weirdcurrency/0.00022354596499533184,taxidermyiscreepy/0.000315059861373661,disturbeddoves/0.00035155269105214697,iamnotagun/0.0003350593968930856,hairballhumor/0.00035568202027387515,undeadabomination/0.00030221523769228447,,,marriageofconvenience/0.00038024879135205606
onlyicankillhim/0.0003342761635381846,,gossipevolution/0.00042811766330617317,billionsofbuttons/0.00022354596499533184,deathbylookingup/0.000315059861373661,advertisingonlycontinuity/0.00035155269105214697,sentientcosmicforce/0.0003350593968930856,heroiccaninesvillainousfelines/0.00035568202027387515,waterisair/0.00030221523769228447,,,instructionalfilm/0.00038024879135205606
gladtobealivesex/0.0003342761635381846,,offscreenbreakup/0.00042811766330617317,shootinggallery/0.00022354596499533184,shakypovcam/0.000315059861373661,villainouscrush/0.00035155269105214697,earththatwas/0.0003350593968930856,prankinjuries/0.00035568202027387515,lightdarknessjuxtaposition/0.00030221523769228447,,,notinfrontofthekid/0.00038024879135205606
silentscapegoat/0.0003342761635381846,,mistakenidentity/0.00042811766330617317,selfpunishmentoverfailure/0.00022354596499533184,onedosefitsall/0.000315059861373661,hereditaryhairstyle/0.00035155269105214697,sinkthelifeboats/0.0003350593968930856,reversetelescopicvision/0.00035568202027387515,mysticalwaif/0.00030221523769228447,,,correlationcausationgag/0.00038024879135205606
crypticconversation/0.0003342761635381846,,depraveddentist/0.00042811766330617317,parodyproductplacement/0.00022354596499533184,necrononsequitur/0.000315059861373661,dielaughing/0.00035155269105214697,thebrigadier/0.0003350593968930856,termitetrouble/0.00035568202027387515,determinedexpression/0.00030221523769228447,,,wallpapercamouflage/0.00038024879135205606
stayingalive/0.0003342761635381846,,lessembarrassingterm/0.00042811766330617317,bootstrappedtheme/0.00022354596499533184,snufffilm/0.000315059861373661,pervertrevengemode/0.00035155269105214697,unitedspaceofamerica/0.0003350593968930856,asbestosfreecereal/0.00035568202027387515,technicolorninjas/0.00030221523769228447,,,letshaveanotherbaby/0.00038024879135205606
alightershadeofgrey/0.0003342761635381846,,booksafe/0.00042811766330617317,nonsequiturcausality/0.00022354596499533184,theonewhomadeitout/0.000315059861373661,enhancedondvd/0.00035155269105214697,actorinspiredheroism/0.0003350593968930856,abileneparadox/0.00035568202027387515,darkseidduplicate/0.00030221523769228447,,,artisticlicenseawards/0.00038024879135205606
ludicrousgibs/0.0003342761635381846,,memeticbystander/0.00042811766330617317,peoplezoo/0.00022354596499533184,theyhavethescent/0.000315059861373661,hyperspacearsenal/0.00035155269105214697,ghostplanet/0.0003350593968930856,lastdayofschoolplot/0.00035568202027387515,allchinesepeopleknowkungfu/0.00030221523769228447,,,largehamradio/0.00038024879135205606
shootyourmate/0.0003342761635381846,,unfortunateimplications/0.00042811766330617317,patientzero/0.00022354596499533184,lookingforloveinallthewrongplaces/0.000315059861373661,weirdmoon/0.00035155269105214697,cloningbodyparts/0.0003350593968930856,loserteammascot/0.00035568202027387515,oneextramember/0.00030221523769228447,,,yellowface/0.00038024879135205606
personaleffectsreveal/0.0003342761635381846,,hypocrisynod/0.00042811766330617317,farmersdaughter/0.00022354596499533184,ruthlessforeigngangsters/0.000315059861373661,earlydrafttiein/0.00035155269105214697,greatbiglibraryofeverything/0.0003350593968930856,nicemice/0.00035568202027387515,destructionequalsoffswitch/0.00030221523769228447,,,doggotsenttoafarm/0.00038024879135205606
sinistershades/0.0003342761635381846,,commercialbreakcliffhanger/0.00042811766330617317,gameofchicken/0.00022354596499533184,callingoutfornotcalling/0.000315059861373661,impossibletheft/0.00035155269105214697,mosesinthebulrushes/0.0003350593968930856,tricountyarea/0.00035568202027387515,secretidentitychangetrick/0.00030221523769228447,,,oldmaid/0.00038024879135205606
malignantplottumor/0.0003342761635381846,,enragedbyidiocy/0.00042811766330617317,suicidedare/0.00022354596499533184,honoramongthieves/0.000315059861373661,bodytojewel/0.00035155269105214697,cureforcancer/0.0003350593968930856,thedinnermobile/0.00035568202027387515,oldmagic/0.00030221523769228447,,,objectceilingcling/0.00038024879135205606
iwillwaitforyou/0.0003342761635381846,,fortuneteller/0.00042811766330617317,everythingisbigintexas/0.00022354596499533184,actionadventureseries/0.000315059861373661,westernanimationofthe1980s/0.00035155269105214697,halfbreedangst/0.0003350593968930856,doublestandardviolencechildonadult/0.00035568202027387515,thepawnsgofirst/0.00030221523769228447,,,hastwothumbsand/0.00038024879135205606
masterapprenticechain/0.0003342761635381846,,flashbacktocatchphrase/0.00042811766330617317,fanspreferthenewher/0.00022354596499533184,liquidcourage/0.000315059861373661,iknowkarate/0.00035155269105214697,fantasticnamingconvention/0.0003350593968930856,drfakenstein/0.00035568202027387515,adaptationalmundanity/0.00030221523769228447,,,ifiwerearichman/0.00038024879135205606
jittercam/0.0003342761635381846,,unitconfusion/0.00042811766330617317,drunkensong/0.00022354596499533184,traumaticcsection/0.000315059861373661,dracula/0.00035155269105214697,twistedankle/0.0003350593968930856,unanthropomorphictransformation/0.00035568202027387515,animalthemedfightingstyle/0.00030221523769228447,,,protestbyobstruction/0.00038024879135205606
evenbettersequel/0.0003342761635381846,,truebluefemininity/0.00042811766330617317,ediblebludgeon/0.00022354596499533184,compromisingcall/0.000315059861373661,interruptedbath/0.00035155269105214697,descendingceiling/0.0003350593968930856,busesareforfreaks/0.00035568202027387515,animatedead/0.00030221523769228447,,,bobfromaccounting/0.00038024879135205606
sonofawhore/0.0003342761635381846,,lawofdisproportionateresponse/0.00042811766330617317,holdupyourscore/0.00022354596499533184,physicaldisabilityinmedia/0.000315059861373661,creativedifferences/0.00035155269105214697,eviltakesanap/0.0003350593968930856,babylanguage/0.00035568202027387515,clockworkcreature/0.00030221523769228447,,,thecallsarecomingfrominsidethehouse/0.00038024879135205606
streeturchin/0.0003342761635381846,,meadowrun/0.00042811766330617317,headlesshorseman/0.00022354596499533184,famethroughinfamy/0.000315059861373661,robotdog/0.00035155269105214697,unitednationsisasuperpower/0.0003350593968930856,garbagehideout/0.00035568202027387515,callapegasusahippogriff/0.00030221523769228447,,,obnoxiousentitledhousewife/0.00038024879135205606
deceptivedisciple/0.0003342761635381846,,iamverybritish/0.00042811766330617317,ethnicscrappy/0.00022354596499533184,notproven/0.000315059861373661,seetheinvisible/0.00035155269105214697,governmentdrugenforcement/0.0003350593968930856,frankenx/0.00035568202027387515,monstroushumanoid/0.00030221523769228447,,,pantsfree/0.00038024879135205606
slidingscaleofshinyversusgritty/0.0003342761635381846,,onlysaneemployee/0.00042811766330617317,mundaneafterlife/0.00022354596499533184,interrogationflashback/0.000315059861373661,barelychangeddubname/0.00035155269105214697,desolationshot/0.0003350593968930856,mutagenicfood/0.00035568202027387515,whitemagic/0.00030221523769228447,,,nuclearfamily/0.00038024879135205606
mygreatestsecondchance/0.0003342761635381846,,iwantmyjetpack/0.00042811766330617317,exoticentree/0.00022354596499533184,theirishmob/0.000315059861373661,clingycostume/0.00035155269105214697,blankbook/0.0003350593968930856,thetitling/0.00035568202027387515,squishthecheeks/0.00030221523769228447,,,skiresortepisode/0.00038024879135205606
ladymacbeth/0.0003214193880174852,,thedandy/0.00042811766330617317,haveyoutriedrebooting/0.00022354596499533184,herodoespublicservice/0.000315059861373661,orphanageoflove/0.00035155269105214697,vanishingvillage/0.0003350593968930856,midairbobbing/0.00035568202027387515,dragonsaredivine/0.00030221523769228447,,,appliancedefenestration/0.00038024879135205606
iamxsonofy/0.0003214193880174852,,impoverishedpatrician/0.00042811766330617317,improvisedlockpick/0.00022354596499533184,bombthrowinganarchists/0.000315059861373661,themostdangerousvideogame/0.00035155269105214697,galacticsuperpower/0.0003350593968930856,splittingpants/0.00035568202027387515,mostcommonsuperpower/0.00030221523769228447,,,horriblehollywood/0.00038024879135205606
splitpersonalitymerge/0.0003214193880174852,,usualsuspectsending/0.00042811766330617317,karmicbuttmonkey/0.00022354596499533184,buryyourdisabled/0.000315059861373661,thememusicabandonment/0.00035155269105214697,populationcontrol/0.0003350593968930856,educationalsong/0.00035568202027387515,kodomomuke/0.00030221523769228447,,,stopsayingthat/0.00035308816339833777
